feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
02,0,0,12,125,132,124,143,175,233,226,208,178,186,223,212,133,99,104,134,113,85,77,52,46,""
03,40,49,91,89,73,124,154,176,178,195,192,185,147,181,183,158,82,76,104,115,71,28,45,41,""
04,32,52,97,98,139,125,118,139,199,191,219,130,160,213,222,175,154,107,138,102,81,68,33,39,""
05,51,100,87,87,109,123,155,210,196,243,179,153,154,150,150,147,143,148,118,86,88,44,42,29,""
06,32,34,95,54,74,59,97,122,106,117,95,127,223,254,232,190,161,135,94,94,67,32,43,31,""
07,54,81,98,124,125,130,183,206,232,252,224,233,216,209,215,196,143,120,92,95,83,59,32,20,""
08,58,42,58,82,114,140,165,191,223,222,216,206,188,178,154,116,144,44,58,57,30,26,19,20,""
09,24,36,48,59,55,51,77,75,183,225,245,185,204,187,170,108,151,114,47,34,47,28,22,16,""
10,15,36,46,67,65,44,28,49,106,93,97,104,94,94,89,87,78,63,66,50,39,23,21,25,""
11,24,32,60,62,68,57,75,87,209,229,235,182,216,223,223,194,98,54,69,45,57,26,23,27,""
12,34,49,60,71,74,67,83,84,112,119,133,93,118,111,92,84,58,68,58,55,38,30,33,50,""
13,28,73,88,108,87,95,86,127,153,209,220,139,188,165,141,167,168,156,160,122,85,55,56,45,""
14,51,65,99,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,41,""
17,56,102,136,168,179,151,161,201,229,261,274,220,260,254,249,246,181,162,168,140,130,78,76,84,""
18,81,115,147,169,152,144,195,246,300,269,254,274,252,279,243,236,199,199,177,139,94,63,59,35,""
19,11,144,118,158,140,146,179,234,269,260,235,244,230,257,225,203,190,153,163,134,99,66,52,48,""
20,50,66,111,153,158,162,199,229,283,257,288,232,270,264,238,207,161,148,160,130,81,61,38,40,""
21,65,87,113,114,143,142,149,222,260,267,267,246,232,265,224,194,159,165,132,92,68,58,45,48,""
22,56,72,89,129,163,150,175,254,222,270,223,251,220,229,180,158,129,111,78,83,93,62,46,44,""
23,58,63,80,87,67,102,119,160,205,190,222,172,219,225,156,164,145,132,96,133,87,66,40,49,""
24,42,55,82,94,102,93,133,162,192,189,179,195,216,208,211,192,164,143,176,131,120,72,51,38,""
25,48,81,103,116,113,154,155,189,224,210,234,187,193,207,234,191,162,163,146,143,110,84,33,40,""
26,45,81,90,105,120,143,179,205,213,237,221,177,204,235,220,172,142,139,136,124,88,60,59,39,""
27,56,76,108,102,124,126,180,222,229,243,235,180,239,250,234,162,135,117,116,117,88,63,50,47,""
28,55,68,95,134,148,132,159,-1,440,230,213,207,211,202,220,176,135,162,138,113,89,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
