feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,0,1,1,2,-1,-1,-1,-1,-1,15,11,13,10,13,8,7,16,8,7,6,6,5,3,""
02,3,1,2,2,1,1,5,5,1,6,8,3,7,9,5,12,8,7,4,7,7,6,6,7,""
03,8,2,3,5,7,3,13,7,5,11,6,14,13,15,12,6,20,11,9,10,7,5,3,1,""
04,1,3,4,9,9,11,14,11,12,21,10,13,10,15,16,13,11,10,11,7,7,1,7,5,""
05,7,11,8,11,11,19,10,13,20,21,21,18,23,25,13,30,23,23,23,7,5,5,2,3,""
06,5,7,1,11,8,17,12,18,22,24,25,23,20,18,26,13,10,21,12,6,10,9,8,8,""
07,4,4,3,5,10,8,18,16,5,10,6,7,13,14,12,13,17,19,18,13,9,7,10,6,""
08,5,11,3,10,8,10,14,15,11,16,18,24,13,20,17,18,18,19,11,12,11,10,5,2,""
09,6,5,3,6,8,7,10,12,11,23,17,9,13,17,21,14,12,13,19,9,7,6,3,2,""
10,0,3,0,1,8,10,8,10,11,13,4,11,12,11,7,11,9,17,14,5,7,6,6,2,""
11,3,6,4,5,2,5,6,9,8,16,11,8,10,9,17,8,18,12,15,7,9,3,5,6,""
12,2,3,5,4,5,3,5,4,1,6,5,3,7,13,13,14,7,10,12,13,5,4,4,3,""
13,3,1,0,6,5,6,6,6,12,12,10,10,6,7,13,19,14,8,5,9,6,10,2,1,""
14,2,4,3,1,2,6,7,5,6,5,3,7,4,1,5,5,7,4,9,8,4,3,3,3,""
15,1,5,7,6,8,11,12,14,16,9,17,12,12,21,19,15,11,13,15,6,6,4,3,2,""
16,2,1,5,1,9,7,7,11,16,13,20,22,25,21,17,13,25,9,11,18,15,10,6,3,""
17,2,5,3,2,1,7,2,15,13,7,12,13,14,2,3,5,4,7,4,7,3,5,0,3,""
18,7,4,1,3,3,6,9,5,14,14,10,15,11,15,17,10,16,10,5,10,10,5,3,2,""
19,2,1,2,8,8,7,10,4,10,10,11,16,14,10,18,10,11,7,9,9,9,3,5,2,""
20,3,1,4,4,6,10,16,15,13,15,10,12,8,15,8,6,11,16,9,12,6,3,6,5,""
21,4,2,3,2,8,8,9,11,9,9,9,15,14,11,19,11,13,13,8,8,5,3,1,4,""
22,1,1,4,6,5,5,10,4,9,8,7,10,15,12,7,10,17,9,12,14,7,2,7,6,""
23,3,1,5,3,9,6,8,6,11,13,15,15,9,14,11,16,11,8,3,6,9,2,0,1,""
24,1,2,1,5,0,3,9,9,10,10,17,4,7,6,5,5,4,3,1,2,3,3,0,2,""
25,1,3,1,1,0,10,7,10,1,8,12,12,4,15,10,12,16,16,12,6,13,6,2,6,""
26,7,5,2,1,2,5,7,5,7,11,13,14,10,12,9,8,10,14,6,9,6,9,5,2,""
27,1,3,0,4,4,6,8,10,8,10,13,15,12,12,14,17,15,11,7,6,9,7,2,1,""
28,3,4,6,2,6,6,9,12,11,9,14,15,13,7,10,13,8,9,12,14,13,7,4,9,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
