feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,15,19,15,14,12,4,8,12,11,10,9,5,4,6,1,7,6,7,8,11,16,10,24,""
02,15,5,22,14,28,18,16,12,5,9,5,11,0,0,12,3,2,4,6,14,8,13,13,14,""
03,27,19,11,18,22,16,11,8,10,9,1,10,2,0,0,3,4,7,2,9,9,20,15,3,""
04,12,16,13,9,9,15,6,11,15,0,9,5,4,0,3,5,3,5,4,6,10,17,18,7,""
05,5,20,15,14,13,16,6,9,12,0,23,5,6,2,2,4,4,1,2,6,11,13,17,17,""
06,14,0,4,17,19,11,12,1,2,4,3,3,8,10,2,4,3,4,3,6,7,4,11,7,""
07,7,3,0,0,0,0,0,0,0,0,3,8,4,2,0,2,3,4,1,4,10,10,16,18,""
08,15,23,16,15,15,7,11,10,5,6,8,7,9,3,4,1,0,4,2,5,0,0,3,8,""
09,11,14,15,14,13,11,17,10,5,5,5,1,4,6,6,6,2,4,7,8,8,11,3,13,""
10,11,21,24,15,23,23,18,12,9,5,6,6,7,8,10,6,6,9,7,14,10,11,16,20,""
11,21,13,8,23,15,9,12,7,5,2,3,3,2,2,1,1,1,6,7,10,7,8,19,17,""
12,24,10,9,17,21,13,10,8,8,3,4,5,9,3,2,2,0,1,2,6,7,7,5,9,""
13,2,11,14,26,16,5,13,5,6,9,5,0,4,0,0,4,2,2,3,11,9,0,8,14,""
14,5,13,19,18,3,0,9,11,11,5,8,6,5,5,1,4,2,3,3,0,5,11,16,0,""
15,7,13,19,15,14,11,14,9,9,5,7,4,3,4,2,1,4,6,2,8,4,10,21,8,""
16,9,20,12,12,7,9,3,4,5,2,3,2,1,1,1,0,2,2,5,8,7,16,15,1,""
17,3,10,24,11,10,10,11,12,7,7,2,7,12,4,3,2,4,5,3,6,7,9,13,15,""
18,5,13,10,12,12,10,12,8,6,8,5,9,5,5,5,7,5,0,0,11,9,9,15,5,""
19,5,19,8,8,14,15,12,8,6,7,3,4,2,1,6,6,0,3,4,10,3,11,23,13,""
20,13,6,21,16,11,15,9,6,3,8,5,6,1,7,1,2,3,0,2,5,15,17,20,17,""
21,22,21,11,17,23,17,14,10,8,12,10,8,12,3,7,3,1,3,4,9,10,19,5,0,""
22,13,18,26,13,24,19,12,17,11,17,9,6,5,1,0,0,3,7,4,6,12,10,3,8,""
23,27,24,19,15,11,20,16,10,13,14,5,2,0,5,5,8,7,5,3,11,18,14,15,19,""
24,23,19,24,22,23,13,22,11,4,10,11,8,7,5,1,4,7,3,2,5,9,8,7,19,""
25,18,20,15,24,23,14,14,9,7,10,4,10,9,4,2,9,5,1,5,9,15,15,21,19,""
26,23,18,27,35,17,14,10,9,11,8,1,3,7,5,9,2,5,8,6,7,8,14,19,16,""
27,16,17,30,14,20,18,18,15,10,12,11,7,8,3,5,1,2,6,4,4,7,9,13,4,""
28,13,15,11,15,18,15,4,10,11,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
