jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,67,63,73,73,64,83,54,50,68,61,48,28,26,30,49,33,25,54,22,14,18,28,33,52,""
02,57,73,72,64,68,64,81,63,66,42,50,32,39,33,33,44,20,29,22,15,33,23,29,57,""
03,67,65,64,72,61,73,80,47,44,54,49,43,55,42,26,34,30,23,19,10,17,31,63,45,""
04,59,65,61,75,62,55,55,40,51,28,29,24,24,32,24,23,28,12,14,6,15,39,36,51,""
05,61,58,55,57,64,55,67,57,70,44,45,25,31,31,25,28,23,17,23,12,24,23,38,59,""
06,59,77,67,58,69,51,75,57,52,43,32,24,27,18,15,22,33,20,20,16,17,28,54,52,""
07,80,51,81,72,65,63,67,58,65,41,36,29,27,31,26,29,20,18,18,10,32,35,28,54,""
08,65,50,50,61,60,43,55,58,47,62,29,26,39,24,29,11,14,16,15,11,25,30,36,59,""
09,57,65,58,63,34,65,62,47,44,41,32,26,24,16,27,31,26,16,19,17,20,36,46,53,""
10,87,50,51,68,53,58,70,59,45,32,32,15,19,23,31,16,13,8,11,10,16,27,32,44,""
11,56,52,53,55,42,38,51,51,32,36,22,25,21,20,21,15,18,16,8,13,15,27,34,55,""
12,43,60,48,33,50,43,33,47,35,27,15,17,22,10,18,17,17,12,12,12,24,30,34,55,""
13,56,67,40,48,35,54,57,59,52,29,34,27,21,13,18,23,41,35,10,-1,-1,-1,-1,-1,""
14,37,28,51,51,60,45,45,35,34,24,30,23,20,26,30,23,17,24,19,14,31,27,37,67,""
15,68,73,69,64,66,72,62,44,53,49,36,36,22,32,18,19,23,19,23,23,17,39,43,60,""
16,76,77,60,48,60,58,46,54,37,51,25,34,19,24,19,23,12,20,20,19,21,34,61,53,""
17,69,68,56,61,41,50,49,41,50,50,39,29,22,25,27,25,20,21,18,25,25,39,40,68,""
18,77,62,54,62,53,52,49,49,31,40,24,33,20,29,28,31,21,17,19,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,16,13,13,28,21,22,26,15,26,23,46,53,70,""
20,71,63,87,68,65,63,56,55,34,33,28,37,56,20,38,38,45,18,24,27,22,30,53,65,""
21,63,89,99,79,70,67,51,54,34,35,38,23,23,20,29,22,17,21,23,11,18,29,47,65,""
22,67,88,65,74,55,60,43,45,32,39,35,35,31,30,28,24,28,14,26,21,17,35,67,75,""
23,83,92,96,88,76,51,44,50,39,41,39,39,28,28,16,26,25,12,22,19,30,29,60,72,""
24,101,106,95,66,61,63,46,53,40,37,33,42,38,26,27,30,25,33,23,24,26,46,57,92,""
25,97,109,116,138,91,61,63,67,45,45,29,28,27,29,21,30,13,38,28,23,39,47,62,94,""
26,106,115,115,131,90,79,53,40,54,35,43,37,22,27,30,18,20,33,29,34,18,45,73,107,""
27,110,134,109,103,102,81,58,59,43,37,32,33,27,36,26,23,21,14,17,19,21,33,70,99,""
28,124,130,123,125,103,97,55,47,45,38,36,27,53,49,28,48,22,30,9,22,11,36,89,75,""
29,103,87,140,107,88,85,64,57,50,31,30,29,26,11,27,27,29,20,22,21,29,29,59,103,""
30,114,119,118,123,87,79,50,46,28,24,26,22,33,26,22,18,13,13,8,15,14,38,42,121,""
31,75,124,90,67,89,66,40,37,34,34,23,23,15,16,26,17,23,18,12,18,26,42,58,77,""
