jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,9,5,4,5,10,10,9,11,5,3,4,5,8,15,15,13,16,18,21,22,15,12,23,14,""
02,6,4,8,8,-1,-1,8,7,14,11,4,6,12,11,10,13,20,15,22,18,25,15,13,16,""
03,15,9,7,8,8,9,8,6,8,2,2,5,14,21,17,18,20,18,15,22,18,17,15,11,""
04,12,6,6,8,6,5,3,7,9,5,2,7,11,11,20,11,21,19,19,16,21,22,13,15,""
05,8,5,1,12,6,9,11,3,3,3,7,3,10,15,19,12,17,23,16,24,17,13,20,11,""
06,10,13,7,6,7,4,4,4,3,4,4,3,5,15,17,7,25,26,14,19,17,11,20,15,""
07,7,8,10,6,3,8,5,5,5,4,2,3,10,15,16,24,22,18,18,15,19,15,18,9,""
08,12,2,4,2,4,7,3,7,4,6,3,8,6,18,20,10,10,14,10,19,12,8,11,8,""
09,11,2,4,7,5,9,5,4,6,4,3,3,5,6,10,10,19,15,10,15,16,14,9,11,""
10,6,4,6,10,9,3,3,4,4,3,7,7,8,13,13,19,12,11,14,13,11,15,20,6,""
11,6,7,11,0,4,5,5,3,4,2,2,3,6,8,10,12,12,9,9,15,11,14,10,12,""
12,7,3,7,5,5,1,4,3,1,4,3,7,10,11,10,15,14,12,15,11,11,26,10,10,""
13,9,6,15,0,1,5,1,3,1,4,1,6,5,12,13,14,16,18,14,21,14,15,12,7,""
14,3,6,3,4,3,3,1,5,6,2,5,4,23,16,13,6,15,17,12,21,13,8,15,13,""
15,8,7,6,2,0,4,2,5,1,1,3,6,4,12,10,15,20,14,9,27,16,15,14,13,""
16,5,5,2,6,4,7,2,3,2,1,5,9,7,14,23,6,10,19,9,17,20,7,11,8,""
17,15,6,4,4,5,7,6,2,3,1,4,1,10,13,14,4,17,18,23,9,8,9,9,6,""
18,10,8,0,1,6,6,9,2,4,3,1,2,10,13,13,10,6,18,11,15,19,10,8,19,""
19,10,5,3,4,1,3,6,9,1,5,4,4,9,14,17,14,16,15,15,12,14,12,11,10,""
20,8,16,5,2,5,2,3,2,5,0,4,6,8,20,18,8,17,20,14,18,10,16,11,6,""
21,14,4,2,3,3,4,4,4,3,6,3,3,10,23,17,18,16,21,20,23,17,17,13,8,""
22,5,5,4,5,4,0,7,2,2,3,2,5,8,16,10,14,20,19,20,18,16,18,15,10,""
23,4,4,3,2,4,4,5,5,3,3,1,3,10,23,19,29,20,24,23,22,24,9,8,7,""
24,16,4,2,5,0,4,0,5,1,1,1,2,6,10,20,24,17,18,20,25,10,12,16,10,""
25,4,5,2,3,5,4,2,4,2,2,4,6,12,14,27,36,28,24,30,27,14,12,13,14,""
26,9,5,7,0,1,1,1,1,1,4,2,5,8,21,30,36,27,28,40,27,21,27,11,8,""
27,3,1,5,5,2,5,2,1,0,3,3,9,9,29,31,36,37,27,30,27,25,11,14,27,""
28,4,8,4,5,9,6,5,6,6,5,5,6,12,34,40,48,48,36,45,38,27,22,15,8,""
29,5,5,3,7,8,3,5,6,3,6,5,10,13,47,39,54,36,31,51,36,33,22,14,9,""
30,5,7,9,7,3,5,6,5,1,6,2,6,18,27,33,27,34,36,30,26,36,25,10,13,""
31,3,4,1,1,2,2,2,4,3,4,5,7,18,28,30,32,46,35,35,26,22,25,10,10,""
