jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,75,73,55,67,109,69,49,69,6,0,0,69,67,63,52,44,35,44,32,42,20,29,49,57,""
02,77,93,75,97,89,80,49,86,96,90,39,26,57,62,51,54,33,52,46,23,38,24,31,63,""
03,63,79,94,96,131,121,112,52,44,61,62,82,55,56,56,69,73,53,51,48,53,26,47,65,""
04,87,69,94,85,57,51,55,56,62,68,82,92,57,69,40,46,18,36,37,42,19,25,41,59,""
05,74,96,92,91,93,108,88,78,58,53,65,66,54,67,54,55,57,43,39,41,50,55,41,52,""
06,38,28,65,77,69,115,86,87,100,61,44,47,48,57,43,33,28,0,0,0,0,0,0,0,""
07,0,0,24,1,0,4,12,85,89,62,58,66,65,64,58,33,56,48,30,23,52,51,61,101,""
08,79,95,101,103,113,91,102,93,90,94,58,76,89,71,83,56,46,37,44,39,32,28,96,92,""
09,91,112,96,109,102,90,72,77,84,39,32,75,74,42,62,89,53,31,30,23,33,37,31,35,""
10,41,62,56,55,27,41,30,89,75,55,45,67,49,54,46,37,21,28,43,29,41,26,45,56,""
11,83,61,86,97,86,71,70,78,60,45,74,39,63,74,57,49,53,32,25,36,17,32,34,45,""
12,49,51,76,62,66,52,43,84,79,44,37,36,42,42,63,34,48,43,36,13,26,46,46,58,""
13,59,74,47,45,40,30,42,81,82,39,53,62,58,83,58,69,52,67,67,33,12,38,67,71,""
14,101,119,127,87,52,52,43,56,20,24,22,59,41,18,53,55,60,47,36,15,24,43,69,43,""
15,72,45,50,43,35,46,46,46,19,60,80,95,73,63,62,57,63,60,58,83,86,72,62,59,""
16,111,101,60,92,126,52,63,89,80,46,50,59,46,33,47,47,58,46,48,30,35,77,99,106,""
17,80,78,135,131,119,124,104,66,89,78,46,83,68,77,73,63,54,60,61,68,39,62,64,159,""
18,134,127,154,120,136,128,108,101,60,83,89,85,74,67,68,75,75,60,75,64,69,55,73,112,""
19,127,116,106,83,110,109,122,81,93,70,71,78,71,70,76,52,58,66,37,25,32,44,22,59,""
20,79,92,58,74,31,30,27,31,19,40,29,29,28,20,21,15,22,17,18,25,16,39,26,44,""
21,63,61,84,89,46,42,87,78,53,44,31,23,28,21,39,37,30,34,15,23,23,43,41,36,""
22,35,25,28,21,23,29,33,39,32,56,45,94,83,87,64,70,81,71,64,69,76,71,123,135,""
23,150,178,160,178,95,64,54,55,5,43,40,28,54,47,18,62,65,77,64,72,49,64,86,119,""
24,100,76,88,85,88,77,58,86,16,40,36,60,85,82,95,51,94,42,60,59,54,86,107,130,""
25,144,168,155,159,117,131,67,65,58,90,122,110,107,78,68,5,85,75,75,71,67,85,101,142,""
26,151,139,139,123,137,176,140,96,92,99,94,86,90,62,64,100,40,63,59,103,81,60,81,91,""
27,85,127,137,174,151,144,131,94,74,99,96,96,68,72,-1,105,47,45,39,44,69,99,102,139,""
28,160,173,181,152,120,101,85,102,112,87,-1,89,65,122,83,80,97,76,71,82,143,120,95,110,""
29,140,157,167,181,135,79,84,89,124,131,123,115,117,74,104,65,51,82,68,78,68,39,56,118,""
30,145,153,165,157,123,84,72,59,53,55,48,56,74,47,51,84,76,0,64,65,61,69,92,113,""
31,132,152,161,176,146,146,95,95,54,26,75,55,4,76,88,88,119,112,57,80,-1,-1,103,-1,""
