mar, 00h, 01h, 02h, 03h, 04h, 05h, 06h, 07h, 08h, 09h, 10h, 11h, 12h, 13h, 14h, 15h, 16h, 17h, 18h, 19h, 20h, 21h, 22h, 23h
 01,11,nan,nan,nan,nan,nan,nan,nan,4,3,3,12,38,33,30,30,33,42,47,41,31,41,37,35
 02,14,nan,nan,nan,nan,nan,nan,4,9,9,10,23,nan,19,15,40,46,33,36,32,36,45,37,23
 03,nan,13,8,nan,nan,nan,nan,6,5,6,10,24,nan,36,35,26,38,36,22,49,36,37,35,17
 04,26,30,28,22,16,26,6,9,8,5,12,11,17,28,36,28,45,39,41,37,44,33,37,55
 05,32,24,nan,nan,nan,12,7,3,3,3,nan,nan,nan,24,nan,30,30,36,35,35,35,36,21,39
 06,25,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,12,38,22,32,nan,31,27,25,32,19,22,17,12
 07,24,nan,10,14,12,10,7,5,2,10,12,6,22,25,43,34,35,33,39,37,23,38,47,30
 08,30,11,17,15,19,nan,6,6,3,3,1,18,24,29,25,32,40,34,21,36,33,42,28,26
 09,37,31,26,13,12,7,11,1,2,7,6,17,14,24,31,32,26,34,35,36,41,31,39,54
 10,11,11,nan,nan,nan,nan,nan,nan,7,6,3,8,18,21,28,25,27,29,49,36,34,46,24,11
 11,21,23,19,9,13,nan,nan,4,nan,7,6,19,16,41,46,44,30,32,30,20,34,36,44,26
 12,34,nan,23,15,nan,nan,nan,nan,3,6,7,7,31,41,42,39,36,55,40,41,48,43,47,48
 13,15,20,15,17,15,8,nan,3,3,9,11,16,nan,nan,nan,31,36,28,42,40,34,34,41,40
 14,18,nan,12,nan,nan,nan,nan,nan,nan,4,9,16,28,nan,15,23,29,28,24,47,27,38,29,39
 15,nan,16,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,23,16,20,30,26,35,29,30,42,40,32,23
 16,21,28,13,19,25,16,7,8,6,12,4,11,14,12,19,35,35,34,40,39,34,43,45,35
 17,35,29,10,8,nan,nan,nan,3,3,4,7,6,16,19,34,11,16,15,11,23,21,19,28,38
 18,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,3,19,14,21,41,37,36,37,38,46,39,31,26,15
 19,nan,nan,6,4,10,12,12,10,10,7,9,8,31,41,52,32,31,43,35,35,31,33,34,27
 20,19,nan,nan,nan,nan,nan,nan,nan,nan,2,5,7,14,19,17,48,38,24,25,21,31,22,13,24
 21,17,20,18,14,10,12,6,3,nan,3,6,15,18,34,31,24,29,39,26,35,34,35,37,32
 22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,7,12,17,29,42,37,34,26,33,27,13,12,nan,nan
 23,23,27,15,12,14,11,6,7,4,10,nan,nan,18,31,nan,27,32,41,38,37,34,31,44,47
 24,32,31,nan,13,25,nan,12,9,5,9,3,11,13,nan,nan,nan,31,36,33,35,38,42,25,19
 25,23,29,23,24,16,nan,9,8,12,10,7,15,21,19,21,33,34,31,49,42,51,55,26,36
 26,21,18,22,19,nan,nan,nan,nan,5,7,2,7,nan,nan,10,nan,nan,31,34,33,37,32,27,42
 27,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,5,18,17,nan,nan,14,22,45,37,41,48,36,21,14
 28,32,26,34,20,19,16,11,12,8,11,2,24,21,nan,nan,nan,nan,3,40,30,26,48,44,36
 29,29,nan,17,16,10,10,7,8,4,2,9,12,nan,nan,nan,nan,22,29,24,41,37,53,34,24
 30,nan,nan,nan,nan,nan,nan,nan,nan,4,8,7,14,18,15,24,nan,26,36,37,30,32,48,32,nan,nan
 31,nan,21,16,nan,nan,9,18,8,7,6,9,12,24,nan,30,32,33,34,38,37,27,35,20,27

