mar, 00h, 01h, 02h, 03h, 04h, 05h, 06h, 07h, 08h, 09h, 10h, 11h, 12h, 13h, 14h, 15h, 16h, 17h, 18h, 19h, 20h, 21h, 22h, 23h
 01,9,4,9,4,7,12,15,13,11,9,6,12,4,6,5,3,2,2,3,1,6,5,2,7
 02,4,9,3,5,11,1,3,5,5,7,9,6,5,4,2,5,3,4,2,4,3,nan,nan,nan,nan
 03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
 14,9,6,10,11,9,6,3,11,17,9,7,3,8,6,4,7,7,4,1,1,8,1,2,2
 15,5,6,6,8,12,6,5,11,25,12,18,10,13,19,4,6,10,5,3,4,13,10,7,8
 16,12,7,9,10,13,11,8,5,13,18,12,15,11,7,9,3,2,8,1,9,6,2,6,5
 17,12,8,11,8,12,15,11,11,14,12,10,14,13,9,8,4,3,4,16,6,9,8,6,5
 18,6,9,13,7,12,7,10,13,6,17,21,9,6,5,6,6,8,3,4,6,8,6,9,6
 19,6,10,6,13,8,3,9,12,8,8,15,18,8,4,5,2,8,6,4,9,12,20,23,39
 20,34,71,33,18,15,12,12,10,14,8,14,8,14,5,6,3,4,6,1,3,6,8,7,2
 21,8,9,7,11,7,6,12,23,17,17,17,17,15,16,8,9,7,19,13,14,13,46,26,12
 22,12,6,10,6,10,10,11,12,7,13,15,7,13,19,8,5,7,3,4,4,8,1,25,5
 23,6,5,6,9,8,6,11,8,14,10,21,14,3,4,6,5,8,3,3,4,10,4,7,8
 24,7,9,21,12,10,17,18,17,16,19,18,30,14,13,10,16,10,8,9,2,7,4,11,13
 25,14,13,19,17,9,15,19,14,20,17,9,9,14,9,9,9,7,2,6,9,2,2,3,2
 26,8,9,7,8,16,14,12,9,15,18,25,15,23,4,6,8,5,9,6,8,6,6,6,9
 27,13,6,7,13,12,14,12,12,20,18,20,12,10,10,8,15,7,7,5,2,6,9,11,9
 28,6,6,12,11,10,8,11,16,13,15,21,14,13,8,11,5,8,3,6,5,4,7,5,5
 29,6,3,12,3,10,8,13,20,15,14,9,7,13,4,15,7,9,3,6,6,7,6,3,8
 30,13,7,5,10,8,9,12,15,13,19,16,14,23,7,11,8,3,8,41,31,15,4,12,11
 31,12,11,15,8,10,8,15,13,24,14,14,6,8,4,7,5,16,6,6,11,11,13,10,12

