feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,131,148,143,172,182,156,145,144,189,158,146,168,137,119,98,85,75,59,38,32,43,76,94,114,""
02,130,159,180,167,166,171,122,141,119,126,140,135,114,77,77,70,30,26,35,31,38,58,74,101,""
03,127,147,126,143,139,90,-1,-1,-1,-1,-1,52,97,109,67,48,29,20,24,26,28,50,75,70,""
04,97,114,126,127,112,133,134,125,144,150,120,122,109,86,59,34,31,25,13,24,30,54,64,71,""
05,102,136,120,125,110,160,112,110,138,125,107,99,79,79,43,48,39,22,17,26,24,41,46,72,""
06,89,106,125,120,108,117,111,120,100,105,137,130,132,103,55,47,35,30,25,22,39,42,60,77,""
07,107,116,152,124,135,139,124,113,126,131,131,110,119,100,59,43,33,19,18,16,28,49,61,81,""
08,92,91,131,120,116,91,108,107,103,112,118,120,90,81,65,40,25,30,21,20,34,52,63,92,""
09,88,106,135,155,129,128,103,113,102,119,110,107,87,79,69,47,25,22,22,22,30,30,60,66,""
10,69,119,109,93,89,102,128,85,119,100,100,95,87,75,57,47,31,17,20,20,35,37,73,88,""
11,91,104,114,150,116,123,110,123,150,130,132,104,103,79,64,64,24,21,16,22,22,48,57,72,""
12,106,95,126,181,115,108,110,106,154,147,144,117,98,66,68,56,33,35,20,28,43,53,70,70,""
13,110,99,122,186,145,170,141,141,148,166,177,143,154,112,78,42,24,44,24,26,27,47,66,74,""
14,98,110,133,109,133,115,139,121,139,130,119,148,121,100,84,51,30,21,28,20,36,47,70,91,""
15,108,135,160,123,158,141,136,142,159,147,167,140,107,103,74,48,35,35,20,26,50,70,72,97,""
16,101,124,159,128,140,164,171,139,166,147,152,130,120,93,82,53,35,25,34,33,42,52,84,90,""
17,113,123,130,126,133,166,164,167,154,148,125,134,132,105,75,57,28,29,24,27,38,59,69,104,""
18,140,147,170,137,148,166,147,188,122,152,143,149,94,97,92,59,41,29,18,31,33,49,74,94,""
19,117,123,147,152,172,151,150,136,163,161,184,140,111,99,72,58,30,32,26,33,40,60,75,73,""
20,92,113,128,118,129,109,147,132,158,146,153,158,108,102,76,58,38,26,20,31,35,38,55,102,""
21,110,121,124,144,119,106,122,110,151,151,135,138,103,90,83,44,40,36,30,29,34,51,78,92,""
22,113,144,160,153,160,190,131,146,150,157,137,150,118,87,63,47,40,28,20,22,34,40,68,97,""
23,98,136,161,119,117,129,130,159,159,164,188,155,141,121,87,67,41,28,22,29,56,81,71,91,""
24,104,122,127,131,138,127,120,131,162,137,157,133,108,102,76,65,41,40,26,25,44,41,66,81,""
25,98,139,149,113,117,130,113,125,160,128,127,132,131,118,75,46,35,22,15,24,26,53,66,78,""
26,101,125,120,143,97,101,108,107,144,150,138,110,100,75,76,49,56,32,31,39,30,48,68,67,""
27,79,102,139,142,136,115,142,140,151,139,170,144,110,104,88,72,24,30,39,27,37,62,66,92,""
28,138,139,155,173,136,123,138,143,169,174,184,159,113,116,84,46,33,22,33,33,41,49,69,15,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
