jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,69,50,70,49,27,49,34,30,37,39,65,67,67,48,47,60,61,55,60,39,35,36,35,34,""
02,43,40,33,44,46,49,53,46,51,49,41,37,42,42,44,55,54,42,50,41,51,35,45,52,""
03,46,30,56,51,46,36,36,22,20,18,15,62,48,56,41,24,27,36,25,34,27,27,36,42,""
04,38,34,45,60,52,50,52,54,48,49,49,72,54,50,59,31,50,59,52,43,51,46,43,39,""
05,43,32,36,25,32,33,52,37,36,52,38,61,44,46,47,51,46,65,50,46,44,52,49,47,""
06,40,45,45,35,55,43,40,37,52,57,40,40,36,51,51,51,58,55,48,46,49,42,48,38,""
07,52,58,61,55,47,43,21,35,53,35,41,56,45,46,57,43,27,49,43,40,43,32,33,41,""
08,46,37,48,45,49,39,56,61,53,64,62,57,56,55,55,57,56,56,51,45,63,38,71,42,""
09,59,56,56,43,50,59,48,68,57,61,57,62,63,68,56,60,56,49,51,66,58,54,-1,-1,""
10,70,18,31,40,30,40,36,49,44,42,37,62,49,65,57,52,51,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,22,63,35,44,44,48,48,52,53,45,54,48,57,51,54,48,53,37,42,49,""
13,40,46,40,40,32,41,35,31,42,44,43,63,49,54,51,44,49,53,50,35,57,44,48,30,""
14,12,22,22,29,41,30,33,36,35,49,44,56,40,48,52,34,39,50,40,43,49,40,34,27,""
15,41,46,32,35,41,31,28,28,30,35,36,39,44,37,36,29,28,27,44,25,28,22,15,13,""
16,16,22,19,26,31,26,22,41,19,27,37,28,38,45,37,41,41,36,38,36,30,39,38,32,""
17,33,37,46,19,53,62,50,52,37,43,37,40,49,46,48,44,30,38,29,47,25,45,49,40,""
18,31,41,64,71,37,42,40,39,32,40,34,37,44,31,38,38,34,32,39,25,28,37,64,62,""
19,60,65,45,16,54,49,50,46,43,51,66,57,56,50,43,24,43,48,57,35,24,20,47,51,""
20,58,48,70,67,60,37,60,53,42,34,37,28,34,45,45,44,40,48,40,44,11,3,10,15,""
21,6,10,18,33,20,10,38,13,26,9,1,1,2,1,2,2,1,1,1,1,3,4,2,0,""
22,2,1,1,0,4,3,1,3,4,4,2,1,3,3,0,0,14,7,4,2,3,0,2,0,""
23,1,3,2,5,5,5,2,7,8,8,2,4,0,4,7,5,6,7,5,6,4,4,1,2,""
24,5,0,1,7,5,3,8,6,13,11,7,8,6,6,6,7,8,10,7,4,1,0,2,2,""
25,3,1,4,5,1,8,13,7,16,15,9,7,9,3,3,8,10,6,7,7,1,5,1,2,""
26,2,2,0,3,1,2,6,7,2,6,3,6,2,10,13,0,1,0,0,0,0,0,0,0,""
27,0,0,0,0,3,0,0,1,3,0,1,0,0,0,0,0,0,0,3,-1,-1,-1,-1,4,""
28,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,""
29,0,11,14,2,21,11,10,7,5,0,5,4,4,2,1,8,4,2,9,1,3,2,1,0,""
30,8,15,1,8,13,2,2,1,4,3,0,4,1,10,11,3,5,3,19,15,2,31,11,6,""
31,8,13,13,4,9,9,3,3,8,5,10,1,4,0,8,36,14,16,4,1,7,0,9,-1,""
