jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,47,47,90,118,126,150,157,53,106,155,161,67,32,45,53,136,72,26,38,149,114,105,58,1,""
02,-1,22,73,99,132,130,136,251,290,67,41,100,96,50,43,38,40,39,40,80,290,243,213,76,""
03,48,23,34,96,120,98,123,113,113,65,158,61,15,76,137,42,49,37,53,57,131,104,76,36,""
04,42,33,73,106,109,102,91,136,84,62,32,32,39,35,42,30,33,44,38,60,74,92,101,63,""
05,37,23,59,92,93,125,122,104,74,44,33,36,28,55,61,72,82,96,118,51,87,78,124,63,""
06,51,34,74,107,121,90,91,83,76,48,23,27,31,26,17,-1,-1,-1,-1,-1,-1,-1,-1,0,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,23,27,36,36,48,40,30,137,105,70,106,77,44,""
08,40,21,62,98,79,73,136,110,113,225,61,31,30,34,46,35,35,34,35,65,71,80,-1,0,""
09,1,12,58,105,71,72,80,95,78,41,44,33,22,43,38,37,130,145,116,42,73,103,107,59,""
10,39,23,62,61,82,66,98,72,46,48,36,43,31,26,129,108,59,137,44,61,81,87,81,27,""
11,88,38,43,162,142,14,61,254,277,111,56,37,42,39,48,106,130,38,33,84,79,83,103,87,""
12,34,29,51,76,114,77,108,165,99,49,94,209,113,94,48,43,40,45,44,72,93,103,128,83,""
13,64,33,66,114,131,93,90,56,98,44,31,35,32,29,22,36,44,44,45,63,90,105,89,125,""
14,76,31,20,27,99,103,132,71,128,194,83,36,29,189,38,33,107,95,82,85,299,176,117,153,""
15,8,3,32,55,63,54,55,152,177,41,33,61,43,28,48,42,45,49,44,56,73,89,118,78,""
16,32,27,59,105,73,58,123,127,93,127,47,35,24,25,34,34,34,38,33,46,90,81,83,32,""
17,21,26,73,103,100,74,98,76,98,46,48,57,26,32,36,45,27,41,44,46,74,139,73,34,""
18,20,23,59,75,68,76,111,98,99,68,49,48,16,86,30,51,132,272,59,109,125,112,68,31,""
19,21,16,64,72,88,79,64,60,61,44,53,42,22,56,32,43,40,48,45,59,82,71,99,29,""
20,30,26,53,103,76,90,77,119,86,41,52,33,32,41,31,47,36,55,52,71,77,80,101,57,""
21,27,24,19,28,71,75,94,137,66,59,37,44,40,31,33,40,45,56,62,66,103,100,105,50,""
22,18,26,35,69,69,74,75,124,111,37,43,53,40,46,47,77,6,52,170,163,78,115,37,2,""
23,-1,7,52,75,87,174,155,80,75,51,53,53,48,29,35,45,200,61,126,192,80,94,29,50,""
24,213,53,60,75,98,157,244,179,150,106,14,409,124,47,43,46,45,37,64,82,93,123,39,50,""
25,39,58,60,92,65,81,78,78,69,29,178,59,6,6,41,29,31,159,39,61,80,107,58,52,""
26,37,28,52,85,68,65,60,66,73,45,47,41,32,33,39,41,38,61,40,61,88,93,143,88,""
27,75,39,43,102,97,87,82,70,75,65,36,24,30,46,34,33,40,44,55,71,80,113,176,88,""
28,65,52,30,32,85,88,74,76,54,75,44,153,38,28,30,29,53,43,44,75,79,114,147,109,""
29,79,44,57,86,81,61,74,99,52,61,27,26,23,27,49,32,31,43,55,59,75,102,122,12,""
30,17,27,60,86,66,84,121,105,71,47,31,44,38,30,6,-1,-1,-1,-1,-1,-1,-1,-1,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
