jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,51,36,31,36,47,45,43,36,32,18,12,6,4,6,10,16,16,11,14,10,13,16,22,31,""
02,32,29,24,27,31,38,44,37,27,24,18,7,7,10,14,27,19,21,28,26,28,23,25,31,""
03,48,40,33,48,43,24,33,34,26,22,16,8,4,7,8,16,19,4,12,16,25,21,32,28,""
04,34,27,30,33,41,28,36,34,20,18,6,10,5,3,9,17,10,12,22,17,15,20,34,23,""
05,33,33,30,40,25,43,41,31,35,20,12,10,10,13,10,11,12,16,14,14,18,31,30,44,""
06,43,39,35,33,45,38,39,23,22,23,5,8,-1,5,7,5,10,9,11,22,24,32,32,33,""
07,34,29,27,28,41,25,20,22,29,19,0,10,11,3,4,9,8,14,11,19,26,42,30,38,""
08,34,32,28,39,32,31,35,35,16,8,10,7,9,7,4,9,8,17,17,12,20,26,27,26,""
09,34,24,45,34,25,41,45,42,38,12,10,3,1,6,10,9,11,9,17,18,26,23,34,40,""
10,35,50,32,39,35,33,25,28,25,25,13,16,8,7,17,7,8,9,14,23,23,25,27,37,""
11,35,32,20,33,38,22,30,27,29,22,25,12,9,6,15,17,12,13,18,16,24,33,44,40,""
12,43,42,34,34,20,31,31,22,16,17,13,12,7,8,8,10,14,14,19,17,13,22,31,42,""
13,31,32,34,29,34,26,41,38,32,22,18,7,5,6,3,7,12,24,23,27,34,34,35,31,""
14,36,26,37,42,41,23,45,35,30,20,6,3,8,9,6,9,13,19,12,24,34,26,36,38,""
15,47,30,37,33,29,35,42,25,20,19,15,13,6,2,10,11,13,12,14,26,22,33,36,37,""
16,34,34,30,33,42,42,32,33,22,15,10,7,7,9,8,12,10,13,-1,-1,26,39,38,53,""
17,49,48,48,43,47,48,43,37,25,21,17,5,11,4,9,13,24,15,25,28,24,38,39,48,""
18,51,55,52,51,44,35,40,41,35,23,15,11,8,9,11,18,15,12,16,25,34,33,55,30,""
19,53,54,39,43,27,39,46,37,36,19,18,10,10,8,19,11,22,18,20,18,29,50,58,45,""
20,60,42,47,49,38,49,35,37,41,21,26,17,20,11,13,16,14,19,21,27,40,32,1,59,""
21,69,47,40,46,39,31,37,43,24,23,8,19,9,7,12,12,12,19,20,24,27,36,31,48,""
22,52,49,34,43,28,33,30,30,26,13,20,5,6,9,11,9,11,20,31,42,52,45,54,54,""
23,72,66,71,49,46,43,54,44,40,20,11,12,18,8,13,23,15,33,27,69,27,43,46,50,""
24,51,65,63,59,51,46,48,36,44,26,14,15,12,14,16,22,11,24,26,31,34,36,56,57,""
25,86,49,63,50,49,41,35,43,29,23,14,18,11,10,10,17,15,21,18,25,39,32,41,68,""
26,64,54,43,41,29,28,33,32,34,17,13,21,15,15,9,12,13,23,18,26,27,28,50,46,""
27,67,54,65,59,50,47,34,29,30,17,16,9,6,16,6,17,11,20,24,16,22,40,40,56,""
28,67,66,68,66,48,40,32,24,35,29,16,13,12,19,13,12,15,20,23,35,32,31,1,64,""
29,58,52,41,47,39,41,41,35,33,21,17,11,13,15,16,9,18,25,30,30,22,39,46,46,""
30,51,67,50,66,46,48,35,31,22,20,12,12,13,12,16,-1,0,0,6,18,24,37,32,39,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
