jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,128,125,122,145,187,249,254,236,192,136,147,167,169,155,138,171,148,117,108,164,177,169,141,140,""
02,214,161,208,347,538,513,525,539,481,272,219,235,226,195,184,224,157,171,197,215,225,185,181,159,""
03,169,160,174,261,313,277,335,267,331,187,188,241,208,202,217,179,153,114,134,219,165,149,172,161,""
04,157,149,154,180,255,287,348,243,264,238,266,178,183,201,167,231,146,164,136,250,173,138,156,160,""
05,139,117,120,190,157,268,252,208,210,184,173,202,155,211,191,185,146,201,307,143,187,203,125,148,""
06,260,249,361,209,313,382,339,289,228,326,338,241,364,347,595,354,437,549,386,432,314,178,643,557,""
07,310,193,312,149,323,409,371,298,357,173,209,166,171,154,132,103,105,75,36,105,127,99,110,117,""
08,122,99,114,226,519,618,459,503,333,476,393,173,161,102,90,84,79,69,69,80,84,107,96,102,""
09,107,121,263,426,336,440,401,278,214,172,190,174,145,77,112,102,71,73,76,77,97,98,124,115,""
10,92,122,139,160,159,184,384,537,191,138,158,156,154,147,107,87,75,69,51,93,92,115,101,54,""
11,39,366,433,430,481,396,181,257,366,247,320,568,577,330,162,135,155,418,389,477,490,525,571,352,""
12,252,447,379,103,378,356,326,407,183,77,7,200,410,202,172,166,162,146,131,279,292,398,483,254,""
13,216,143,164,251,356,525,506,420,151,133,103,115,111,104,115,131,92,85,77,132,104,92,134,148,""
14,133,112,162,279,309,372,340,246,247,236,203,164,174,153,190,127,103,133,89,83,82,136,105,104,""
15,139,150,163,161,189,234,278,179,203,168,155,194,201,176,154,151,134,151,287,241,149,101,115,226,""
16,203,487,528,379,588,447,348,302,328,313,177,141,141,97,97,80,93,87,297,587,427,296,517,20,""
17,165,185,151,188,197,243,274,179,174,147,171,114,141,148,106,115,75,108,102,92,96,108,99,98,""
18,155,137,128,159,173,187,175,152,154,118,117,126,100,92,96,76,88,70,61,56,63,83,82,118,""
19,119,116,146,144,162,244,230,166,155,120,148,93,110,112,138,122,155,126,85,187,214,164,169,147,""
20,153,131,139,135,249,318,304,267,251,195,197,157,133,103,87,143,97,118,120,190,193,178,173,186,""
21,181,175,151,214,218,246,247,189,189,179,130,128,145,129,119,99,101,62,50,46,74,111,109,94,""
22,111,124,111,116,146,145,144,125,96,82,103,71,56,66,43,60,45,54,59,74,59,75,91,101,""
23,127,144,132,118,152,160,150,156,118,81,63,71,59,50,67,62,64,57,50,51,40,62,77,82,""
24,86,104,109,125,131,150,123,108,120,82,103,96,80,68,57,66,69,78,60,79,68,91,100,84,""
25,109,129,133,128,135,137,176,138,129,97,102,93,75,86,81,70,67,74,83,103,96,88,103,143,""
26,131,130,132,134,145,154,145,120,141,119,114,105,98,67,84,82,66,98,89,127,99,97,101,143,""
27,130,154,195,189,204,205,240,184,133,127,89,73,112,86,89,95,97,106,94,97,133,97,98,124,""
28,126,123,113,126,174,136,133,115,109,74,82,88,69,65,82,140,147,362,168,173,153,141,100,117,""
29,135,143,131,145,159,148,192,167,157,163,145,98,103,110,120,128,87,123,97,143,116,134,90,136,""
30,113,140,167,129,161,148,171,138,119,102,98,83,92,98,90,92,85,97,68,91,78,85,103,149,""
31,113,105,111,127,162,193,184,152,146,107,133,82,108,123,137,110,94,128,135,171,109,111,91,22,""
