jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,8,18,22,20,15,31,-1,-1,17,16,7,7,4,18,10,2,3,0,23,4,29,25,14,""
02,9,14,15,17,15,28,19,20,18,5,34,13,9,16,6,3,0,2,3,4,5,9,11,6,""
03,7,5,7,11,24,8,20,22,12,12,12,9,11,9,12,-1,-1,5,4,1,7,12,13,9,""
04,13,13,8,15,27,23,16,13,12,17,25,6,6,10,5,2,1,2,1,2,3,3,6,10,""
05,12,6,16,16,14,16,8,9,10,6,8,3,1,2,8,0,0,0,0,0,3,7,3,7,""
06,8,12,10,13,17,9,12,13,9,8,5,19,0,8,7,4,-1,-1,1,2,3,10,14,5,""
07,17,6,8,8,18,7,13,14,6,21,-1,-1,3,-1,-1,-1,1,0,1,2,6,6,8,7,""
08,6,8,18,7,11,17,12,17,33,8,11,4,25,4,4,4,0,6,2,0,5,9,8,11,""
09,8,12,10,12,13,7,11,14,4,5,8,3,4,1,3,0,0,1,2,4,7,15,9,4,""
10,8,12,10,24,11,12,13,11,11,10,4,4,1,33,11,8,4,3,2,6,8,9,10,8,""
11,3,6,10,13,12,21,11,10,5,5,3,3,5,3,2,2,2,0,0,0,1,5,4,5,""
12,8,13,11,8,9,21,7,9,2,8,3,3,4,2,0,0,4,2,7,1,3,9,5,7,""
13,13,7,10,2,19,12,12,6,8,11,3,4,1,5,6,1,1,2,16,14,5,9,9,10,""
14,11,9,9,9,10,8,9,14,6,8,4,7,3,8,11,9,10,15,13,18,22,36,27,42,""
15,31,38,36,43,35,34,29,36,29,36,21,15,14,16,8,6,11,12,24,19,16,50,31,26,""
16,34,44,33,39,50,38,56,86,50,126,41,11,18,7,15,11,35,12,21,49,73,33,47,39,""
17,51,39,45,39,35,37,38,61,30,26,23,20,17,14,3,14,11,14,10,20,19,25,31,33,""
18,39,47,48,37,38,41,70,47,34,89,38,14,9,10,16,20,8,31,9,28,25,34,30,63,""
19,38,52,31,35,39,33,30,33,66,35,31,95,156,10,101,120,9,86,28,17,85,57,38,31,""
20,44,43,52,60,40,47,36,39,25,32,22,13,16,14,8,12,12,10,19,23,31,24,32,34,""
21,43,48,50,46,38,48,40,41,33,14,42,13,25,29,16,15,11,12,16,11,22,34,42,43,""
22,40,39,50,46,36,25,28,92,224,62,49,15,7,10,13,12,12,21,30,21,29,36,41,33,""
23,22,35,39,36,42,27,29,36,32,26,26,11,14,8,11,17,10,17,21,13,23,36,38,37,""
24,53,52,57,44,44,36,26,30,21,27,18,15,8,15,14,12,9,13,9,21,21,32,40,59,""
25,34,60,43,49,39,32,27,32,30,36,24,20,11,12,31,43,20,19,12,16,27,34,39,62,""
26,50,72,55,65,46,54,50,36,52,31,18,34,18,32,33,16,38,29,15,24,21,36,47,54,""
27,59,63,54,56,50,45,41,31,32,32,56,42,17,10,13,13,18,22,64,40,33,25,76,77,""
28,1,47,52,47,35,29,56,26,15,18,31,44,34,17,38,13,14,19,23,35,23,36,53,65,""
29,59,69,68,57,35,50,16,47,49,0,59,27,14,57,30,5,8,14,12,12,26,38,56,47,""
30,49,67,53,77,41,33,24,45,22,25,20,26,17,18,7,4,11,14,16,23,27,33,50,73,""
31,74,76,55,53,43,33,31,25,45,22,19,43,20,12,7,16,7,7,19,14,10,28,44,-1,""
