jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,78,64,91,79,77,71,64,85,78,85,68,57,55,52,33,31,35,13,12,19,-1,-1,-1,70,""
02,86,82,91,88,84,77,63,81,58,67,66,53,51,55,38,38,35,28,21,23,-1,-1,55,74,""
03,71,60,64,75,74,92,79,89,55,64,55,48,62,66,51,-1,26,30,18,32,-1,-1,-1,75,""
04,78,70,66,84,60,60,53,67,56,67,46,59,60,44,47,40,36,19,22,33,-1,-1,50,53,""
05,54,58,50,59,42,41,44,58,58,56,75,51,55,53,48,36,-1,26,22,19,-1,-1,-1,55,""
06,67,77,89,56,79,74,73,83,76,70,61,68,-1,-1,-1,36,-1,17,21,28,-1,-1,-1,70,""
07,74,74,77,80,95,57,-1,59,67,66,76,49,58,52,39,53,31,27,20,33,-1,-1,-1,81,""
08,67,71,74,99,91,81,70,70,67,52,62,38,-1,41,42,28,30,29,26,28,-1,-1,-1,62,""
09,66,61,62,85,75,66,74,86,73,54,65,51,43,43,38,31,31,20,26,28,-1,-1,-1,63,""
10,85,66,81,86,74,63,51,65,57,52,40,39,38,37,33,35,27,24,20,22,-1,-1,-1,65,""
11,62,57,65,74,66,64,54,65,67,55,68,48,55,37,31,31,27,24,21,26,-1,-1,50,65,""
12,75,67,60,73,67,58,55,75,58,56,43,48,35,36,33,37,22,24,21,24,-1,-1,51,59,""
13,84,85,71,75,58,49,46,55,59,51,47,38,37,48,36,-1,-1,21,-1,24,-1,-1,-1,62,""
14,67,62,80,63,66,56,59,61,53,49,45,48,39,46,34,38,32,25,27,-1,-1,-1,-1,54,""
15,54,62,68,62,60,61,48,73,47,57,42,43,42,41,37,34,32,32,27,37,-1,-1,-1,83,""
16,75,64,79,73,76,56,55,66,45,46,43,49,36,45,39,43,30,-1,-1,28,-1,-1,57,65,""
17,83,90,91,88,76,58,55,65,66,53,60,50,36,45,35,34,25,30,35,-1,-1,-1,-1,70,""
18,92,80,85,100,98,70,67,83,62,75,80,72,65,46,61,65,56,-1,-1,-1,-1,-1,68,73,""
19,91,85,92,120,101,93,55,69,68,65,56,51,71,55,40,-1,34,35,31,32,-1,-1,-1,85,""
20,82,87,86,80,64,54,43,60,53,42,56,35,-1,45,36,40,31,18,22,26,-1,-1,60,92,""
21,88,108,91,93,95,70,54,66,60,61,48,48,48,42,27,24,40,-1,43,38,-1,-1,-1,85,""
22,82,79,108,106,106,75,84,69,58,47,72,63,56,56,47,59,51,26,39,-1,-1,-1,-1,-1,""
23,94,96,89,107,104,84,74,90,68,45,56,55,39,74,47,53,46,50,46,-1,-1,-1,-1,80,""
24,99,120,112,112,103,81,58,54,-1,52,76,52,54,48,41,32,42,35,24,36,-1,-1,-1,101,""
25,109,107,107,118,97,55,50,63,-1,46,70,57,54,59,44,38,29,26,23,-1,-1,-1,-1,82,""
26,93,102,108,92,110,59,54,-1,-1,-1,-1,44,55,55,37,32,33,34,32,42,-1,55,58,69,""
27,107,91,91,94,78,55,54,51,36,-1,-1,-1,-1,-1,31,36,-1,39,-1,22,-1,-1,-1,78,""
28,90,89,97,118,93,72,59,44,43,53,49,28,53,40,38,38,38,22,24,-1,-1,0,0,92,""
29,98,99,108,106,74,69,36,49,37,39,40,48,32,29,37,33,25,21,24,-1,-1,-1,-1,101,""
30,94,110,103,91,81,74,56,71,59,49,40,40,38,32,39,18,22,25,20,26,-1,-1,-1,86,""
31,83,80,97,89,84,65,53,46,44,36,31,36,34,29,32,32,30,26,31,19,-1,-1,-1,96,""
