jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,74,63,74,94,96,92,80,86,70,51,57,46,50,45,44,58,40,-1,-1,-1,11,46,67,75,""
02,75,74,79,92,68,64,90,94,65,83,57,65,47,57,37,37,45,18,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,34,77,61,47,46,44,49,35,36,31,30,30,20,27,36,59,70,""
04,62,71,74,90,81,111,96,-1,-1,64,69,80,45,54,48,50,44,35,39,39,39,50,75,67,""
05,70,92,72,74,85,88,82,78,82,94,64,58,32,65,54,58,45,56,50,43,31,45,67,69,""
06,76,55,69,56,71,87,83,69,74,90,63,73,57,54,68,69,56,66,51,55,36,35,63,84,""
07,72,104,90,93,73,115,108,94,85,83,81,60,64,60,63,49,46,39,41,23,39,53,54,69,""
08,78,94,82,80,99,90,84,107,98,74,73,59,54,39,41,39,38,33,32,-1,31,34,59,54,""
09,80,85,74,77,79,76,89,70,70,45,33,49,32,31,30,41,31,23,27,23,39,38,54,53,""
10,63,68,65,75,64,67,66,67,53,56,35,38,34,24,50,43,37,38,27,31,24,39,57,38,""
11,59,62,72,64,72,82,87,71,58,48,63,36,35,39,47,64,37,36,50,39,44,38,58,81,""
12,92,103,79,83,80,70,96,93,74,83,95,60,71,70,-1,67,51,46,39,38,49,39,58,111,""
13,77,74,85,64,73,75,77,69,63,71,59,60,52,38,37,50,35,36,41,43,44,42,63,78,""
14,69,76,73,88,78,70,82,83,89,78,53,56,54,44,45,41,38,32,36,28,27,31,45,45,""
15,62,76,75,66,87,56,88,68,64,80,63,50,61,58,71,65,53,57,47,40,50,58,59,88,""
16,97,106,98,85,100,84,95,96,99,67,63,63,52,71,65,51,58,53,57,42,54,39,65,76,""
17,97,-1,104,101,71,72,91,88,86,78,72,76,77,60,54,59,59,53,40,47,53,83,61,95,""
18,101,119,109,123,120,130,108,116,96,101,80,84,77,37,45,66,73,52,44,55,61,72,77,105,""
19,72,58,48,44,48,61,39,47,50,32,38,73,77,77,51,44,66,68,43,53,59,48,78,80,""
20,106,108,119,129,110,110,113,95,100,74,90,75,69,62,78,60,60,57,69,59,47,68,41,72,""
21,112,115,116,113,106,125,105,110,106,77,93,106,93,64,75,81,54,67,49,66,71,62,101,132,""
22,120,122,116,99,112,124,109,116,96,80,85,78,49,55,55,61,41,35,29,44,53,60,63,93,""
23,103,86,97,91,87,102,75,74,91,71,78,54,43,58,54,45,41,46,38,27,37,55,56,56,""
24,77,91,83,74,71,70,83,60,69,53,43,40,36,40,37,44,31,40,33,26,38,48,61,70,""
25,82,94,101,125,110,88,81,75,62,64,61,52,69,52,67,58,46,38,32,39,43,54,66,129,""
26,145,147,131,114,139,124,100,103,91,112,64,68,67,56,71,48,40,39,43,48,57,57,63,100,""
27,118,127,96,98,112,125,111,103,87,86,96,73,63,61,44,57,66,38,44,38,51,80,71,78,""
28,127,158,137,145,135,99,88,98,97,77,72,80,67,73,63,55,63,76,46,56,32,54,65,100,""
29,129,130,144,136,128,113,100,91,74,79,67,60,59,51,45,49,54,41,47,37,36,48,51,89,""
30,102,92,92,98,86,54,78,41,49,46,52,50,32,25,60,33,36,23,36,45,47,44,68,103,""
31,132,118,118,120,112,106,83,83,65,75,65,59,52,70,46,36,53,40,40,39,48,51,75,68,""
