jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,150,157,168,133,153,178,122,177,55,114,168,127,79,79,9,35,41,25,44,26,47,61,85,116,""
02,132,161,189,138,154,174,161,147,0,120,139,109,80,65,37,23,17,27,21,23,42,72,84,97,""
03,124,164,174,141,131,157,175,153,154,140,118,127,92,77,59,34,19,25,27,24,65,88,104,145,""
04,157,176,164,160,158,136,55,58,56,74,59,90,75,77,52,26,24,16,12,46,49,82,96,141,""
05,158,185,182,158,161,169,180,196,153,139,114,109,74,75,43,26,22,22,19,34,38,61,89,133,""
06,160,169,179,165,160,154,152,109,141,106,107,99,175,112,54,40,22,23,18,33,39,61,104,138,""
07,138,182,156,149,148,155,102,95,113,77,38,69,139,41,46,47,21,17,12,44,48,75,115,142,""
08,147,157,162,143,146,131,133,140,135,108,28,3,12,41,41,31,25,20,20,33,43,75,102,125,""
09,136,160,161,156,150,158,139,117,114,101,84,83,66,45,20,23,24,17,27,39,43,74,91,82,""
10,153,170,167,159,138,120,112,105,109,104,91,74,22,33,34,38,32,34,29,42,50,81,131,146,""
11,162,208,140,150,148,146,136,134,114,111,91,75,68,35,38,27,16,14,18,41,44,77,100,154,""
12,157,189,174,170,158,154,163,126,130,84,70,66,56,59,35,8,28,27,24,34,45,69,106,143,""
13,181,171,174,151,116,125,130,130,104,94,81,91,51,31,15,0,0,0,23,33,40,73,110,157,""
14,142,154,170,150,160,126,142,116,96,89,78,85,53,42,34,22,27,27,22,37,43,64,120,160,""
15,159,133,163,148,119,120,127,109,110,93,79,75,51,32,28,21,23,18,26,23,53,70,101,127,""
16,127,147,132,161,123,137,133,119,119,112,85,69,56,47,45,29,17,15,22,35,58,87,114,135,""
17,152,191,175,138,173,124,162,112,100,82,88,81,65,50,32,23,14,22,27,36,44,80,100,130,""
18,156,163,158,159,118,118,113,125,122,102,92,66,55,49,27,20,21,20,27,40,65,72,106,148,""
19,174,166,176,166,138,145,111,141,122,107,82,49,74,71,41,39,18,15,45,35,57,104,124,148,""
20,183,149,185,178,171,150,150,128,131,125,92,79,62,60,32,18,27,21,17,57,71,71,113,158,""
21,159,176,182,156,171,165,122,93,107,105,75,88,61,44,18,16,17,24,39,54,64,89,125,149,""
22,147,161,204,146,156,129,137,117,104,114,91,79,74,54,30,23,27,29,28,49,71,101,134,153,""
23,187,208,206,183,152,168,124,126,124,99,83,62,67,52,29,25,13,10,33,33,68,107,137,158,""
24,191,172,178,176,147,133,117,114,109,101,101,87,57,54,35,28,16,27,40,42,71,109,139,187,""
25,190,196,181,157,175,129,111,120,111,93,86,76,53,53,32,15,26,23,27,31,55,91,129,144,""
26,202,173,176,159,142,69,55,70,70,33,10,46,47,29,0,27,21,28,46,46,17,31,83,98,""
27,184,167,198,171,159,119,102,75,59,36,93,80,59,45,25,8,23,26,4,44,112,139,153,183,""
28,191,211,202,205,194,125,150,98,46,111,90,98,80,86,26,23,27,26,0,0,43,121,168,176,""
29,213,192,198,181,171,128,131,128,47,99,64,91,59,49,36,31,22,18,31,48,83,113,157,168,""
30,173,210,192,182,156,158,152,154,129,104,85,88,66,47,46,31,27,45,33,49,79,144,141,178,""
31,189,197,209,181,198,180,123,129,132,126,91,80,90,40,34,29,26,47,37,75,87,129,183,-1,""
