Apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,26,16,15,13,6,5,4,6,3,3,5,12,27,8,28,27,22,34,36,36,38,47,31,50,""
2,50,24,24,12,16,6,7,9,17,11,11,10,25,25,36,33,41,30,45,49,35,50,34,44,""
3,51,23,12,11,8,10,10,3,4,16,6,8,4,3,21,16,13,15,21,22,26,28,25,31,""
4,35,34,11,13,5,4,7,4,6,3,3,7,4,12,14,16,27,25,28,15,35,24,26,32,""
5,50,32,21,14,10,8,9,4,8,8,10,11,11,13,37,23,36,47,39,23,46,65,49,59,""
6,64,51,22,17,9,10,3,10,14,12,7,11,9,7,21,25,17,9,16,27,41,34,32,52,""
7,48,33,18,9,13,3,4,7,12,9,8,17,19,10,19,13,22,27,29,38,35,44,35,45,""
8,55,44,34,19,12,9,5,12,5,8,7,7,8,28,39,28,41,41,19,39,23,33,37,63,""
9,41,45,40,19,15,13,8,6,14,20,9,22,29,23,42,63,37,41,27,40,26,33,41,53,""
10,54,51,47,20,9,2,8,9,10,8,15,21,39,32,43,52,66,53,33,29,50,52,49,42,""
11,41,31,13,18,8,8,10,18,18,19,26,30,21,32,48,60,38,44,41,24,38,49,36,58,""
12,75,29,29,10,12,13,12,17,19,8,6,13,25,27,43,68,97,41,58,48,59,54,70,87,""
13,75,44,34,17,8,5,8,6,9,11,15,6,9,10,27,45,65,38,35,43,41,55,42,62,""
14,52,47,26,16,8,4,11,8,6,9,16,13,15,25,37,36,56,30,31,67,78,58,56,69,""
15,53,56,27,27,13,5,10,12,13,13,19,12,28,30,23,39,32,27,21,48,34,66,60,69,""
16,69,37,30,19,13,6,7,13,9,10,17,17,15,27,30,43,32,28,38,30,53,35,32,40,""
17,31,20,18,15,7,6,9,12,6,8,8,8,11,9,6,26,9,29,24,16,30,38,35,21,""
18,37,17,18,12,5,3,2,5,3,10,1,13,17,14,10,13,15,15,33,26,21,38,48,36,""
19,55,40,12,14,12,6,6,6,14,4,9,4,1,-1,3,3,9,8,6,17,21,20,36,64,""
20,62,45,17,19,6,6,3,3,5,8,7,14,9,19,28,23,27,31,32,52,49,59,64,59,""
21,46,39,22,17,14,6,9,7,15,6,6,16,26,25,33,37,40,52,44,49,62,50,26,40,""
22,37,19,11,14,4,6,4,6,15,13,15,30,24,19,38,42,42,27,36,54,29,36,60,79,""
23,43,45,19,9,11,7,6,5,7,10,7,13,12,11,22,32,43,18,35,45,40,42,50,76,""
24,52,34,28,15,8,13,10,7,10,13,3,3,6,7,11,14,14,22,25,22,38,29,42,36,""
25,54,21,26,11,8,3,5,4,3,4,3,6,5,1,9,11,18,24,18,20,44,34,45,44,""
26,29,22,18,8,2,2,2,6,1,2,9,5,5,6,16,12,14,16,18,36,28,37,50,46,""
27,43,32,27,15,3,1,1,4,7,11,7,5,6,4,17,28,18,22,32,38,37,35,43,57,""
28,35,42,21,9,7,3,4,1,7,10,3,6,8,13,10,20,34,29,40,35,48,46,46,49,""
29,52,40,32,12,4,6,1,3,8,11,1,11,10,11,16,17,22,29,39,39,39,43,35,50,""
30,45,35,25,14,11,2,-1,2,6,1,3,4,5,4,1,11,11,13,10,15,25,22,24,35,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
