aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,188,140,177,106,150,105,87,80,84,64,60,41,38,27,51,31,29,35,49,57,74,82,86,147
02,162,184,171,126,129,88,102,113,161,87,84,39,32,38,30,44,34,29,57,43,51,31,56,132
03,161,147,194,127,93,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,22,19,24,43,43,48,103,162
04,158,167,164,179,160,88,146,81,100,76,40,53,55,29,50,33,41,43,40,42,54,73,87,129
05,145,176,187,155,83,100,84,98,109,27,-1,42,30,40,44,43,25,60,62,59,48,29,90,157
06,150,166,191,133,148,119,120,169,83,-1,-1,-1,41,39,50,37,48,64,51,57,81,98,96,133
07,142,136,150,148,127,133,92,98,107,117,72,81,60,64,67,33,38,40,36,52,46,59,115,155
08,147,176,178,168,131,108,107,-1,-1,-1,-1,-1,92,31,21,20,39,27,62,52,21,29,81,98
09,127,183,187,182,133,150,164,104,99,111,90,48,38,30,38,35,26,41,34,45,52,101,98,142
10,157,202,165,208,116,131,103,101,105,84,71,58,41,119,66,32,47,61,50,60,73,119,96,128
11,167,203,198,243,171,119,127,149,127,107,97,107,101,66,60,48,62,67,56,76,100,121,177,226
12,266,329,330,341,275,241,205,179,223,227,208,187,99,76,78,93,80,63,59,93,120,120,187,237
13,213,377,351,334,354,236,195,237,159,121,118,-1,45,27,26,49,45,71,42,53,81,56,23,81
14,129,171,113,130,150,161,177,162,116,92,58,69,39,31,28,36,43,32,31,29,35,32,71,94
15,121,134,140,120,90,77,98,62,67,82,68,35,32,33,23,18,23,20,23,42,56,38,50,75
16,67,94,62,67,71,53,57,43,67,41,40,55,29,-1,-1,30,53,28,20,36,46,32,44,69
17,69,64,82,60,70,63,36,34,32,34,28,28,26,22,27,26,26,41,31,40,37,67,56,65
18,92,76,90,70,78,48,51,43,48,75,32,30,30,22,25,19,16,26,33,32,45,50,70,74
19,89,115,103,112,125,87,55,81,67,51,45,41,29,34,24,38,38,50,40,52,54,45,90,115
20,100,122,191,185,182,110,114,88,72,53,65,54,37,49,11,22,41,33,44,40,34,44,81,114
21,117,113,134,104,101,82,110,77,77,41,30,51,39,42,62,71,57,56,61,79,96,29,88,73
22,96,131,93,85,86,75,66,61,52,48,58,53,28,22,24,36,31,37,41,42,60,46,48,101
23,75,96,82,89,123,95,92,63,61,59,56,45,32,27,23,29,24,30,34,39,71,62,50,100
24,113,101,82,88,88,46,80,112,85,56,55,42,-1,41,51,42,40,33,-1,45,75,35,23,94
25,101,140,119,148,112,86,85,-1,-1,-1,-1,33,26,62,30,36,29,44,45,37,27,66,47,121
26,144,180,187,185,177,103,108,98,80,97,37,20,42,31,-1,42,23,47,33,79,53,103,136,-1,-1
27,177,169,185,178,207,158,117,136,86,-1,-1,-1,-1,-1,-1,-1,28,35,-1,-1,25,48,82,100
28,97,119,135,114,142,95,130,116,28,70,42,53,22,32,25,35,42,71,59,33,51,77,70,110
29,217,137,141,144,125,99,106,75,86,82,57,72,121,72,31,44,19,52,49,49,55,55,63,84
30,77,108,100,106,79,118,87,50,-1,-1,-1,38,40,32,31,24,33,23,23,-1,65,88,70,110
31,85,100,93,120,131,75,91,90,94,86,61,45,44,41,27,26,25,31,45,44,43,78,74,-1,-1
