aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,190,214,182,125,141,139,153,131,139,152,73,29,93,48,63,75,86,46,32,33,62,93,102,122
02,133,135,109,105,133,150,106,111,79,59,-1,-1,-1,-1,-1,-1,-1,39,38,27,46,84,90,123
03,103,168,118,92,145,97,91,103,144,120,13,141,182,48,42,44,55,30,34,39,44,67,113,147
04,326,131,104,152,143,122,103,96,91,125,189,148,59,85,66,52,47,51,33,68,55,96,88,109
05,146,113,92,101,131,131,107,117,6,100,174,67,329,50,52,31,62,52,31,36,63,60,98,134
06,113,116,104,115,118,150,104,142,108,104,125,119,74,74,90,56,45,45,44,26,42,65,96,105
07,103,106,101,83,115,139,126,110,105,92,86,65,49,54,72,55,30,41,34,40,36,64,80,86
08,142,157,124,121,113,131,94,125,107,147,61,190,317,93,194,21,51,33,42,30,56,72,101,97
09,113,101,125,133,160,101,96,143,141,98,83,28,63,64,67,43,67,41,30,36,49,64,107,136
10,159,167,139,114,126,119,143,146,122,135,173,135,295,159,108,65,247,49,58,313,471,124,108,164
11,152,162,120,137,185,150,134,167,177,158,105,95,85,60,69,47,50,36,54,51,48,102,212,153
12,236,256,241,276,275,198,198,239,212,213,234,186,128,82,107,58,122,40,40,61,98,129,178,221
13,190,263,238,236,179,186,219,190,156,138,149,122,94,62,53,65,70,43,44,30,37,79,97,116
14,86,126,108,96,138,110,128,153,123,139,58,90,50,121,52,53,57,37,29,35,81,82,88,98
15,99,98,112,102,147,92,68,107,129,88,68,181,84,45,102,68,43,35,29,42,37,53,32,50
16,26,40,28,54,84,54,37,34,34,39,60,121,26,13,45,13,5,0,0,0,0,1,1,0
17,0,0,0,1,0,22,58,80,88,67,46,35,38,57,41,43,43,38,22,22,41,32,64,61
18,49,66,53,61,75,68,56,72,59,62,45,30,14,-1,-1,-1,-1,-1,-1,-1,-1,0,95,87
19,95,82,69,85,97,74,74,107,106,51,57,57,53,34,50,49,70,34,36,42,47,48,63,62
20,104,99,89,61,116,84,90,74,77,51,89,78,37,52,49,47,76,42,24,25,55,71,88,96
21,92,70,80,56,81,88,65,96,82,74,81,44,63,49,48,47,49,31,35,45,25,50,70,84
22,57,63,67,52,65,61,60,89,63,64,60,49,39,58,63,44,51,38,45,45,44,59,101,75
23,67,69,79,82,145,75,58,129,110,85,84,51,61,76,45,37,50,37,43,45,38,75,77,84
24,99,49,62,73,94,83,80,95,70,62,48,42,43,77,50,52,39,50,38,33,36,56,48,65
25,66,57,44,59,71,96,56,107,74,106,69,39,162,49,53,45,48,42,45,38,50,148,165,127
26,82,73,83,92,83,75,62,94,82,183,48,360,118,62,58,67,52,32,68,48,47,67,266,63
27,82,61,83,65,83,84,93,101,62,88,60,58,58,46,58,40,41,35,32,107,48,55,65,65
28,84,83,73,80,81,62,83,172,72,51,67,181,32,45,67,47,40,34,41,131,39,56,72,86
29,55,42,55,71,72,72,78,85,84,96,67,41,47,66,45,48,73,36,35,35,48,61,79,90
30,72,72,67,80,75,53,108,79,83,86,96,138,33,79,53,42,37,53,212,230,87,55,59,73
31,63,75,42,73,74,74,63,117,147,86,65,51,51,54,65,35,39,25,25,41,50,62,59,-1,-1
