aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,7,13,15,27,91,85,93,58,12,13,9,14,4,3,6,4,3,0,5,3,4,28,88,79
02,72,75,169,186,214,190,213,104,7,6,5,6,8,8,0,2,3,1,2,3,30,23,39,22
03,105,72,110,111,174,189,159,121,81,56,31,5,13,2,0,0,0,0,1,2,0,2,3,4
04,20,16,26,97,128,90,200,210,65,9,20,8,10,3,5,0,1,4,1,7,10,55,119,99
05,34,45,36,29,90,79,56,50,79,3,6,5,22,4,3,16,14,10,4,6,8,10,11,33
06,33,47,56,41,54,77,98,19,8,19,11,6,3,4,1,3,3,0,0,3,1,5,6,3
07,33,48,26,41,13,33,56,11,23,19,2,0,7,2,7,1,2,1,0,4,7,17,42,29
08,31,46,74,87,107,63,52,25,21,15,18,54,20,58,7,15,8,4,5,5,8,20,15,18
09,12,34,15,14,8,11,39,21,25,21,107,26,17,12,12,16,21,38,21,34,24,40,42,61
10,75,49,57,59,161,173,200,93,29,84,14,24,41,16,21,48,15,4,7,6,8,11,14,19
11,11,26,26,47,129,139,146,41,26,5,12,15,7,6,6,2,6,7,4,4,11,32,29,69
12,48,37,107,101,106,156,178,120,37,17,14,16,20,14,9,15,21,14,9,10,23,30,58,23
13,26,22,22,75,41,47,43,38,29,30,42,12,13,4,0,-1,-1,-1,4,3,24,24,23,5
14,27,45,35,30,55,42,66,52,31,26,13,20,9,8,15,5,11,4,6,5,2,1,2,5
15,30,127,156,161,94,46,41,28,26,22,13,13,15,7,4,17,6,1,7,2,3,12,7,28
16,26,48,22,36,67,61,54,27,41,8,9,8,5,2,4,12,1,4,1,1,5,7,6,9
17,3,6,6,33,60,70,118,13,7,10,15,12,5,0,3,6,7,3,0,8,5,2,2,6
18,10,11,40,90,143,163,123,175,30,5,3,6,6,4,4,4,11,4,1,4,43,24,5,6
19,23,42,49,30,41,44,32,10,2,7,3,3,2,3,3,3,8,3,0,2,0,12,39,90
20,80,16,16,15,12,51,76,35,12,10,1,7,5,1,4,3,12,11,10,15,3,0,6,34
21,50,72,28,82,170,169,199,171,7,2,4,2,2,3,2,0,1,1,5,3,7,15,28,116
22,85,82,158,147,160,138,141,81,53,49,26,7,6,6,6,10,7,7,6,3,18,21,34,38
23,19,18,8,41,44,65,68,60,31,8,3,4,6,2,1,0,4,6,1,5,4,13,6,39
24,72,143,212,205,139,153,98,65,30,7,6,9,12,14,1,4,1,3,16,16,30,59,46,16
25,4,10,28,48,78,118,125,113,109,89,65,32,1,5,0,9,33,23,9,6,20,35,57,46
26,160,175,159,111,119,216,184,149,54,11,7,9,5,9,3,4,12,15,22,15,129,108,76,63
27,12,21,138,100,26,168,145,25,54,44,39,25,14,12,9,8,6,2,7,16,16,81,48,49
28,157,138,157,218,130,74,133,158,50,36,43,17,24,13,14,18,22,7,21,30,34,59,116,69
29,86,55,42,89,109,220,146,171,190,31,28,24,12,11,11,10,9,12,12,36,43,89,125,137
30,93,66,161,80,55,120,149,98,82,37,28,38,13,16,2,16,17,32,82,78,108,137,117,99
31,110,180,118,80,167,169,172,192,117,24,39,31,11,9,20,21,25,36,61,81,78,61,52,77
