mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,015,005,016,010,009,028,039,030,015,016,018,013,019,013,030,035,037,028,028,031,012,009,024,040
02,054,043,044,048,025,005,007,041,037,039,031,017,020,014,007,005,005,026,026,036,036,021,009,006
03,012,016,008,011,005,021,039,030,019,018,015,009,005,007,008,019,010,014,022,014,021,022,023,024
04,021,027,023,014,029,035,052,037,038,039,029,062,041,025,025,015,026,016,025,029,027,034,037,038
05,049,042,032,036,039,038,037,038,039,033,046,039,038,039,015,018,021,016,025,017,022,030,052,042
06,046,049,035,042,040,026,034,046,031,047,036,033,039,031,037,028,022,011,024,017,012,026,023,024
07,030,031,038,028,021,030,022,027,029,028,026,037,044,032,031,026,027,024,023,031,026,033,033,035
08,031,041,023,045,039,035,041,021,031,024,027,028,029,022,022,017,022,015,013,017,018,026,021,022
09,033,034,037,028,031,030,022,025,028,028,020,025,019,025,020,017,015,017,015,027,033,031,039,041
10,052,043,039,034,033,035,039,031,057,051,052,028,036,028,013,017,022,025,019,019,023,026,037,048
11,045,048,046,048,031,038,036,037,042,048,037,049,034,026,032,023,022,030,014,033,030,043,033,046
12,038,051,040,038,035,047,035,038,039,060,055,037,046,037,029,027,026,026,025,027,030,032,040,040
13,032,049,045,044,048,059,054,051,051,051,042,054,039,031,032,031,045,033,039,035,026,040,041,049
14,046,055,052,041,034,053,044,042,033,040,043,044,031,033,027,026,018,022,019,025,026,037,044,037
15,027,045,017,027,021,027,037,043,043,029,021,017,020,027,012,027,014,026,017,020,025,042,027,033
16,040,037,039,036,038,031,030,056,043,048,045,051,039,038,024,028,017,025,029,034,030,033,034,025
17,042,045,046,043,042,035,039,053,048,054,047,047,040,031,048,044,017,023,020,021,029,036,043,045
18,039,035,032,046,038,051,040,049,046,040,049,045,040,032,018,017,021,027,027,017,034,038,037,053
19,037,053,040,040,040,051,058,047,062,048,057,042,043,037,023,016,016,019,025,027,032,034,040,042
20,049,038,042,046,041,035,036,050,050,059,047,045,033,038,022,019,023,019,025,030,032,025,039,035
21,026,036,048,045,031,053,016,041,029,051,042,041,030,036,022,027,022,032,025,019,037,036,032,042
22,043,036,041,039,046,043,033,042,051,030,025,027,032,024,020,020,022,029,016,028,026,030,032,037
23,037,038,048,036,048,044,048,065,039,045,042,033,037,037,021,028,012,021,016,028,024,022,047,063
24,058,064,047,056,072,053,063,065,067,078,068,050,062,075,052,032,024,020,019,027,024,036,027,030
25,045,041,043,052,042,039,043,041,044,032,029,049,036,035,040,032,065,034,043,042,054,061,052,061
26,068,092,110,120,084,137,124,097,123,108,106,091,089,067,075,104,108,082,053,062,060,053,065,062
27,098,142,092,083,079,055,103,133,167,163,274,131,068,049,099,056,077,080,075,066,065,087,072,101
28,086,111,066,075,105,083,055,074,049,051,058,054,050,042,028,028,023,025,027,039,059,049,059,083
29,076,051,064,060,058,071,074,071,064,055,088,056,066,065,073,050,051,048,059,067,054,054,054,060
30,065,061,055,064,079,059,066,067,077,080,037,033,019,031,035,030,023,022,019,021,023,036,041,040
31,037,023,036,033,032,033,030,059,036,039,022,033,029,023,032,037,024,020,024,029,037,035,030,016
