mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,32,44,36,30,24,31,23,26,41,25,5,3,9,8,34,27,37,36,23,28,32,43,31,34,""
02,37,26,31,20,30,41,42,36,40,41,33,14,7,10,11,22,28,22,21,12,14,35,40,73,""
03,67,66,76,56,30,45,32,35,35,37,27,2,0,0,10,20,15,22,15,23,20,44,32,30,""
04,41,43,35,34,32,19,31,30,30,33,11,6,2,0,1,5,0,9,18,14,47,36,37,64,""
05,49,33,22,30,22,47,44,34,39,35,40,32,43,21,33,13,14,17,14,20,29,31,41,39,""
06,40,53,73,40,37,126,77,29,32,47,36,42,118,54,30,19,31,18,23,27,31,37,38,57,""
07,71,43,39,55,41,40,64,40,28,24,9,5,0,1,17,34,23,30,38,51,63,69,76,80,""
08,82,66,65,49,36,25,40,20,19,35,14,16,5,1,14,37,31,27,33,29,38,29,46,26,""
09,43,64,69,65,53,56,48,37,21,6,1,0,0,12,9,-1,-1,-1,-1,8,11,10,14,15,""
10,18,18,-1,-1,-1,-1,-1,27,34,15,1,0,3,0,7,3,1,1,1,0,15,29,14,23,""
11,28,25,30,24,32,27,34,26,15,3,0,0,1,0,1,4,4,5,1,4,10,10,8,19,""
12,35,42,39,32,29,31,45,38,35,35,37,36,31,35,17,27,22,40,32,37,36,47,28,55,""
13,38,38,24,37,25,35,32,35,22,20,21,27,24,34,14,11,21,3,2,6,21,46,34,35,""
14,34,24,30,23,23,21,22,39,30,14,2,2,3,3,2,5,1,4,2,5,2,21,12,19,""
15,38,43,42,33,33,28,34,23,20,3,2,2,9,22,8,23,26,21,20,13,25,31,29,26,""
16,31,39,18,26,27,30,28,27,42,28,13,0,4,22,18,17,20,16,25,15,17,31,26,30,""
17,27,32,24,25,27,17,27,26,34,25,6,6,8,5,5,2,4,7,17,17,19,25,34,33,""
18,37,29,39,30,19,26,24,16,32,6,2,0,0,2,1,0,2,2,0,2,3,3,2,12,""
19,22,13,32,20,22,31,29,49,39,43,33,32,28,25,23,18,12,13,11,20,14,23,26,27,""
20,30,17,21,22,23,23,33,28,26,23,22,39,24,17,12,13,10,15,10,12,16,21,33,24,""
21,28,20,21,21,27,26,6,32,25,29,24,1,0,1,0,2,1,6,14,11,22,30,31,34,""
22,40,32,35,19,25,29,26,42,27,2,3,2,1,1,3,0,2,9,20,13,27,31,30,29,""
23,25,23,29,15,21,16,19,32,32,8,0,0,0,0,1,2,5,2,3,11,21,21,19,32,""
24,32,30,28,21,26,29,46,37,19,0,1,0,2,0,1,0,0,6,16,20,22,27,35,34,""
25,28,34,29,25,26,20,19,26,30,25,27,33,18,24,16,6,10,12,16,14,18,11,7,18,""
26,28,14,13,16,8,13,8,18,17,19,20,18,20,14,13,8,13,17,18,11,18,9,16,1,""
27,11,14,16,11,8,12,26,15,13,13,15,28,16,22,12,14,20,13,14,8,8,12,9,10,""
28,14,15,16,5,14,11,15,12,10,20,21,16,9,17,8,10,13,14,10,15,16,16,16,36,""
29,31,30,30,21,18,22,17,25,5,0,3,2,2,1,0,2,0,1,0,0,4,2,5,12,""
30,17,10,21,20,19,31,24,5,1,1,1,0,0,1,0,1,1,3,4,0,2,2,3,15,""
31,17,8,12,26,21,18,29,4,3,1,5,2,1,2,1,1,0,2,1,0,1,-1,-1,-1,""
