mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,2,6,5,8,8,11,21,25,24,15,11,16,22,20,26,20,20,16,12,9,9,10,8,5,""
02,8,4,6,7,12,11,15,12,20,19,20,14,19,14,23,28,21,15,17,14,10,10,9,4,""
03,8,6,4,8,10,8,17,13,21,12,20,20,17,25,16,23,15,20,14,14,6,15,5,6,""
04,8,3,11,8,15,13,10,13,13,20,22,14,23,17,13,20,18,11,9,9,9,14,10,4,""
05,6,6,6,4,3,13,9,23,9,12,18,16,24,24,16,16,17,13,11,17,12,14,4,8,""
06,3,8,4,11,7,6,16,15,23,25,24,24,17,20,21,25,16,20,25,19,9,10,5,3,""
07,6,1,1,7,5,9,14,11,11,13,7,9,20,27,22,22,15,13,16,12,15,11,7,1,""
08,4,7,3,7,4,6,11,18,18,21,21,21,16,18,11,14,19,19,16,18,7,20,12,3,""
09,3,8,5,3,5,15,26,15,17,18,18,18,17,20,10,25,17,22,17,18,17,11,4,11,""
10,9,2,8,5,8,9,13,16,17,18,13,16,17,24,21,20,21,17,20,10,13,8,8,3,""
11,3,5,1,5,7,10,11,18,16,19,18,17,6,15,17,14,23,20,11,13,15,9,10,6,""
12,3,5,4,6,9,10,16,14,10,20,17,19,18,17,11,18,15,12,15,11,14,11,8,8,""
13,2,5,7,9,11,12,11,14,21,14,17,17,20,14,27,17,16,13,10,15,13,9,12,9,""
14,3,9,9,5,6,8,8,8,14,15,30,18,21,17,21,17,21,24,14,8,10,18,9,5,""
15,5,11,2,4,14,13,12,10,20,17,16,16,21,20,27,18,14,19,13,14,8,8,8,6,""
16,1,3,2,2,15,9,8,14,14,13,15,17,14,16,23,16,16,13,12,15,14,10,6,4,""
17,5,0,5,4,7,5,7,18,21,21,16,13,16,18,14,18,17,12,12,19,11,12,6,5,""
18,7,5,3,8,5,6,11,13,16,13,20,17,15,14,22,22,25,18,26,9,15,18,7,6,""
19,6,4,4,7,7,7,12,10,18,9,11,19,24,16,16,26,23,14,6,18,24,17,8,6,""
20,5,8,1,1,9,12,17,9,24,20,14,15,28,23,18,30,30,22,13,14,13,14,7,8,""
21,8,5,5,11,6,9,16,20,14,19,22,14,18,22,19,28,18,20,18,18,14,12,11,14,""
22,6,6,4,6,6,6,19,24,22,12,22,21,18,22,21,16,22,20,28,8,14,23,10,8,""
23,5,8,9,8,10,14,10,13,18,11,17,26,25,20,28,22,24,22,16,14,16,15,8,7,""
24,15,6,8,8,10,12,9,15,19,11,16,20,24,20,16,21,25,23,19,14,18,16,8,13,""
25,4,5,2,3,9,8,18,12,13,11,16,23,21,21,14,17,27,20,13,9,17,24,11,6,""
26,6,3,4,7,7,7,10,12,20,16,16,21,24,18,21,16,15,21,29,21,12,13,10,11,""
27,3,7,8,5,5,8,16,17,12,13,16,20,20,17,21,29,20,23,17,17,19,16,6,4,""
28,2,4,7,4,7,6,9,18,19,17,21,26,20,22,13,22,25,18,19,20,21,12,11,7,""
29,9,7,4,7,8,7,9,15,15,13,15,9,16,20,29,26,41,25,13,11,19,20,17,10,""
30,3,2,5,3,10,8,13,15,15,10,10,10,15,12,19,24,16,18,25,16,12,14,10,10,""
31,11,0,1,5,5,4,6,8,17,14,24,17,22,20,22,22,21,28,17,26,16,17,13,-1,""
[E]{hzjynI}le,"z'gl}"
