nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,0,0,0,0,0,0,0,0,0,0,0,0,181,223,202,79,0,0,131,131,131,135,205,246
02,291,273,301,296,297,306,279,150,0,261,273,205,141,143,124,107,114,107,80,122,134,189,232,240
03,225,248,221,272,275,247,251,240,259,248,230,228,179,159,118,127,107,92,121,146,149,164,206,227
04,290,265,273,258,283,248,258,245,267,234,232,186,183,142,135,125,98,100,113,109,160,182,211,224
05,252,227,266,264,307,247,272,286,238,236,180,162,141,158,131,97,96,97,104,115,141,165,190,216
06,224,238,242,279,282,251,240,208,239,236,218,202,183,147,119,107,96,103,114,122,124,215,242,237
07,269,306,261,290,298,269,264,250,241,271,204,189,177,149,131,107,0,0,104,164,129,195,204,225
08,233,267,231,249,262,229,243,245,247,243,220,209,154,156,133,103,75,94,88,121,140,172,209,237
09,205,255,244,278,300,224,238,270,227,221,234,196,173,147,145,118,118,111,125,149,159,189,252,256
10,265,290,276,290,283,287,261,253,237,265,315,245,176,139,135,144,105,107,127,127,138,170,186,201
11,213,264,291,294,277,238,238,244,244,200,226,224,203,149,108,111,99,93,91,123,129,185,193,215
12,243,234,261,268,277,265,239,252,240,251,261,226,188,147,113,95,100,95,110,97,144,170,183,216
13,256,267,291,258,290,270,239,241,263,229,219,198,189,57,108,114,111,88,95,123,143,4,2,2
14,4,3,2,0,1,146,236,252,219,257,257,235,194,45,169,96,5,10,112,143,150,230,280,266
15,312,268,262,307,314,276,277,286,274,277,243,205,82,183,165,126,96,114,75,151,166,217,264,278
16,246,265,327,337,347,279,329,274,272,294,241,225,197,174,146,118,101,111,106,122,166,164,229,240
17,280,293,284,328,326,311,291,293,279,310,280,262,231,182,153,167,126,85,107,130,149,189,254,330
18,285,282,296,322,345,306,285,263,287,291,290,280,243,196,158,157,130,97,115,139,148,194,224,243
19,305,310,299,323,308,284,284,311,266,299,272,198,216,189,159,125,96,109,127,107,152,198,199,205
20,224,281,243,279,312,262,282,262,275,283,269,222,214,177,156,135,96,101,102,112,179,213,254,234
21,275,291,264,279,299,269,252,273,273,275,192,235,213,218,146,105,105,100,120,119,153,211,218,241
22,275,278,268,312,312,270,275,322,285,262,248,218,195,183,145,107,114,110,110,155,162,221,217,244
23,283,276,248,283,309,254,281,265,288,282,321,228,207,190,144,156,117,104,113,126,141,196,53,56
24,256,301,287,345,342,322,262,279,251,304,308,267,265,225,181,145,144,99,30,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,243,259,247,212,159,140,135,92,43,96,105,131,206,215,272
26,272,296,289,275,287,314,259,281,275,249,242,212,183,197,146,117,108,91,97,136,143,143,197,199
27,233,4,221,127,6,125,115,13,233,288,218,232,209,185,142,122,103,82,93,151,168,225,238,233
28,265,317,288,352,324,308,290,284,322,297,264,235,217,184,146,119,122,108,105,126,164,205,262,249
29,255,280,282,350,337,298,249,283,299,301,249,230,190,181,146,130,104,102,115,105,128,188,229,226
30,211,260,278,312,334,294,284,284,304,260,226,238,220,154,144,105,94,98,102,115,19,0,0,0
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
