jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,14,19,18,29,31,60,43,34,20,16,40,42,17,17,13,13,6,29,16,8,33,41,36,18,""
02,14,19,18,29,31,60,43,34,20,16,40,42,12,10,17,11,16,13,8,9,22,18,40,36,""
03,20,18,19,13,13,18,13,11,15,16,40,75,73,74,48,16,36,37,28,23,36,41,42,50,""
04,35,40,59,69,66,55,40,46,46,27,47,24,24,32,33,19,13,16,10,18,16,15,18,13,""
05,18,19,32,19,46,29,36,23,29,22,23,29,27,33,25,17,20,8,6,9,17,12,18,17,""
06,22,14,20,27,30,27,37,33,19,30,32,33,4,15,10,15,5,7,10,12,19,10,16,18,""
07,22,25,21,18,26,45,56,37,31,29,40,12,27,40,21,34,22,16,8,12,15,18,17,14,""
08,17,19,27,26,43,30,15,2,8,26,3,36,47,37,34,17,16,9,6,16,20,21,28,25,""
09,28,19,27,26,43,30,15,2,3,18,15,26,39,50,22,5,13,6,1,3,1,3,9,5,""
10,8,19,27,26,12,30,15,2,2,37,45,58,27,35,42,30,28,21,8,21,18,24,20,25,""
11,23,22,29,31,54,49,72,43,51,26,21,31,40,19,34,37,35,13,25,18,18,26,26,15,""
12,16,16,29,19,42,57,60,32,58,45,29,-1,23,26,52,31,20,25,13,6,16,17,18,22,""
13,20,18,15,24,21,18,19,14,14,36,44,23,29,20,46,74,38,10,13,6,11,20,19,18,""
14,23,17,18,27,36,35,23,19,30,20,31,31,33,25,21,17,34,11,15,15,23,28,2,26,""
15,13,19,25,30,65,44,49,25,27,4,40,44,31,21,13,9,21,25,15,15,23,28,16,18,""
16,22,19,26,43,42,62,50,24,24,34,40,28,31,27,29,15,11,7,14,8,17,28,20,21,""
17,20,23,24,26,38,41,51,39,22,31,39,38,31,15,24,22,18,5,8,11,6,17,16,8,""
18,16,19,32,32,31,44,32,35,25,27,29,47,22,34,28,13,21,5,6,9,38,16,26,18,""
19,21,15,29,24,37,41,50,24,18,41,53,42,40,22,24,20,6,6,9,8,12,12,14,15,""
20,20,15,14,19,29,15,20,27,24,23,32,35,23,43,42,17,5,-1,2,6,17,20,39,37,""
21,28,31,27,35,63,18,20,27,24,23,32,35,23,43,42,17,5,11,-1,7,12,16,17,26,""
22,13,15,16,18,61,32,33,15,30,15,45,25,52,29,35,5,-1,9,13,36,25,29,36,32,""
23,43,27,27,18,61,32,33,15,30,15,45,-1,22,50,54,54,30,2,14,38,20,32,30,30,""
24,37,24,30,12,61,32,33,15,-1,22,38,32,61,58,71,43,50,38,25,22,28,34,37,24,""
25,35,33,30,50,26,32,35,63,47,14,19,23,33,42,56,29,17,38,25,22,28,34,37,0,""
26,-1,12,32,65,36,35,35,54,33,50,66,17,26,27,4,1,-1,17,12,23,36,46,39,35,""
27,40,24,32,34,43,27,16,19,28,20,38,41,15,-1,18,38,17,31,20,20,35,47,38,37,""
28,37,31,30,23,2,27,16,19,28,16,-1,1,-1,12,34,73,43,18,15,27,30,27,29,13,""
29,40,24,32,34,43,27,16,19,28,66,67,50,37,18,49,52,33,17,21,10,37,18,35,31,""
30,50,33,29,50,68,41,68,67,40,27,46,49,33,21,36,50,30,21,16,18,16,18,13,23,""
31,31,22,28,30,41,11,11,6,27,30,44,63,43,33,36,50,30,21,3,7,17,11,23,4,""
