Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,68,71,92,69,92,82,63,82,58,58,83,75,62,55,41,54,47,45,34,50,66,62,81,56,""
2,83,70,80,91,97,90,105,109,89,85,102,95,91,77,53,68,53,41,51,59,56,71,81,72,""
3,78,104,104,109,136,110,133,166,110,77,90,123,124,125,125,137,129,109,99,96,104,87,106,122,""
4,118,128,150,147,144,129,127,107,99,91,72,72,73,52,47,34,31,44,47,49,62,41,52,48,""
5,74,74,77,82,74,61,78,74,87,83,65,61,61,56,40,46,45,39,36,45,57,58,53,60,""
6,72,63,70,85,93,74,76,82,86,76,65,74,50,74,53,38,30,31,40,39,60,45,68,61,""
7,59,65,70,66,86,75,70,69,72,91,67,67,56,49,63,40,49,34,37,38,59,53,52,54,""
8,61,67,74,83,85,81,85,63,65,76,87,68,76,60,51,31,40,36,40,50,68,62,74,66,""
9,67,77,107,101,89,104,116,118,98,106,104,101,83,68,72,71,56,49,41,44,59,56,63,59,""
10,81,76,94,90,112,102,102,90,108,77,94,103,98,89,90,71,66,53,36,43,58,63,72,63,""
11,70,66,94,104,102,82,72,96,77,79,67,123,97,101,60,63,51,49,52,39,47,50,50,65,""
12,90,64,94,105,90,73,71,93,82,91,94,91,77,67,71,62,37,33,32,44,61,70,69,56,""
13,67,88,82,95,109,104,96,87,91,93,83,86,82,86,71,55,55,44,30,36,69,52,62,53,""
14,84,79,63,94,99,83,99,88,83,93,96,89,86,91,77,62,50,43,31,46,43,41,62,57,""
15,64,73,86,81,78,99,84,90,96,111,83,109,86,76,71,53,44,39,32,29,36,55,57,50,""
16,66,68,71,104,95,138,117,84,74,119,119,93,80,70,67,73,46,28,38,29,42,44,34,45,""
17,67,78,86,78,75,82,72,64,63,90,72,81,75,57,54,50,35,39,33,32,45,41,57,51,""
18,58,73,74,86,88,87,83,101,88,64,90,88,75,65,52,46,42,34,-1,-1,-1,49,70,51,""
19,63,67,85,101,82,85,94,56,69,80,72,56,60,72,62,52,38,25,32,43,51,53,64,47,""
20,63,67,56,88,105,86,74,74,68,91,93,81,81,63,62,76,32,63,34,29,32,43,50,56,""
21,52,65,81,81,81,69,75,84,88,76,73,89,66,67,56,53,43,41,40,27,39,38,56,43,""
22,50,57,75,81,99,84,74,73,77,88,83,87,74,70,64,41,33,38,28,41,46,43,27,45,""
23,46,59,79,69,85,72,87,82,72,88,100,66,68,56,39,38,34,37,31,39,39,43,55,52,""
24,64,57,71,95,93,99,87,67,85,74,69,68,61,59,56,34,45,43,34,47,35,44,50,51,""
25,58,44,60,65,118,57,63,59,83,74,69,68,49,51,48,46,42,36,30,44,48,51,45,57,""
26,55,55,62,98,92,82,63,75,83,75,85,79,71,63,80,51,45,32,38,44,45,49,58,34,""
27,49,65,64,77,71,82,97,74,103,88,87,105,68,70,48,45,33,33,34,34,47,49,54,60,""
28,78,66,71,92,92,81,79,81,95,81,80,64,72,60,53,37,29,31,29,32,49,52,58,43,""
29,52,70,69,98,69,70,74,63,73,70,65,71,66,51,52,28,35,32,28,28,39,43,44,48,""
30,44,81,76,89,67,79,84,75,82,85,94,66,58,38,54,36,32,31,32,28,39,38,45,47,""
31,64,46,56,60,69,74,57,68,68,70,61,57,63,54,43,38,31,30,25,30,28,49,57,49,""
