jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,121,138,170,177,183,179,190,222,226,192,193,192,197,167,151,115,126,75,72,80,95,111,115,115,""
02,148,138,137,187,221,222,279,297,268,197,224,228,221,194,177,132,124,95,75,94,94,101,140,115,""
03,121,162,191,200,202,262,322,403,259,211,263,320,320,300,283,211,198,186,125,121,116,138,154,154,""
04,171,234,215,234,265,266,289,304,232,145,149,159,159,138,127,102,81,60,47,73,65,78,98,101,""
05,103,129,127,153,155,189,227,236,199,188,171,173,140,122,130,104,66,52,52,45,66,81,96,85,""
06,111,94,129,143,160,161,201,203,168,184,173,169,142,151,101,70,63,57,43,56,70,90,115,144,""
07,120,131,136,158,208,190,216,216,182,194,186,151,160,144,150,96,73,65,47,72,65,86,93,109,""
08,114,118,116,144,198,190,202,218,217,155,177,188,199,157,139,113,65,64,118,98,145,131,157,173,""
09,182,205,258,317,317,342,343,351,364,320,299,321,314,279,271,217,163,117,105,116,217,169,175,145,""
10,170,192,259,279,315,361,340,347,340,329,296,320,348,301,216,195,148,129,95,93,134,149,183,183,""
11,193,216,241,260,277,275,285,305,274,266,149,324,230,235,235,194,129,111,106,100,104,131,119,142,""
12,162,191,214,275,288,278,286,272,267,294,261,306,258,267,207,161,132,112,93,114,98,126,150,141,""
13,134,197,201,257,301,306,278,267,246,260,273,315,273,252,208,151,123,104,87,93,110,125,130,131,""
14,143,182,204,261,252,308,290,292,290,270,318,307,278,258,212,146,123,85,81,81,110,132,126,134,""
15,117,170,252,244,302,274,304,261,298,249,292,270,279,226,219,173,73,74,81,92,98,96,116,127,""
16,131,167,197,251,318,269,289,285,278,297,313,293,306,247,214,182,119,70,38,42,73,94,105,114,""
17,133,168,173,229,270,287,287,228,233,226,247,288,300,244,149,155,134,101,72,82,95,103,116,90,""
18,122,171,170,243,259,272,261,261,280,250,254,297,278,274,198,157,117,104,89,83,98,97,100,129,""
19,158,156,170,199,236,233,227,200,220,238,235,252,234,241,194,141,135,88,68,94,110,123,119,121,""
20,145,172,179,227,254,270,252,236,244,246,236,282,257,206,197,152,89,115,75,72,100,106,119,156,""
21,147,159,189,233,230,297,261,285,262,267,264,317,261,214,172,139,124,92,88,79,98,102,112,135,""
22,134,167,215,222,253,218,215,229,255,225,229,245,230,219,178,118,91,91,79,73,78,116,99,116,""
23,149,149,176,206,249,264,221,261,285,268,274,227,217,165,169,148,104,96,85,73,106,135,121,112,""
24,130,137,198,241,276,268,282,268,267,226,234,236,203,174,131,133,72,79,63,84,88,134,117,134,""
25,104,145,158,233,272,258,263,258,250,288,247,212,208,173,138,136,102,88,74,77,108,104,95,134,""
26,125,150,171,244,268,279,261,257,274,241,276,254,222,205,203,153,124,77,69,89,97,114,126,136,""
27,148,147,159,247,261,277,268,243,270,286,259,238,216,211,166,156,123,97,64,87,103,108,161,144,""
28,178,218,236,255,280,281,253,239,285,246,249,259,231,199,191,107,101,85,73,91,113,104,159,155,""
29,141,166,211,253,229,240,239,209,245,231,214,145,206,174,158,123,95,91,74,83,95,130,141,152,""
30,187,219,245,279,332,312,270,247,246,252,223,188,165,164,154,105,112,71,81,85,84,130,123,134,""
31,170,195,203,250,290,274,263,286,277,243,241,207,182,161,112,116,96,66,75,81,109,131,152,28,""
[E]mhlI{hm`fmlz`ngzl{`jlz'jf',"b"
