jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,49,52,63,142,70,88,92,63,98,65,116,78,68,94,90,45,32,80,43,44,39,65,48,31,""
02,76,53,73,105,92,122,123,103,78,110,142,136,36,104,52,40,31,37,45,49,68,65,98,38,""
03,50,91,76,101,121,117,157,177,119,92,125,115,110,115,130,98,63,60,108,117,45,80,102,81,""
04,114,80,165,169,180,174,141,97,97,120,126,113,111,76,106,72,40,26,35,114,91,5,47,60,""
05,76,50,84,76,80,82,96,53,84,119,105,126,85,110,62,33,56,23,23,18,39,27,27,23,""
06,48,58,106,59,68,91,67,76,97,79,71,101,79,98,52,11,25,21,62,88,156,14,152,48,""
07,64,70,52,127,93,101,80,53,135,97,85,109,76,75,62,25,36,98,21,22,32,36,34,35,""
08,84,66,61,51,106,92,76,69,44,56,132,94,129,67,40,27,31,10,17,34,25,34,48,30,""
09,69,47,51,54,141,98,77,96,72,48,101,70,72,100,100,78,44,20,19,19,31,41,28,34,""
10,53,43,117,76,73,94,131,124,13,71,107,68,175,126,58,53,38,35,40,14,10,20,27,49,""
11,46,61,27,47,133,58,58,30,36,53,40,66,41,71,45,23,59,81,61,30,27,15,25,25,""
12,88,59,64,42,53,17,182,30,30,57,39,91,60,58,18,17,34,5,21,19,24,21,48,34,""
13,82,86,48,39,131,92,86,103,77,33,41,61,62,35,10,14,10,4,28,16,32,54,28,48,""
14,97,64,66,67,42,66,116,77,51,52,66,77,38,103,68,14,31,40,84,25,33,0,40,36,""
15,50,66,59,25,124,105,100,70,59,110,62,83,80,79,38,81,22,34,115,37,35,27,26,35,""
16,76,53,43,63,96,72,131,56,97,76,56,44,29,36,46,39,9,14,19,22,21,21,29,38,""
17,50,153,78,63,66,66,69,62,41,32,44,48,46,63,46,36,48,56,13,16,33,25,20,91,""
18,50,73,43,43,96,58,45,54,50,50,56,67,51,117,108,11,29,32,55,98,131,28,36,30,""
19,57,103,65,106,101,60,93,59,54,90,82,62,70,40,34,24,50,59,23,20,34,84,28,24,""
20,93,52,94,68,85,71,41,61,46,49,83,60,80,30,29,22,72,24,21,20,30,27,27,24,""
21,43,93,47,45,137,168,100,56,39,94,90,15,56,50,47,35,48,56,34,31,30,63,33,32,""
22,51,90,65,56,45,65,62,25,33,64,66,70,73,80,60,34,30,32,43,81,23,21,37,38,""
23,86,39,61,75,52,55,75,50,55,42,86,63,66,61,41,66,20,18,20,18,18,22,23,31,""
24,40,100,68,52,109,100,60,78,52,67,60,34,35,49,54,81,25,37,13,23,26,41,26,29,""
25,46,41,120,46,106,125,56,53,114,100,125,68,41,45,65,40,78,45,17,17,23,26,40,40,""
26,42,37,86,65,108,116,89,59,60,73,74,25,47,89,31,42,28,36,17,16,30,26,21,31,""
27,52,36,66,73,93,100,109,52,51,84,109,100,103,50,58,34,31,71,30,44,136,29,29,88,""
28,48,71,53,63,50,77,81,45,37,27,25,37,8,19,3,16,23,19,21,21,19,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
