Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,66,74,80,82,106,103,78,98,90,78,90,68,65,54,39,39,31,34,16,28,41,43,49,61,""
02,60,69,96,72,96,81,85,73,77,80,88,91,76,98,51,55,43,34,33,33,33,51,45,59,""
03,71,65,73,83,90,74,70,83,67,72,89,127,126,145,115,101,69,68,66,54,77,96,109,120,""
04,124,102,93,100,67,24,46,20,28,36,13,45,42,36,31,43,24,27,26,21,30,38,56,60,""
05,71,55,82,81,77,81,82,60,71,81,96,114,82,51,47,34,22,32,25,20,41,44,48,64,""
06,64,69,76,89,88,82,79,85,59,64,63,74,55,58,37,35,39,31,32,25,36,43,54,53,""
07,76,64,68,82,71,89,75,61,62,56,76,79,58,47,42,34,27,31,32,23,37,32,58,53,""
08,46,52,74,83,78,72,66,53,52,64,67,61,45,50,41,31,22,33,25,25,30,36,23,42,""
09,38,58,70,67,68,75,67,60,53,53,59,46,58,49,27,32,19,18,13,17,26,34,52,47,""
10,48,48,73,72,86,86,79,50,55,59,65,82,51,45,33,21,26,17,22,14,25,41,44,38,""
11,27,20,30,46,79,78,77,64,61,65,54,70,48,37,45,24,24,17,19,24,22,36,35,50,""
12,55,61,75,66,70,68,57,61,68,64,65,67,66,48,35,20,26,24,18,24,32,34,45,56,""
13,49,59,72,80,96,78,66,59,63,73,63,77,56,45,34,19,19,25,22,19,24,31,50,58,""
14,43,80,80,86,88,72,80,70,53,52,73,78,64,42,41,34,41,25,16,19,23,32,43,50,""
15,70,73,71,68,89,65,58,72,54,65,86,80,61,49,37,29,22,17,13,17,31,47,45,44,""
16,54,69,72,81,94,75,67,57,59,56,48,16,9,50,37,35,23,29,20,24,20,34,45,54,""
17,52,53,75,61,77,71,70,58,58,58,57,50,50,45,41,28,31,18,24,21,28,30,47,66,""
18,64,81,69,86,64,64,52,61,55,57,82,73,67,66,36,30,22,21,23,17,28,34,43,43,""
19,49,80,72,58,65,36,70,68,66,59,58,60,63,49,42,54,16,35,23,21,33,38,45,66,""
20,78,68,68,82,108,50,64,69,69,56,68,69,38,45,44,28,25,22,16,13,29,32,44,59,""
21,49,45,85,78,68,65,61,65,53,55,61,59,70,28,34,23,27,14,9,22,25,32,46,57,""
22,57,57,66,61,69,57,52,64,52,46,54,51,32,53,28,25,17,16,18,25,16,21,38,38,""
23,42,45,47,64,69,65,62,49,48,44,54,45,32,29,27,17,24,17,14,18,16,18,34,42,""
24,59,49,53,59,74,51,51,53,49,34,36,39,42,31,29,24,11,12,11,16,19,23,35,42,""
25,30,44,46,57,76,53,53,54,47,54,57,29,44,39,24,19,14,9,15,20,13,26,31,36,""
26,50,63,62,69,60,50,38,37,38,61,55,55,35,27,23,20,15,17,22,24,27,30,32,18,""
27,21,14,7,8,10,-1,4,11,6,17,19,16,36,5,17,10,7,10,10,7,12,30,37,46,""
28,45,44,16,5,6,3,60,47,40,64,47,46,34,40,24,22,19,23,15,13,35,39,24,45,""
29,54,62,66,62,64,56,39,52,47,42,52,43,46,36,25,16,14,17,11,20,32,31,30,49,""
30,48,48,60,67,76,53,50,53,50,54,52,46,38,51,25,22,19,11,17,19,19,22,35,24,""
31,45,45,66,68,66,57,54,40,46,49,52,44,35,24,26,18,25,58,53,4,13,22,30,29,""
