jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,5,1,1,0,1,3,2,7,1,1,2,2,1,1,1,0,1,0,0,0,0,1,1,0,""
02,0,0,1,2,2,3,4,2,1,1,4,0,2,0,2,0,1,1,0,0,0,1,0,0,""
03,1,4,3,1,1,1,1,2,3,2,1,1,1,2,1,1,2,0,0,0,2,3,1,0,""
04,1,2,1,0,0,4,2,1,3,4,0,0,1,0,1,3,0,2,0,1,3,3,0,2,""
05,0,0,2,3,3,1,3,1,1,2,2,0,3,1,0,1,0,0,0,1,1,0,0,3,""
06,1,2,0,2,1,2,6,4,0,3,2,1,3,1,2,1,0,1,0,0,3,0,0,1,""
07,4,1,1,2,3,2,5,3,3,2,3,3,2,1,1,1,0,1,1,0,4,7,3,0,""
08,1,1,0,1,0,2,3,9,3,1,0,4,0,4,1,2,2,3,0,3,1,4,0,5,""
09,1,4,3,4,5,4,4,4,3,3,1,4,0,2,0,2,1,3,2,2,1,2,2,1,""
10,0,0,3,2,3,1,0,6,5,7,3,1,1,3,2,1,1,1,1,2,0,4,2,3,""
11,2,1,3,2,4,3,2,3,3,5,3,2,1,1,1,1,2,0,4,2,1,1,0,3,""
12,3,4,2,3,1,2,3,7,5,1,1,1,3,0,4,0,2,1,0,2,0,1,3,2,""
13,3,5,1,1,5,5,8,4,6,1,2,1,1,0,1,2,2,0,1,4,1,1,3,2,""
14,0,3,0,0,2,2,7,2,0,0,0,1,2,0,1,2,0,0,2,0,1,2,0,2,""
15,2,1,2,4,5,5,6,10,2,1,4,1,1,4,2,1,1,3,0,1,1,3,3,3,""
16,2,2,0,1,0,4,5,1,5,4,3,2,1,1,0,1,1,2,0,0,2,0,0,2,""
17,1,0,1,1,2,2,1,1,5,2,2,3,2,0,1,0,1,1,1,3,3,3,2,0,""
18,1,1,5,7,3,5,1,2,0,1,1,4,1,0,2,3,3,2,1,0,2,3,1,0,""
19,2,1,4,0,1,1,4,2,1,3,0,1,1,1,1,3,0,1,1,0,1,2,1,1,""
20,1,1,1,5,2,7,3,5,2,5,3,0,1,0,1,3,1,0,1,2,2,0,3,3,""
21,5,2,2,1,1,0,4,4,2,4,0,3,0,4,5,3,0,1,0,1,2,2,2,3,""
22,4,5,2,5,7,3,5,4,5,6,4,1,1,3,1,1,1,3,1,0,3,2,1,2,""
23,0,5,2,2,4,6,2,4,4,1,3,1,3,3,0,4,3,2,4,0,2,5,1,1,""
24,6,5,6,4,5,7,6,6,4,3,3,0,0,2,0,1,1,2,2,2,2,0,2,1,""
25,3,1,3,1,3,4,2,4,2,1,4,0,0,2,3,5,1,2,4,2,2,2,2,4,""
26,2,6,4,4,0,5,8,5,4,2,0,3,1,0,1,3,1,2,0,4,1,2,1,2,""
27,8,2,6,4,4,2,3,3,1,2,6,1,2,4,0,2,0,3,1,2,2,4,6,4,""
28,1,5,7,8,2,1,4,4,4,0,3,0,1,2,1,1,2,2,1,1,1,3,2,3,""
29,0,2,6,6,1,2,1,0,1,3,1,1,2,0,0,1,1,1,3,2,1,3,3,2,""
30,3,8,6,4,3,1,7,4,2,5,2,4,3,0,1,1,2,1,5,0,1,3,2,8,""
31,6,4,5,2,5,2,4,2,5,4,4,3,2,0,1,0,3,1,3,3,2,3,3,-1,""
