jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,91,94,77,96,96,116,92,103,91,87,91,71,91,63,55,36,34,23,23,18,24,44,65,80,""
02,86,92,82,99,97,125,159,99,130,93,88,66,52,39,50,38,44,34,21,16,31,-1,-1,0,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,58,49,41,47,43,29,27,24,26,33,44,67,72,""
04,83,81,99,66,81,92,108,89,79,58,61,42,41,35,42,37,44,28,25,16,34,42,63,82,""
05,77,80,99,79,86,68,69,68,80,48,65,44,47,48,45,36,34,30,30,22,35,43,56,87,""
06,94,113,95,88,73,91,88,85,74,77,44,57,52,49,45,20,34,30,28,45,35,71,91,119,""
07,121,137,134,131,129,134,102,109,87,103,54,51,32,43,42,46,26,27,23,26,25,51,59,103,""
08,97,91,97,85,76,88,90,75,80,93,62,76,50,53,52,47,39,37,21,19,33,42,46,74,""
09,72,77,85,84,79,75,71,89,57,48,57,32,29,31,35,45,31,25,18,14,32,42,48,78,""
10,84,46,-1,-1,-1,-1,-1,-1,-1,-1,25,66,46,42,35,47,36,25,17,32,28,43,57,76,""
11,98,92,94,86,60,75,90,79,65,43,42,64,53,35,20,27,28,21,15,24,30,51,60,71,""
12,87,110,76,90,83,103,83,81,79,71,52,49,45,48,43,53,33,35,35,32,33,57,81,100,""
13,112,115,106,115,103,86,79,83,77,74,73,52,49,36,54,46,46,25,39,24,13,55,71,99,""
14,99,115,92,105,83,73,96,86,82,70,71,60,54,53,51,33,48,24,42,24,31,61,66,93,""
15,99,136,111,108,84,96,120,131,87,72,53,48,40,44,38,46,36,26,28,19,25,32,66,69,""
16,107,115,89,93,84,94,77,79,129,96,67,79,66,33,32,36,36,31,22,23,40,57,68,96,""
17,87,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,38,26,35,35,29,26,22,24,25,41,70,86,""
18,95,89,105,35,100,95,86,52,77,59,56,55,47,55,41,46,33,31,45,29,28,46,66,95,""
19,98,96,98,99,104,87,89,89,80,68,71,66,50,45,47,45,41,23,16,20,25,45,39,60,""
20,66,72,99,97,77,64,67,90,62,49,59,54,47,45,38,49,33,42,33,25,30,48,61,90,""
21,110,124,104,100,97,112,74,88,58,50,43,41,36,45,44,36,30,43,23,5,12,38,58,67,""
22,95,115,115,129,107,-1,-1,-1,-1,-1,72,57,78,54,48,38,39,36,27,30,33,38,54,86,""
23,126,136,151,139,40,147,122,95,91,71,92,109,87,82,75,70,69,63,51,66,54,77,98,116,""
24,163,167,215,208,166,175,155,141,138,97,115,78,84,64,42,66,69,49,61,51,33,44,50,95,""
25,158,173,163,167,168,150,116,93,80,91,81,60,60,54,49,47,36,38,28,30,26,37,67,110,""
26,129,192,191,202,201,162,154,131,96,70,44,52,47,53,26,28,29,23,20,21,27,24,51,84,""
27,134,139,159,168,199,110,106,81,64,55,50,39,49,49,40,50,42,34,60,48,57,64,66,134,""
28,169,220,234,194,181,194,149,114,94,106,100,68,81,51,32,40,40,27,36,27,25,52,78,130,""
29,177,224,231,227,155,77,166,136,93,84,91,88,78,68,52,45,45,32,31,38,37,55,77,102,""
30,130,181,184,194,147,149,134,113,78,85,79,82,83,65,57,55,60,44,33,37,42,62,82,131,""
31,178,202,192,182,152,154,115,131,94,83,90,78,67,55,43,39,40,29,21,22,33,-1,-1,0,""
