jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,152,195,164,210,242,264,275,205,188,186,177,194,188,165,163,169,138,110,109,115,131,132,126,156,""
02,164,167,178,218,211,243,261,218,204,220,161,196,155,171,148,151,145,120,81,128,118,93,98,130,""
03,148,182,187,222,255,286,254,234,229,194,200,196,214,187,168,167,150,136,102,119,114,141,142,165,""
04,171,182,183,185,221,270,240,244,215,207,188,186,174,166,135,117,154,122,129,132,124,123,137,168,""
05,142,175,180,211,230,259,258,242,212,176,198,177,184,176,163,143,120,111,135,122,117,141,139,139,""
06,172,191,168,200,234,247,232,174,134,178,167,182,165,171,151,163,119,122,124,127,121,147,115,178,""
07,190,200,213,229,281,267,338,273,273,226,231,199,217,177,176,156,158,143,131,142,162,176,127,209,""
08,190,191,213,241,274,300,293,283,215,206,171,195,155,149,137,137,138,120,126,149,139,124,92,142,""
09,180,167,203,193,228,249,255,212,186,213,191,160,168,180,134,163,130,150,127,133,116,137,105,181,""
10,177,190,219,235,265,224,240,246,211,184,180,169,181,165,131,125,113,114,119,126,155,146,84,55,""
11,118,129,111,126,137,162,148,135,123,111,107,112,94,83,82,84,88,64,95,115,125,131,134,161,""
12,165,180,181,211,218,261,219,231,213,217,177,152,167,150,125,129,114,120,82,118,123,137,158,143,""
13,134,166,180,184,206,212,228,211,184,170,156,147,160,120,147,122,125,122,64,113,131,133,129,159,""
14,184,196,200,203,200,219,232,190,203,152,143,142,131,120,125,116,132,120,97,127,118,135,140,181,""
15,295,199,194,211,239,231,234,244,225,174,180,170,157,138,155,148,148,106,75,103,128,133,149,166,""
16,164,182,174,172,226,227,233,207,180,157,150,148,139,136,100,94,92,116,67,117,154,109,138,137,""
17,178,193,207,198,255,236,267,202,173,156,144,153,158,109,143,135,141,134,58,80,92,89,115,164,""
18,176,175,196,221,216,304,296,313,217,168,145,135,146,143,129,144,106,116,110,47,104,112,102,145,""
19,156,170,192,218,218,266,223,211,195,175,164,137,127,109,132,123,125,117,97,114,130,138,126,157,""
20,163,160,153,197,210,236,219,204,193,154,142,127,115,114,129,105,114,110,101,68,135,118,140,150,""
21,163,186,191,230,223,225,244,211,168,162,124,146,148,128,113,117,112,134,105,73,120,132,150,195,""
22,196,295,195,197,247,274,213,212,155,164,125,115,134,119,104,112,101,105,121,85,122,113,149,164,""
23,196,286,343,251,293,303,261,218,197,158,140,131,116,115,117,122,126,128,109,111,149,136,133,140,""
24,198,188,221,210,208,238,223,197,163,124,115,110,109,97,100,102,113,114,106,72,113,111,100,123,""
25,174,169,192,223,211,225,207,191,156,151,113,112,111,124,115,105,103,107,100,83,109,110,133,114,""
26,156,159,199,197,221,219,183,156,152,130,94,104,90,82,95,105,114,88,87,108,96,125,120,138,""
27,156,159,199,197,221,219,183,156,152,130,94,104,90,82,95,105,114,88,87,108,96,125,120,138,""
28,156,159,199,197,221,219,183,156,152,130,94,104,90,82,95,105,114,88,87,108,96,125,120,142,""
29,156,159,199,197,221,219,183,156,152,130,94,104,90,82,95,105,114,102,128,137,130,137,132,141,""
30,168,168,211,186,212,199,200,186,176,138,127,128,131,141,127,125,106,112,118,91,95,115,141,158,""
31,191,177,227,220,240,217,233,226,179,188,145,158,152,110,140,113,120,126,129,89,158,126,127,31,""
