jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,7,4,2,2,6,6,3,2,2,6,8,1,-1,4,3,3,4,-1,4,2,-1,2,3,4,""
02,1,1,4,9,3,4,1,1,5,1,2,2,-1,3,8,2,7,13,1,4,1,4,3,3,""
03,-1,5,2,1,3,5,4,4,4,1,4,-1,-1,-1,-1,-1,1,4,4,2,3,3,2,6,""
04,1,3,-1,4,6,6,4,5,4,5,2,-1,2,5,3,9,3,2,3,2,1,7,3,1,""
05,5,2,-1,-1,-1,3,2,6,3,-1,3,-1,-1,3,6,3,6,5,2,5,1,5,1,3,""
06,1,3,1,5,2,3,2,-1,1,8,-1,-1,-1,-1,-1,-1,-1,-1,3,3,5,2,1,1,""
07,2,5,6,21,4,9,4,8,3,-1,-1,-1,-1,3,7,12,4,-1,3,2,2,2,2,1,""
08,8,3,4,-1,-1,-1,-1,-1,-1,4,4,4,5,10,6,1,4,3,5,-1,4,4,2,4,""
09,2,1,8,2,1,3,2,2,1,1,1,-1,3,1,6,5,3,3,2,2,2,-1,1,2,""
10,5,2,5,3,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,6,2,3,1,4,""
11,1,-1,2,2,5,5,5,-1,1,6,5,3,1,6,4,2,1,5,8,4,2,-1,2,6,""
12,3,1,4,26,12,3,15,6,12,2,1,2,9,3,7,5,7,1,5,4,6,5,3,4,""
13,6,3,3,8,3,7,3,4,12,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,3,2,3,3,4,1,3,""
17,1,-1,2,3,5,7,1,3,-1,-1,3,6,4,5,7,7,3,1,2,1,5,4,3,5,""
18,3,2,2,6,9,2,3,5,3,3,8,1,4,1,2,5,1,5,3,8,1,3,-1,3,""
19,3,5,-1,1,15,1,3,3,2,7,12,4,2,2,1,3,5,2,-1,-1,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,3,2,2,4,4,2,3,3,3,2,5,10,3,""
21,3,3,4,4,3,9,4,5,4,5,3,2,2,8,6,8,6,5,4,-1,4,5,5,4,""
22,9,5,5,5,17,6,3,3,9,3,3,5,3,5,2,3,4,1,3,9,5,4,4,5,""
23,5,6,9,5,4,10,2,7,7,5,5,3,1,5,1,1,4,4,3,4,2,3,2,2,""
24,9,4,1,7,7,3,5,1,3,1,3,2,4,-1,5,7,3,3,7,5,3,3,1,8,""
25,8,6,7,6,6,6,10,6,3,8,6,4,-1,4,2,10,1,2,1,1,3,3,4,4,""
26,4,8,3,6,8,2,4,6,5,2,5,1,2,2,2,2,2,6,2,3,3,2,3,3,""
27,8,2,4,7,7,1,4,2,2,4,5,1,1,2,4,2,7,5,5,2,2,4,4,5,""
28,13,6,7,16,13,6,9,6,5,2,5,1,-1,9,5,1,3,1,5,3,2,4,4,5,""
29,7,10,10,13,10,7,11,10,11,2,1,3,1,4,2,2,3,2,4,-1,2,5,4,5,""
30,4,2,1,18,4,-1,5,2,3,2,3,5,-1,2,1,2,2,2,1,2,5,5,9,5,""
31,2,20,8,7,4,6,2,1,6,13,4,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
