jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,8,6,21,14,29,19,9,13,15,7,18,23,17,18,25,8,15,7,20,1,1,2,2,7,""
02,8,17,21,15,25,27,26,41,19,25,14,18,34,12,16,6,8,3,3,0,5,3,4,9,""
03,13,20,27,27,19,18,24,15,26,17,19,15,7,7,14,5,7,6,1,3,4,5,11,10,""
04,14,16,20,17,27,15,27,11,24,18,16,25,13,16,11,9,11,8,2,3,4,8,6,6,""
05,19,16,19,22,27,20,19,20,12,30,22,25,11,14,11,15,10,7,2,2,3,5,8,13,""
06,13,16,22,20,28,35,25,22,9,16,12,24,10,17,10,13,8,5,5,1,3,3,9,12,""
07,15,21,19,33,27,14,10,14,16,14,16,12,14,8,16,10,5,6,3,4,6,3,6,8,""
08,5,14,16,21,22,14,18,7,12,9,16,17,7,4,2,9,11,4,0,3,2,4,4,8,""
09,16,17,20,26,27,20,22,27,23,15,20,18,11,13,7,3,2,3,1,6,2,3,12,11,""
10,12,22,15,23,24,25,15,23,15,25,21,18,22,16,4,15,8,6,1,3,3,5,11,18,""
11,7,15,25,21,20,28,25,18,21,12,23,19,22,10,11,6,19,6,6,6,2,8,5,18,""
12,10,16,23,25,18,33,23,21,16,14,14,20,12,12,7,12,1,10,8,4,5,14,6,16,""
13,17,12,18,21,18,16,13,23,21,17,19,13,18,17,8,24,25,5,2,0,0,0,0,0,""
14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,19,16,10,5,4,4,5,4,8,""
15,5,20,11,27,20,21,21,18,11,13,11,11,17,22,6,9,7,11,1,1,7,6,6,11,""
16,6,18,16,19,20,15,16,21,27,21,10,18,17,16,5,7,4,1,1,2,3,2,5,5,""
17,9,14,18,19,20,17,26,25,15,41,17,16,16,14,8,16,9,10,6,3,5,4,5,3,""
18,10,6,17,25,22,23,26,24,13,20,21,19,22,19,6,16,9,3,8,3,3,4,13,19,""
19,18,23,22,20,12,17,49,14,35,21,12,27,16,13,9,10,9,7,9,8,9,8,14,16,""
20,18,16,11,32,21,14,25,30,13,18,21,14,12,7,7,5,7,9,5,7,7,6,12,15,""
21,14,15,24,22,16,17,16,11,14,9,22,15,20,14,28,19,3,3,6,3,8,3,11,8,""
22,16,12,25,22,18,18,11,16,25,9,17,13,9,9,14,8,8,5,5,3,3,7,6,10,""
23,6,18,15,30,24,28,25,28,24,25,24,18,14,8,8,7,10,9,5,4,4,4,9,7,""
24,13,21,25,22,33,23,10,12,15,8,25,14,12,9,15,15,13,6,0,5,3,4,7,10,""
25,25,19,23,30,28,22,13,17,12,4,27,16,5,12,9,8,11,12,5,1,6,7,21,21,""
26,25,25,31,30,32,17,19,7,12,16,15,9,9,20,11,14,13,12,8,11,2,7,8,21,""
27,17,23,23,35,23,33,21,19,14,20,19,9,7,10,6,9,4,3,7,3,2,3,14,10,""
28,20,34,27,47,34,41,17,17,14,18,9,17,13,10,10,11,4,0,0,1,0,13,9,17,""
29,23,37,24,34,33,21,16,16,22,12,15,20,23,10,4,7,5,4,3,3,1,6,15,13,""
30,17,26,27,29,32,15,8,9,11,15,14,16,10,13,5,7,9,8,2,4,13,13,17,21,""
31,23,31,26,35,31,32,17,8,16,13,6,19,14,10,7,6,14,6,4,2,1,6,9,-1,""
