Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,45,54,98,134,122,100,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,41,42,21
2,36,76,83,88,108,155,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,32,11,34
3,31,47,75,122,105,93,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,43,3,20
4,30,34,130,139,141,129,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,57,27,3
5,6,13,13,43,75,66,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,69,47,47
6,40,72,99,139,131,139,201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,67,51,59
7,51,52,103,116,120,150,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,62,51,46
8,62,64,106,128,102,117,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,49,38,44
9,45,68,93,117,100,152,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,80,36,36
11,59,98,127,117,118,111,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,77,60,59
12,55,70,86,97,115,109,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,61,48,44
13,103,88,100,140,186,120,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,61,48,42
14,121,74,103,113,103,135,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,61,37,38
15,51,55,128,179,134,122,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,52,44,61
16,51,83,97,137,144,123,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,64,46,61
17,43,74,97,140,100,133,160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,75,48,96
18,91,81,100,128,166,162,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,66,43,62
19,64,87,152,178,191,175,143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,80,48,44
20,43,71,114,142,141,166,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,70,42,45
21,39,82,118,139,120,131,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,46,73,42
22,47,74,164,147,122,20,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,66,26,42
23,51,61,101,147,123,114,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,49,55,49
24,47,72,89,108,124,126,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,65,35,45
25,57,74,99,167,159,128,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,16,15,37
26,43,83,133,125,141,113,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,38,32,29
27,34,56,91,110,114,147,213,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,49,23
28,40,52,50,117,100,93,103,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,45,23
29,47,32,72,91,112,139,99,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,54,39
30,49,41,75,99,101,112,124,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,36,33
31,41,35,58,111,95,89,100,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,31,35
