Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,-1,-1
2,-1,-1,-1,-1,-1,136,196,156,208,147,120,128,145,97,170,135,166,107,208,75,63,43,38,40
3,119,64,65,68,129,149,139,183,155,84,54,59,53,59,66,66,77,101,67,31,14,36,26,25
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,9,33,65,71,55,59,44,64,76,99,107,133,56,29,62,37,12
6,7,10,48,52,44,59,90,40,70,47,55,51,29,48,33,58,34,22,49,15,20,39,20,14
7,13,9,13,48,22,48,49,32,28,26,45,26,27,34,27,26,39,28,40,18,20,13,15,6
8,7,4,11,59,25,73,44,36,23,23,45,35,22,30,23,32,37,50,33,24,26,43,27,5
9,1,11,6,44,18,48,44,22,32,19,41,41,19,71,112,81,28,30,55,24,30,25,30,60
10,53,64,78,89,86,132,129,116,98,137,121,147,129,105,116,82,152,112,116,95,59,39,37,28
11,2,5,21,46,22,54,44,40,30,47,107,73,100,100,103,76,91,135,132,96,80,63,49,28
12,12,6,27,26,53,67,55,64,51,33,52,36,35,40,94,61,69,78,82,47,34,31,18,23
13,10,8,29,69,64,49,64,52,63,64,89,83,73,81,120,80,67,41,68,52,60,63,53,34
14,62,47,76,87,105,142,186,197,181,160,157,127,125,53,103,53,100,71,123,53,52,37,50,22
15,30,37,65,92,86,80,142,98,86,102,126,89,77,144,201,160,124,69,71,51,29,60,38,29
16,14,24,8,74,60,96,150,122,148,80,108,76,64,83,46,40,108,101,152,78,94,71,33,40
17,34,42,50,71,54,61,95,99,131,70,94,75,51,90,45,62,66,36,56,101,35,52,20,22
18,12,3,30,61,57,67,87,38,62,55,98,58,47,81,74,59,68,26,44,55,43,52,17,17
19,22,5,15,66,46,77,77,60,65,67,80,68,49,71,76,78,89,64,46,66,54,43,36,39
20,16,23,46,108,51,72,100,73,81,56,91,72,28,61,37,50,42,35,29,21,20,36,51,48
21,40,61,36,125,87,135,101,90,160,197,150,112,180,91,65,47,36,21,34,17,21,35,9,4
22,13,6,16,43,18,23,44,78,23,19,30,30,17,63,44,39,40,25,33,52,17,52,27,34
23,3,5,14,34,43,23,53,32,21,40,39,32,13,38,12,38,10,21,12,25,13,45,15,12
24,6,8,14,32,30,37,54,38,49,53,50,80,40,53,26,68,60,44,36,39,35,46,19,23
25,16,7,15,67,28,46,67,61,55,60,94,32,40,60,28,46,26,25,52,30,33,42,19,31
26,12,25,20,47,46,37,64,45,41,11,81,44,23,57,49,37,27,14,39,20,19,25,12,16
27,7,2,-1,16,35,7,26,43,24,20,24,21,40,28,13,36,23,18,7,26,8,15,13,2
28,8,1,-1,-1,27,20,22,38,10,28,48,43,49,28,48,29,39,34,18,31,14,19,9,5
29,8,2,3,19,40,35,16,59,12,11,15,19,3,10,1,15,4,7,3,2,39,9,3,-1,-1
30,1,-1,1,-1,1,3,1,3,1,1,-1,-1,4,1,-1,4,4,1,-1,4,1,-1,-1,-1,-1
31,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
