oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,15,16,19,20,23,21,22,27,20,11,15,9,15,7,6,6,7,5,10,16,14,15,18,""
02,11,19,13,15,16,22,18,27,15,21,10,16,12,7,5,4,5,8,5,11,11,7,19,12,""
03,15,21,23,19,14,23,20,22,11,18,15,7,13,12,12,6,7,3,8,5,14,20,16,15,""
04,19,23,14,16,11,15,15,14,19,17,15,14,12,11,12,11,9,10,9,13,15,12,19,22,""
05,12,12,13,18,20,20,17,21,22,14,15,13,10,7,6,10,7,4,12,11,17,13,11,18,""
06,18,20,11,17,20,24,13,16,16,13,25,14,13,9,7,8,7,5,7,12,17,16,17,23,""
07,24,16,14,21,19,16,17,13,13,10,14,12,9,5,6,4,8,6,0,9,14,15,27,14,""
08,18,18,16,19,13,13,15,17,11,14,8,7,8,8,4,8,9,10,8,8,10,16,24,17,""
09,16,16,21,22,14,15,15,17,17,11,9,15,14,5,6,10,7,8,11,10,17,19,18,20,""
10,14,18,17,18,16,12,21,17,17,18,16,10,5,9,8,4,15,10,8,12,10,14,15,17,""
11,16,16,11,19,20,16,14,18,9,19,16,15,10,11,10,6,10,4,3,6,10,21,12,16,""
12,21,13,11,13,15,22,13,20,15,17,11,13,9,5,12,2,6,6,8,12,11,13,19,10,""
13,10,14,11,11,17,18,6,15,15,11,9,9,6,3,7,6,4,5,12,7,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,7,10,10,8,7,14,12,28,33,24,""
18,36,29,24,27,19,14,24,15,15,20,19,12,10,9,14,1,8,4,9,9,21,23,31,25,""
19,22,22,27,25,30,18,22,19,24,25,16,14,6,9,15,7,5,4,6,10,15,19,20,27,""
20,34,35,45,31,26,21,22,25,28,20,13,11,7,11,8,8,12,7,9,11,15,29,24,28,""
21,33,53,45,27,31,24,21,31,19,25,16,11,12,11,10,11,7,6,5,15,21,19,25,27,""
22,33,51,39,39,21,30,21,30,22,23,17,13,12,16,9,13,9,4,6,14,13,18,17,37,""
23,39,31,36,39,30,25,27,17,16,25,14,10,19,17,7,18,11,13,8,9,13,23,26,32,""
24,30,39,41,30,28,28,17,29,16,23,18,19,11,9,7,10,6,7,6,15,15,22,32,21,""
25,35,28,33,30,18,23,19,16,17,16,16,11,15,11,5,16,8,3,9,10,16,21,25,25,""
26,36,23,25,21,17,16,18,23,24,15,10,15,10,4,11,9,6,5,10,9,17,25,13,16,""
27,19,30,22,28,27,12,24,21,17,13,18,10,12,10,7,11,6,7,4,12,17,30,22,21,""
28,19,27,30,29,23,24,19,25,-1,-1,-1,-1,-1,-1,4,10,8,8,6,17,13,23,19,21,""
29,33,24,23,20,18,19,10,22,22,18,15,15,7,12,5,11,12,5,10,10,15,17,14,23,""
30,12,22,24,36,27,17,14,13,16,-1,15,11,9,7,10,10,6,7,9,11,19,17,21,16,""
31,16,15,19,26,14,23,11,21,15,16,8,13,10,9,6,4,5,9,9,14,15,-1,-1,-1,""
