jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,40,31,39,42,34,51,55,35,41,30,24,20,21,12,9,14,10,12,12,18,17,13,21,30
02,39,40,48,42,45,50,40,43,45,26,35,15,25,26,18,19,29,17,10,18,15,21,36,37
03,40,47,50,31,51,42,36,63,24,35,41,24,25,16,18,11,8,15,16,18,20,20,32,40
04,47,49,42,48,61,42,30,47,42,26,17,22,18,18,16,8,12,15,16,10,15,35,31,48
05,58,52,50,56,60,48,55,45,43,33,33,19,20,12,9,15,9,10,7,15,22,28,32,49
06,56,48,63,65,56,36,50,41,41,32,26,20,10,17,15,20,12,7,13,8,20,29,33,51
07,62,47,49,49,58,39,41,40,46,26,29,27,14,19,13,11,19,14,8,9,15,30,34,64
08,69,51,59,74,45,57,44,47,28,23,33,27,16,15,18,14,10,12,10,13,22,30,46,34
09,54,49,50,38,28,38,29,31,26,19,25,23,12,11,7,10,6,9,20,17,14,23,25,43
10,54,57,53,64,50,45,60,39,42,24,23,19,17,5,15,13,10,14,14,17,20,33,36,38
11,53,41,56,53,45,47,30,55,26,26,15,14,22,20,12,22,11,13,24,12,24,27,35,43
12,51,67,56,36,50,46,47,33,42,36,20,19,8,18,11,2,9,18,14,17,19,35,46,56
13,60,49,46,54,44,58,61,48,31,26,25,25,14,10,14,15,11,16,24,18,17,30,38,41
14,42,48,41,50,42,44,49,37,44,21,13,16,16,13,11,12,15,11,14,17,18,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,29
16,33,55,31,34,43,50,45,38,33,36,26,17,12,17,14,17,15,22,11,17,17,33,37,51
17,75,53,52,49,52,43,36,47,29,18,27,18,11,14,19,16,15,11,13,18,19,29,24,28
18,36,44,52,37,43,31,26,30,24,28,14,16,11,14,8,10,13,9,24,26,22,31,34,43
19,50,37,41,42,31,29,26,31,23,20,18,17,11,17,11,11,13,12,18,10,20,18,39,31
20,53,44,55,65,33,26,29,29,27,26,25,24,17,5,11,17,24,13,23,18,31,29,37,33
21,33,38,55,31,60,36,42,41,30,42,24,14,19,17,11,18,17,13,18,18,29,44,40,43
22,75,75,65,73,54,44,46,25,31,28,24,18,16,12,15,12,21,21,21,17,24,25,41,60
23,85,65,63,53,50,51,46,35,37,26,26,26,18,17,16,18,20,17,23,18,25,33,42,64
24,62,63,62,55,60,50,51,45,41,37,21,20,25,13,10,20,13,17,16,25,29,32,40,77
25,79,95,94,71,66,67,40,52,53,33,33,17,18,15,19,19,18,19,15,20,18,25,45,51
26,49,51,55,60,59,46,39,39,34,38,33,22,17,16,15,18,10,22,14,11,25,28,46,65
27,86,87,79,63,76,50,34,51,32,27,20,17,14,20,15,16,9,8,15,14,28,25,56,74
28,89,89,70,73,71,62,40,34,35,29,28,20,18,16,20,13,15,15,22,38,32,34,33,58
29,81,77,87,65,62,46,57,42,36,35,19,20,29,12,12,11,12,7,16,19,23,34,47,56
30,80,72,71,69,53,41,34,41,34,31,20,18,17,8,18,12,10,9,13,19,14,29,22,47
31,49,60,68,60,51,37,48,34,31,29,13,12,15,11,10,16,14,4,4,35,18,-1,-1,-1,-1
