jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,260,256,288,284,218,267,301,238,-1,114,204,154,113,96,36,1,4,63,83,128,198,207,215,236
02,274,284,274,281,297,302,26,81,6,124,234,303,201,184,18,55,26,61,127,170,172,185,267,259
03,321,303,307,267,283,287,273,293,320,260,204,153,127,113,80,99,128,106,104,184,144,164,229,240
04,310,329,344,305,313,302,277,285,232,216,159,160,162,118,106,109,71,98,91,110,120,143,225,270
05,294,302,298,293,227,268,289,272,263,-1,239,220,139,37,103,101,106,91,117,150,145,199,226,286
06,244,328,381,291,299,278,314,311,233,214,234,154,104,140,105,13,87,110,84,101,119,165,200,257
07,226,246,248,244,297,291,276,293,280,234,204,160,119,142,97,95,109,125,164,209,242,292,350,342
08,427,443,432,454,371,295,267,268,260,249,228,202,122,94,110,123,129,142,120,150,171,221,237,296
09,322,315,278,296,306,291,155,-1,315,193,32,24,63,-1,-1,-1,122,100,127,144,157,200,235,270
10,294,309,330,-1,224,315,295,267,268,209,163,178,122,108,111,119,81,83,317,413,166,175,265,239
11,275,286,252,254,284,271,271,278,280,245,196,142,141,125,115,96,69,191,7,88,152,182,283,296
12,318,258,320,279,272,222,265,220,242,204,183,125,135,98,111,411,100,58,114,137,166,201,243,304
13,259,284,296,300,333,297,335,291,253,186,192,130,109,151,157,136,122,114,102,147,181,206,251,251
14,286,302,277,307,282,219,248,228,251,-1,-1,-1,20,159,91,88,111,125,119,129,145,193,243,245
15,265,311,55,128,185,311,285,290,300,249,193,193,139,113,118,110,115,20,-1,-1,-1,-1,-1,0
16,-1,-1,-1,-1,289,277,287,254,256,240,195,227,163,144,128,120,132,104,129,144,163,222,281,311
17,311,299,318,331,338,313,297,267,216,228,172,193,147,17,-1,-1,-1,127,132,149,177,216,256,275
18,290,292,287,257,289,237,257,239,275,235,188,152,140,133,112,106,141,358,127,333,160,225,254,309
19,294,283,286,311,277,248,246,272,258,265,241,208,154,124,122,129,103,130,186,174,197,210,281,322
20,307,289,342,316,294,237,297,269,232,244,62,140,128,119,112,121,120,131,143,180,306,247,289,314
21,346,337,382,338,334,318,319,289,259,237,209,202,153,124,110,144,133,144,139,188,213,230,270,313
22,335,325,392,343,303,320,303,272,293,238,241,286,192,153,133,144,150,136,144,170,201,243,286,317
23,326,341,357,380,335,89,-1,-1,-1,-1,-1,-1,-1,59,111,110,117,172,158,129,155,215,192,81
24,335,296,297,390,285,83,-1,-1,-1,-1,-1,-1,-1,58,45,-1,-1,103,-1,-1,-1,-1,-1,204
25,303,320,322,299,292,251,223,212,77,210,136,91,94,106,122,109,148,118,97,132,151,166,403,459
26,508,488,485,481,431,407,377,375,228,155,108,131,91,121,210,31,-1,-1,-1,-1,-1,-1,-1,0
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
