jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,4,5,17,27,17,16,26,17,4,5,1,3,6,5,3,11,5,4,6,4,5,11,6,10
02,9,22,17,23,30,30,20,33,41,3,6,16,10,9,8,18,12,9,10,6,13,8,26,49
03,29,23,19,31,38,23,19,30,7,6,13,4,4,9,10,10,7,17,10,10,8,14,22,20
04,17,13,22,23,28,16,16,14,6,9,4,10,8,2,6,7,2,3,2,6,7,12,15,18
05,16,10,14,25,21,13,2,8,8,7,5,4,0,1,9,8,7,8,7,7,14,20,11,18
06,19,15,25,25,18,22,18,23,11,10,1,4,4,1,4,0,4,8,3,5,9,9,26,33
07,36,21,28,27,42,24,28,16,31,7,5,10,10,14,11,4,10,9,14,5,1,0,0,0
08,5,8,14,10,0,3,3,24,13,8,2,8,3,5,0,0,0,0,0,0,0,0,1,22
09,30,31,30,42,11,21,19,22,5,0,4,5,6,5,12,13,10,3,9,11,11,15,17,34
10,26,36,26,28,25,34,33,35,19,13,18,0,0,0,1,13,10,9,8,12,7,20,31,25
11,34,12,19,26,23,22,18,31,11,2,0,0,0,0,0,7,4,1,2,1,15,27,33,29
12,31,32,35,33,11,32,31,33,2,1,0,1,0,0,0,0,0,1,0,16,12,17,35,28
13,24,34,40,40,26,32,58,49,33,2,0,7,0,2,6,7,0,3,12,18,18,40,41,36
14,47,42,35,26,29,43,41,18,32,18,4,10,9,11,10,10,8,10,5,12,22,15,26,35
15,43,36,32,34,31,30,34,23,23,24,19,10,11,17,9,14,8,17,22,17,19,23,25,26
16,12,23,19,18,28,31,32,37,19,14,19,6,7,4,4,3,2,12,14,13,13,24,32,36
17,33,28,28,37,29,28,40,49,26,28,18,10,1,13,14,14,11,9,9,10,15,20,28,14
18,18,21,15,11,16,14,11,13,11,10,4,3,1,8,7,1,8,3,5,7,8,7,11,20
19,18,38,23,15,12,24,17,6,12,9,14,3,6,1,9,6,10,8,22,14,15,10,14,21
20,29,17,26,18,20,12,13,19,15,16,14,5,9,2,4,5,6,7,18,14,31,21,20,14
21,22,35,24,15,23,23,41,26,15,37,17,15,16,9,13,10,12,13,12,15,14,42,30,30
22,46,34,40,38,24,23,29,25,15,17,13,7,10,11,10,11,9,12,11,17,8,20,38,46
23,35,49,51,34,46,45,23,28,21,6,4,13,6,17,9,10,10,12,9,17,28,29,39,53
24,57,49,38,46,35,40,33,39,38,17,8,9,-1,-1,-1,8,1,10,8,24,11,19,29,48
25,39,47,39,26,33,35,66,51,19,12,9,4,14,7,3,13,4,10,8,13,8,10,20,24
26,16,21,27,30,38,17,25,12,10,6,1,54,6,14,11,11,13,10,10,14,26,22,42,37
27,62,52,43,51,61,53,43,27,17,15,9,3,15,8,5,9,2,5,2,4,27,16,39,50
28,56,59,47,59,59,36,35,24,17,19,22,1,5,8,9,10,19,8,8,19,61,28,35,43
29,45,42,48,61,38,24,15,1,0,0,0,1,13,7,11,13,9,11,12,21,18,32,40,37
30,49,50,54,47,37,34,23,20,23,1,4,1,7,3,14,18,9,7,10,10,17,23,18,32
31,28,40,54,46,34,38,37,15,21,5,2,1,5,7,13,11,4,6,6,48,29,-1,-1,-1
