mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,27,30,38,24,24,37,38,27,36,40,31,49,28,31,18,20,23,25,19,19,16,31,20,44,""
02,40,33,26,29,40,35,39,31,48,43,41,37,35,29,19,22,19,24,27,18,25,29,28,29,""
03,45,26,34,22,37,42,32,36,60,34,37,38,31,31,24,33,15,25,18,25,25,34,22,28,""
04,33,31,31,32,33,35,31,40,41,38,36,39,40,26,20,17,16,20,17,14,23,19,44,28,""
05,40,36,30,27,26,33,23,26,37,30,40,30,37,24,23,19,17,15,15,18,27,19,34,26,""
06,29,39,22,27,30,37,36,44,31,39,29,30,24,23,24,21,23,10,17,15,11,16,33,27,""
07,17,31,26,23,22,27,28,34,48,35,36,35,32,34,23,16,18,20,21,20,19,28,19,23,""
08,31,27,31,26,40,40,28,32,28,30,23,33,38,27,24,20,13,21,22,19,24,24,33,30,""
09,39,37,26,37,25,35,31,23,21,33,30,37,34,27,16,21,26,12,20,24,20,24,26,32,""
10,23,27,31,29,32,30,24,33,26,34,47,28,37,23,20,19,13,14,19,31,14,22,26,27,""
11,25,35,29,30,27,23,37,30,41,30,39,30,34,31,21,15,15,23,17,9,14,15,15,19,""
12,30,22,22,22,29,28,32,26,27,38,31,39,40,28,22,16,7,18,14,14,9,20,20,23,""
13,27,20,22,25,19,27,17,21,19,19,29,26,24,23,10,10,15,20,17,15,9,23,28,16,""
14,27,21,23,21,19,27,26,20,34,28,26,28,22,20,20,16,13,8,12,17,17,24,21,23,""
15,12,20,17,17,18,18,26,24,30,30,22,26,18,25,12,12,7,15,12,15,22,13,26,20,""
16,23,31,23,16,25,28,29,34,35,30,34,37,28,29,9,8,19,15,12,18,14,19,29,28,""
17,32,25,28,25,25,32,22,27,28,23,36,35,32,20,16,21,20,19,16,23,19,21,20,24,""
18,25,23,24,28,17,25,38,28,39,37,31,33,30,17,20,20,11,7,17,25,20,17,29,24,""
19,28,28,28,26,35,35,40,30,28,32,30,33,31,38,27,11,12,13,15,26,18,26,25,33,""
20,32,29,29,26,29,40,33,38,31,26,29,32,22,25,18,11,14,15,21,21,22,26,34,23,""
21,31,30,29,38,24,30,21,28,31,35,40,38,21,25,24,18,19,20,14,17,15,22,22,27,""
22,28,20,33,32,29,31,35,25,34,30,30,33,23,29,28,20,14,14,14,19,17,22,25,33,""
23,24,24,29,33,34,37,29,39,35,47,26,30,28,21,23,20,13,14,15,21,23,23,24,32,""
24,24,33,36,26,24,29,33,45,24,37,39,46,25,29,11,17,17,11,24,22,18,29,32,23,""
25,28,37,35,23,32,36,28,37,53,42,47,37,33,28,30,22,21,19,23,21,20,22,30,33,""
26,26,30,27,30,24,33,29,36,34,36,42,41,29,22,33,28,15,16,18,14,19,28,22,30,""
27,34,40,31,28,38,32,27,51,34,52,42,34,28,25,25,22,20,15,10,22,22,31,28,34,""
28,31,32,21,25,31,34,29,34,25,46,42,33,36,27,21,22,25,17,18,20,28,23,26,25,""
29,25,28,31,33,32,28,25,26,38,33,36,26,35,30,29,15,14,19,27,23,24,25,19,36,""
30,25,25,44,40,31,24,22,34,29,36,31,32,34,28,30,20,13,28,21,18,25,9,25,28,""
31,41,-1,28,24,27,30,32,34,37,36,26,44,38,29,27,21,26,18,11,25,16,19,31,-1,""
