mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,8,9,19,13,26,12,36,62,178,128,110,46,73,43,51,49,15,12,17,16,14,7,7,12,""
02,9,8,11,6,9,18,42,60,49,70,52,71,45,56,42,43,43,44,52,34,44,29,39,33,""
03,25,8,2,12,13,16,21,36,69,69,62,70,67,48,86,49,47,56,54,54,26,37,16,6,""
04,8,5,9,25,38,49,39,61,54,59,79,59,41,48,45,56,9,19,20,14,19,5,6,7,""
05,10,7,9,15,19,13,27,52,73,59,46,61,46,38,40,57,13,18,14,13,7,8,9,9,""
06,7,7,11,12,6,17,24,54,78,54,66,49,58,30,43,58,15,11,22,16,16,17,13,10,""
07,6,14,7,10,19,21,64,61,85,77,76,50,39,50,50,45,23,20,16,14,16,12,11,10,""
08,5,11,10,5,10,11,26,20,52,80,62,61,53,42,46,46,38,51,57,39,56,35,36,38,""
09,24,32,18,30,19,28,62,57,70,63,51,63,54,41,52,21,20,19,23,16,10,7,7,8,""
10,9,11,7,10,20,17,30,36,39,61,68,58,66,49,64,59,76,62,56,57,53,42,46,44,""
11,25,11,15,17,27,37,58,73,52,63,69,71,43,46,54,34,17,41,17,23,12,14,12,21,""
12,10,9,10,14,19,36,64,74,78,60,59,54,52,33,44,70,54,57,56,41,59,50,39,6,""
13,4,11,14,13,18,38,57,54,63,56,46,57,56,53,40,28,17,19,19,27,12,21,11,18,""
14,11,9,8,15,25,41,53,62,73,57,60,47,48,37,46,65,48,48,46,41,36,37,29,8,""
15,6,8,9,12,18,21,54,49,67,42,55,53,45,46,46,15,23,16,13,11,17,11,5,12,""
16,11,8,15,9,16,51,71,68,75,62,67,73,75,54,57,55,57,74,64,56,42,16,13,9,""
17,17,13,9,16,16,69,66,57,81,48,64,54,165,42,87,111,56,23,34,32,66,26,24,5,""
18,11,34,26,40,49,58,78,79,77,85,87,77,66,65,57,63,67,72,51,60,76,48,50,44,""
19,23,33,40,43,49,57,82,90,96,69,99,74,77,53,63,54,63,63,62,45,65,60,39,35,""
20,29,30,46,37,55,60,59,64,90,73,84,76,74,52,57,80,72,74,59,69,69,44,43,51,""
21,19,30,23,33,44,33,23,72,98,95,81,79,67,63,66,63,63,84,96,63,69,54,45,36,""
22,24,34,41,47,40,65,81,77,96,79,84,77,42,58,62,58,65,56,59,49,40,34,31,52,""
23,17,23,34,50,43,54,44,101,80,78,62,70,77,53,51,54,59,59,48,62,47,57,42,34,""
24,27,31,36,39,43,57,68,83,97,80,67,50,77,65,77,68,63,48,72,60,56,49,46,26,""
25,18,8,13,13,12,19,41,75,73,76,76,63,60,47,65,79,75,79,29,18,19,22,9,9,""
26,8,35,38,46,49,54,53,76,79,69,81,56,61,60,63,64,94,65,65,56,59,38,24,36,""
27,9,5,16,11,12,49,49,66,86,55,65,60,52,27,53,64,57,56,59,48,47,46,26,26,""
28,22,19,25,10,9,50,54,68,78,64,60,52,52,54,69,56,66,57,60,63,50,48,32,27,""
29,20,37,12,12,14,26,45,70,91,66,43,31,44,40,50,45,40,56,47,44,44,61,33,21,""
30,14,5,6,8,6,9,13,19,54,63,53,70,60,60,51,50,53,71,40,29,40,34,42,18,""
31,18,24,19,29,47,41,56,73,81,65,86,66,63,72,49,56,60,53,54,56,54,54,35,-1,""
