mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,2,2,4,1,1,7,2,6,6,4,6,4,2,4,5,3,6,8,6,2,3,6,6,""
02,3,2,3,5,3,7,2,1,14,3,3,4,5,4,7,3,4,7,4,3,3,3,6,3,""
03,5,1,2,3,3,3,2,3,7,1,8,4,3,5,2,4,3,8,2,2,3,6,1,5,""
04,2,2,6,2,4,1,5,1,4,6,8,4,5,8,7,1,3,4,4,5,3,1,2,3,""
05,-1,2,5,3,3,4,3,3,2,4,3,3,6,7,6,3,1,5,3,2,4,1,4,1,""
06,3,6,-1,4,3,3,1,6,3,6,7,4,4,5,4,2,2,3,1,2,4,5,4,2,""
07,4,3,3,2,4,4,6,3,9,7,-1,4,4,4,1,2,2,9,4,7,3,4,-1,2,""
08,2,3,4,-1,4,2,3,4,1,-1,5,5,7,6,5,4,4,3,12,2,3,4,4,3,""
09,3,1,2,6,1,4,4,1,4,5,4,5,5,5,4,3,14,3,3,1,7,4,5,3,""
10,3,-1,4,3,5,3,1,26,2,-1,7,3,4,1,5,2,5,9,15,6,8,8,1,3,""
11,-1,2,1,-1,1,1,9,11,8,2,17,11,3,1,2,3,2,5,4,5,2,-1,2,2,""
12,2,1,1,6,-1,5,5,8,2,5,5,8,4,2,3,2,2,4,5,3,6,1,1,4,""
13,1,7,3,2,1,3,2,5,1,3,5,8,8,2,4,3,5,11,8,6,9,3,2,4,""
14,3,2,-1,3,-1,6,2,5,1,2,9,2,6,5,9,4,1,2,2,1,3,1,3,4,""
15,6,2,3,3,6,3,1,3,7,8,5,8,5,5,6,5,3,4,4,2,1,2,3,2,""
16,3,3,1,2,2,7,2,4,6,4,4,6,5,2,4,5,3,3,4,4,1,1,4,2,""
17,3,2,3,3,1,7,3,4,4,3,7,-1,-1,-1,-1,1,6,6,7,3,3,5,3,2,""
18,3,4,4,6,4,4,2,7,3,4,5,-1,5,2,2,4,2,-1,3,1,1,-1,2,1,""
19,1,1,-1,2,3,1,2,5,2,2,2,1,2,1,4,-1,-1,-1,1,-1,-1,-1,1,1,""
20,3,3,3,3,6,1,1,2,3,1,1,2,-1,-1,-1,-1,1,6,8,3,-1,2,1,1,""
21,3,-1,1,2,-1,-1,-1,-1,1,3,-1,2,1,1,1,1,1,-1,3,-1,-1,2,-1,-1,""
22,-1,-1,1,-1,-1,1,-1,1,1,2,2,1,3,2,-1,1,-1,1,-1,1,-1,4,1,3,""
23,3,3,4,4,10,3,2,3,7,5,3,3,3,5,2,-1,-1,-1,-1,1,-1,5,2,1,""
24,3,-1,7,4,-1,3,1,5,1,5,6,5,1,2,1,2,1,2,6,1,-1,1,1,4,""
25,2,4,4,3,3,2,6,4,2,9,2,4,1,2,1,4,2,1,7,6,5,1,4,4,""
26,4,8,3,2,3,10,4,3,2,1,2,3,6,7,13,1,20,9,18,12,1,32,2,2,""
27,2,-1,4,1,7,31,4,2,3,1,-1,-1,1,1,-1,-1,-1,-1,1,1,2,-1,1,-1,""
28,8,3,-1,1,2,6,3,-1,2,-1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,2,2,1,1,1,-1,2,-1,1,2,""
30,-1,2,1,-1,1,-1,4,1,1,3,-1,2,2,-1,2,1,2,-1,-1,1,3,2,-1,3,""
31,3,-1,-1,1,2,1,2,-1,-1,10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
