Apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,50,10,5,5,3,6,6,1,6,4,6,9,2,14,6,19,19,17,21,15,4,11,-1,19
2,-1,-1,-1,13,2,15,4,1,4,4,4,9,8,18,8,13,9,13,12,12,9,8,17,1
3,6,16,4,15,5,3,7,1,4,4,3,11,11,15,9,14,17,16,12,7,5,3,2,10
4,22,7,13,4,4,2,2,3,6,9,10,10,20,17,13,6,13,17,6,3,13,10,4,10
5,5,6,2,8,5,5,3,3,5,10,10,17,16,13,13,13,9,17,17,5,10,20,11,13
6,-1,3,10,8,2,6,10,3,8,6,12,10,11,11,8,12,13,8,14,4,6,7,6,8
7,17,5,11,8,3,5,8,2,3,8,20,31,33,9,4,10,5,13,14,6,3,15,14,18
8,13,8,8,10,8,5,-1,4,3,6,14,12,9,10,15,13,6,8,11,14,2,15,8,9
9,16,9,1,8,2,2,3,4,3,8,7,12,9,8,7,6,9,11,14,5,32,13,19,22
10,-1,11,5,9,6,4,9,2,5,5,10,9,9,5,5,9,7,7,7,4,1,8,7,23
11,16,13,11,5,4,3,8,2,9,7,3,6,15,8,10,12,15,18,17,9,9,13,9,8
12,20,13,3,11,6,6,9,7,9,6,11,17,23,9,11,10,5,11,9,6,1,18,21,10
13,18,7,2,5,4,4,7,4,6,2,3,4,14,8,9,15,12,7,15,5,4,21,9,13
14,20,9,3,6,6,-1,1,5,1,6,7,6,13,9,5,11,9,8,2,2,3,12,9,6
15,4,2,1,2,3,1,1,3,3,6,2,12,10,9,14,14,17,7,3,1,4,17,5,6
16,17,4,9,2,2,3,3,5,2,3,12,6,11,11,18,8,7,6,8,5,5,11,8,14
17,25,11,4,3,4,3,5,6,26,9,11,13,-1,-1,10,25,8,18,4,6,1,8,11,13
18,10,13,4,9,5,4,2,2,1,8,8,21,-1,17,5,22,14,8,22,8,8,10,14,18
19,-1,8,17,7,7,7,5,1,8,4,9,8,8,5,2,8,5,9,9,3,5,10,7,4
20,12,18,2,17,2,5,-1,1,16,10,8,7,12,8,8,14,11,11,9,2,5,8,8,6
21,13,2,4,7,9,7,5,16,4,9,5,1,17,13,18,17,20,7,12,9,5,16,6,4
22,18,11,5,13,5,7,3,9,2,9,9,10,8,11,7,20,7,5,18,3,5,16,10,12
23,20,3,2,5,-1,3,4,3,6,5,16,21,17,12,11,14,8,14,11,16,2,11,19,20
24,-1,3,9,8,2,5,6,9,8,4,8,-1,-1,7,19,12,11,13,11,4,1,9,9,6
25,13,-1,4,5,8,1,1,5,3,6,12,19,18,10,6,10,6,19,4,2,5,19,9,12
26,11,4,13,8,2,2,6,4,8,5,11,6,18,15,16,13,17,4,11,2,12,13,7,9
27,23,7,3,6,5,5,3,3,7,8,12,14,27,9,7,12,12,10,15,6,8,15,1,13
28,25,9,6,4,8,5,4,2,4,4,12,10,12,15,7,12,17,15,10,6,12,15,11,5
29,22,9,1,9,1,6,5,6,4,15,20,10,16,16,12,16,19,11,8,8,5,8,8,1
30,2,6,2,5,6,5,1,2,4,3,11,9,6,9,6,13,2,4,7,7,3,10,1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
