jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,23,24,31,36,31,37,40,42,36,23,23,20,19,18,22,16,17,14,12,14,20,21,24,31,""
02,25,26,31,30,38,40,47,50,54,29,26,28,18,18,17,25,15,8,-1,15,18,18,29,36,""
03,34,29,16,28,35,42,51,42,36,30,24,18,15,17,19,15,10,10,15,16,15,22,30,29,""
04,34,27,25,26,35,36,40,41,30,30,-1,19,24,17,16,17,11,14,17,10,18,21,22,35,""
05,32,30,20,28,31,35,39,36,27,27,22,-1,-1,-1,16,-1,-1,19,14,12,24,21,35,27,""
06,32,29,29,35,28,47,31,30,29,23,-1,27,17,14,15,-1,-1,-1,11,27,25,23,32,29,""
07,40,27,22,19,31,34,49,32,26,26,16,20,18,16,26,18,15,14,14,13,20,19,29,35,""
08,34,38,23,28,30,35,-1,-1,-1,27,-1,-1,22,14,11,12,14,12,17,17,17,30,28,28,""
09,28,33,22,26,23,36,32,36,31,28,19,18,17,11,15,8,9,10,11,16,18,21,36,32,""
10,29,24,26,26,37,28,31,36,22,18,20,12,12,18,8,14,8,11,-1,-1,-1,-1,21,25,""
11,24,24,29,24,19,33,32,36,27,29,17,20,10,13,11,15,14,14,16,20,23,22,28,24,""
12,21,26,27,19,26,27,24,21,25,15,11,12,10,14,16,10,10,17,10,19,18,23,25,35,""
13,29,23,24,23,29,32,37,38,21,28,18,12,16,15,13,16,21,13,9,17,18,22,33,27,""
14,28,26,24,19,30,26,22,25,25,22,17,18,12,10,-1,-1,14,11,10,10,17,22,30,36,""
15,29,27,37,27,27,26,23,30,29,18,16,15,15,13,21,14,8,15,14,18,24,30,33,41,""
16,34,25,25,32,23,29,25,26,22,23,13,14,18,14,14,9,12,11,13,14,17,27,23,27,""
17,33,32,20,24,17,30,32,33,17,22,16,18,15,14,12,16,18,15,14,16,21,23,18,29,""
18,23,32,28,21,31,26,28,32,22,23,12,17,16,19,17,6,14,12,13,27,17,21,20,26,""
19,22,23,21,25,19,26,19,28,22,22,23,20,15,14,10,10,15,19,11,16,18,24,21,25,""
20,28,24,18,27,21,28,30,28,20,21,19,15,17,11,25,15,20,13,15,17,16,18,27,31,""
21,29,30,30,22,35,28,23,22,23,21,19,17,11,14,18,15,14,19,13,26,21,24,27,22,""
22,27,33,28,21,19,28,41,37,30,18,20,20,15,20,24,16,16,15,12,16,21,35,22,31,""
23,40,41,39,32,35,34,25,37,20,16,15,19,14,15,14,13,20,14,20,19,27,29,29,29,""
24,28,43,38,38,33,29,28,28,32,20,17,15,20,10,15,10,10,17,26,20,20,32,30,31,""
25,31,36,38,34,30,41,27,19,20,30,18,21,13,14,18,10,19,8,15,25,17,26,28,41,""
26,33,40,28,39,33,36,34,21,25,21,13,22,17,15,17,21,15,12,16,22,22,25,26,28,""
27,40,28,37,35,26,27,35,28,25,17,24,14,8,13,10,15,18,15,11,15,16,32,31,32,""
28,42,36,39,47,39,39,24,22,26,15,24,18,23,17,8,16,19,17,19,14,24,30,37,40,""
29,40,43,43,44,51,29,33,25,32,27,18,17,15,6,15,15,12,16,15,17,19,25,27,38,""
30,49,51,44,43,40,36,38,37,32,27,16,19,15,16,12,15,14,10,12,18,14,16,33,38,""
31,46,36,29,39,33,32,31,31,23,25,17,16,16,11,10,20,14,16,10,15,-1,-1,-1,-1,""
