Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,30,155,109,30,66,40,9,97,53,4,51,6,120,64,45,68,169,43,30,80,25,48,60,58
2,65,29,44,19,118,51,19,67,62,94,21,190,108,180,463,104,121,143,79,35,17,50,88,277
3,295,13,15,4,4,-1,3,21,22,42,7,15,143,455,477,162,87,104,71,53,41,83,97,102
4,154,172,437,70,52,61,15,40,28,5,15,102,6,95,477,6,21,175,121,102,77,199,151,78
5,132,136,370,37,4,6,1,28,6,17,4,3,1,161,363,64,98,240,88,85,89,163,156,130
6,323,273,447,135,68,36,51,18,92,56,12,73,136,233,378,413,169,89,41,35,33,29,73,192
7,168,72,279,122,66,12,60,214,79,222,268,88,118,1,9,99,98,303,90,48,33,44,37,76
8,17,40,9,3,75,71,38,93,106,71,35,59,142,62,51,26,14,4,36,35,4,38,19,28
9,36,28,57,17,10,-1,2,10,12,62,41,197,11,114,382,83,80,126,66,48,51,160,90,69
10,180,184,161,75,17,3,18,4,1,58,34,26,48,150,257,32,38,72,27,38,57,99,75,59
11,171,67,87,38,55,19,10,10,45,94,28,59,95,130,262,26,59,128,45,23,49,86,111,67
12,91,50,57,51,37,21,35,55,4,45,95,11,27,11,126,38,43,42,33,57,56,76,135,121
13,86,41,41,4,27,50,13,29,85,100,58,266,301,126,363,109,20,39,6,8,19,49,62,85
14,53,105,88,30,42,96,52,-1,79,3,41,16,317,11,9,34,55,123,26,26,59,45,3,31
15,5,21,36,5,51,33,109,59,87,1,8,24,13,137,93,24,19,9,35,31,17,15,30,17
16,24,50,30,35,45,26,62,29,11,114,121,69,10,192,150,47,46,48,21,16,37,42,67,46
17,89,84,79,158,86,40,48,2,152,314,292,198,381,186,87,77,32,15,22,21,29,69,75,55
18,92,166,202,78,79,87,17,9,92,106,43,97,35,129,115,86,72,52,50,60,66,98,14,51
19,25,99,68,36,35,48,39,25,61,131,293,271,152,172,90,75,51,46,42,42,18,68,67,69
20,125,202,51,42,66,140,74,106,20,18,99,167,48,132,109,50,87,30,26,32,21,55,59,3
21,246,88,190,119,29,63,26,14,13,18,18,-1,1,1,30,35,65,216,62,54,70,25,24,46
22,16,53,44,23,34,36,17,67,19,39,52,36,148,80,30,43,40,18,32,99,17,56,56,77
23,65,26,4,3,2,16,26,15,25,25,9,22,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,-1,-1,28,3,5,16,-1,-1,-1,-1,-1,8,17,123,164,54,96,67,89,65,180,259,192,243
25,244,205,183,37,8,43,38,39,32,49,75,42,4,8,16,6,44,12,1,4,3,1,4,21
26,5,16,11,-1,1,11,3,54,74,55,22,14,8,17,12,2,20,4,24,3,1,2,1,9
27,46,36,85,10,10,69,111,92,78,65,117,90,86,120,128,130,59,117,66,67,80,110,54,2
28,-1,5,-1,3,-1,-1,33,7,35,11,76,54,78,66,6,19,2,1,1,21,8,2,1,10
29,6,19,6,46,16,62,46,64,37,12,-1,-1,6,5,4,1,5,6,8,6,3,4,9,28
30,12,12,10,1,-1,14,15,2,1,-1,-1,-1,2,16,102,1,8,3,7,14,12,56,26,3
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
