Sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,282,311,328,313,347,369,321,350,389,342,291,297,263,276,229,182,187,155,128,165,159,180,242,226
2,233,262,232,235,90,110,308,340,266,277,311,298,283,251,207,184,176,174,197,207,207,200,179,236
3,217,140,274,406,382,359,386,370,400,414,343,326,288,290,221,245,162,190,184,190,181,184,137,81
4,128,203,302,349,367,425,447,432,422,451,381,364,337,319,234,226,176,131,191,189,175,210,238,246
5,276,304,282,353,407,431,530,478,517,385,377,327,346,287,268,219,209,205,147,209,196,240,208,238
6,330,353,357,409,465,481,555,478,477,481,411,365,348,327,283,242,208,201,204,207,235,267,229,271
7,298,275,242,178,428,404,411,493,436,454,398,416,310,321,264,187,211,201,174,159,213,199,252,271
8,316,339,355,249,264,327,379,448,457,410,430,430,454,370,245,226,241,206,183,195,125,147,191,232
9,348,368,414,274,172,333,305,433,389,434,400,337,383,308,306,263,171,186,205,207,213,152,192,247
10,319,390,421,484,534,538,511,501,284,338,366,358,389,358,278,267,210,198,221,239,201,260,286,299
11,239,316,377,420,411,492,494,488,444,457,392,421,370,359,351,283,258,255,251,218,250,270,317,324
12,392,424,438,536,557,474,577,553,527,524,474,466,406,335,335,303,249,272,233,218,235,233,269,253
13,256,396,463,547,536,536,555,425,376,490,458,425,462,444,343,282,302,261,234,231,205,208,178,181
14,305,404,479,497,483,394,439,451,451,470,450,361,349,369,380,284,235,175,215,257,250,287,293,286
15,310,290,249,365,241,391,379,538,543,539,469,447,415,362,292,258,273,246,208,166,212,176,256,291
16,304,396,426,184,371,543,600,610,612,552,442,384,331,279,248,179,192,199,207,231,181,201,142,188
17,306,310,317,341,319,148,291,273,298,361,228,311,331,375,275,255,250,237,215,263,217,239,267,346
18,123,339,234,108,244,335,443,364,352,239,335,362,374,334,292,274,222,224,187,211,239,199,238,297
19,314,253,215,199,285,304,400,414,460,384,360,322,321,295,327,231,238,187,215,213,250,229,283,325
20,338,360,402,454,459,456,494,514,464,442,472,455,350,348,308,243,239,247,254,201,229,268,307,303
21,296,176,63,217,331,380,425,319,304,414,384,416,368,336,290,260,210,167,180,215,248,250,295,258
22,344,379,394,419,460,428,480,527,380,195,234,323,354,318,327,280,263,197,185,210,224,254,265,319
23,321,129,306,479,454,397,342,396,485,473,421,359,205,295,276,265,224,238,221,219,203,235,240,244
24,331,339,123,35,138,118,91,227,375,287,338,335,286,307,253,247,215,227,218,240,258,291,271,317
25,356,417,530,517,470,481,479,330,415,509,345,296,253,379,331,247,208,192,242,204,172,261,206,187
26,318,290,357,293,356,410,316,360,463,398,192,226,259,304,221,283,262,251,224,253,265,268,292,350
27,368,406,407,413,304,402,364,320,324,380,345,376,284,238,203,234,232,222,245,239,217,284,293,185
28,351,428,302,353,292,247,415,416,437,455,335,262,255,264,227,200,211,230,208,192,213,265,238,299
29,413,236,245,136,308,342,376,404,337,291,282,317,306,274,282,268,233,234,194,214,253,288,152,140
30,201,323,377,221,224,296,322,367,297,258,388,338,273,271,238,202,195,209,203,172,160,196,251,385
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
