dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,047,000,000,037,042,051,041,041,053,037,047,000,041,031,027,032,018,009,000,010,000,033,040,036
02,045,000,050,042,057,063,050,000,000,000,000,050,038,037,036,031,023,013,010,011,019,021,037,032
03,037,038,037,042,046,055,052,040,053,039,042,042,044,029,052,032,019,016,000,000,011,022,027,024
04,033,029,026,039,058,055,056,049,045,052,033,046,040,030,030,027,007,008,013,013,010,012,021,039
05,035,040,037,045,038,052,048,025,022,030,036,042,040,042,032,025,005,007,012,009,009,009,014,013
06,033,031,031,000,000,000,049,042,000,043,026,035,033,026,028,027,012,018,000,000,000,000,000,000
07,000,000,043,000,000,058,065,048,037,035,039,034,032,035,027,021,014,016,012,015,010,000,000,000
08,000,000,046,000,052,057,057,049,050,044,033,047,030,023,028,012,015,019,019,022,015,022,036,035
09,027,035,035,030,056,000,050,000,000,049,038,029,033,026,020,023,015,012,019,024,016,023,024,019
10,036,033,033,000,000,054,049,049,031,039,025,030,024,039,026,021,010,017,021,030,020,039,049,047
11,035,031,040,052,000,000,034,056,045,044,051,032,039,000,032,016,013,012,000,000,000,000,000,000
12,000,000,000,000,000,070,000,038,064,041,000,000,000,000,000,013,014,000,000,000,000,000,000,000
13,000,000,047,000,080,097,079,057,043,000,000,000,000,016,014,000,007,000,000,046,000,000,000,078
14,000,000,000,000,117,138,153,117,074,065,037,039,000,000,000,000,000,045,000,045,048,073,116,097
15,091,065,055,072,000,000,089,060,060,037,035,040,041,000,000,016,016,009,019,000,000,024,023,028
16,030,033,027,000,051,000,000,000,035,027,024,022,037,024,021,024,027,008,018,009,020,014,012,005
17,032,033,000,039,054,045,000,037,038,036,038,026,038,034,028,022,014,013,009,018,014,022,008,017
18,019,029,039,045,032,047,020,046,035,047,000,032,040,023,018,028,005,014,011,011,007,008,023,032
19,027,029,000,028,039,000,042,037,000,000,000,000,000,000,030,008,013,011,011,020,004,006,015,000
20,000,030,029,033,000,000,000,000,000,000,000,000,000,000,000,000,004,008,000,007,010,016,024,020
21,022,029,029,025,043,000,000,000,000,045,000,000,000,000,000,000,000,000,008,007,010,014,000,000
22,031,000,000,000,048,044,000,000,039,000,035,000,000,000,000,000,000,000,000,000,008,007,000,000
23,031,000,049,000,000,039,048,050,030,036,000,000,044,000,000,014,000,014,011,000,008,006,006,000
24,000,000,000,000,041,033,000,000,040,035,033,042,024,030,021,012,006,007,011,007,012,013,006,005
25,020,027,031,030,037,049,049,023,000,026,025,039,000,033,027,016,022,011,009,007,006,007,014,012
26,017,026,030,026,038,043,037,026,024,031,000,027,000,000,000,011,000,000,000,011,008,007,000,000
27,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,010,000,000,008,010,000,000
28,000,000,000,000,000,000,000,000,000,048,036,000,000,000,000,012,000,004,000,000,000,012,000,000
29,000,000,000,000,000,000,000,000,000,041,000,026,023,000,000,015,000,010,013,000,021,016,021,031
30,000,000,032,022,031,000,049,041,000,000,000,000,033,034,015,007,000,007,010,006,007,000,000,018
31,030,025,030,035,000,032,045,000,000,031,031,000,027,015,022,013,008,007,004,007,007,000,005,-1,-1
