dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,101,86,92,117,119,104,111,95,93,107,102,76,67,55,59,51,46,64,65,77,91,112,103,96,""
02,73,82,103,102,108,104,84,102,104,98,72,82,72,71,49,50,49,49,60,77,91,106,86,80,""
03,78,76,86,102,92,96,99,115,87,112,90,71,61,60,66,62,52,49,52,77,83,107,100,96,""
04,81,89,103,91,98,96,91,106,79,-1,-1,-1,-1,-1,-1,-1,59,47,69,94,93,103,106,101,""
05,91,89,105,106,107,100,126,94,119,105,98,81,86,81,52,66,65,59,61,90,107,100,100,111,""
06,98,103,106,120,107,123,115,129,102,93,83,88,67,78,52,54,63,57,65,68,88,124,111,125,""
07,96,92,92,92,95,121,106,117,117,110,123,92,64,67,52,62,57,59,61,80,105,136,122,103,""
08,121,112,91,125,111,109,107,106,117,98,108,84,72,62,67,55,50,67,66,96,104,122,126,115,""
09,106,118,121,118,110,121,91,115,96,108,88,92,79,86,64,59,62,59,73,92,100,100,130,115,""
10,101,101,118,111,125,105,104,92,93,116,104,92,76,72,68,70,44,46,60,96,102,123,133,118,""
11,104,98,108,99,112,92,93,87,93,117,90,91,88,74,58,60,54,53,70,87,104,153,145,149,""
12,122,126,114,121,111,125,115,116,120,125,86,81,76,57,59,59,54,55,95,112,117,147,167,153,""
13,159,145,131,130,116,123,127,117,122,125,113,90,69,57,48,43,43,64,99,108,151,186,184,198,""
14,200,204,158,168,153,157,152,135,126,132,126,88,71,52,61,57,44,49,84,112,125,164,175,198,""
15,193,176,145,137,151,127,122,108,108,111,111,74,58,62,53,60,33,52,53,88,95,113,100,104,""
16,99,115,86,106,100,101,109,104,103,94,100,83,80,68,56,52,43,52,47,87,93,102,100,100,""
17,94,94,96,90,115,102,97,108,85,90,74,75,68,62,59,54,45,45,48,70,89,102,86,95,""
18,90,89,107,115,95,102,109,96,92,103,96,92,92,66,69,65,59,60,71,80,93,101,107,82,""
19,95,100,88,111,97,110,96,100,103,94,100,82,67,71,52,55,41,57,57,70,87,88,103,94,""
20,89,83,83,103,106,105,100,119,110,104,126,91,84,69,56,54,51,56,70,78,82,88,93,83,""
21,92,98,90,107,116,112,103,108,109,89,75,101,66,67,67,49,57,58,60,82,94,87,94,108,""
22,99,95,90,119,104,104,114,99,98,95,109,95,70,60,48,62,60,49,64,70,82,82,85,91,""
23,73,72,105,90,115,125,108,112,106,93,92,87,80,58,62,56,50,55,48,59,80,108,90,86,""
24,96,99,98,91,111,92,99,101,99,86,86,85,86,63,57,49,37,49,57,60,96,98,95,85,""
25,79,94,105,89,111,125,112,88,103,97,95,85,69,60,58,54,50,50,66,53,71,88,84,99,""
26,84,86,98,106,96,114,111,99,100,107,90,89,64,84,69,44,50,54,60,67,96,98,79,91,""
27,95,91,99,90,101,103,101,110,107,95,93,83,85,75,56,42,47,51,57,60,71,97,94,103,""
28,76,94,94,100,107,128,124,100,113,111,91,80,81,62,44,56,44,45,54,65,80,91,83,95,""
29,111,87,101,104,90,98,119,98,116,99,93,94,73,57,71,48,47,35,49,56,91,91,75,96,""
30,85,110,94,114,115,112,90,93,87,99,79,92,65,59,61,37,32,40,63,49,93,83,94,79,""
31,98,108,87,100,115,99,104,98,91,86,89,58,61,61,42,54,49,50,63,48,66,71,63,-1,""
