dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,15,19,19,26,11,23,14,14,21,12,14,11,7,4,4,7,3,6,7,8,19,28,20,21,""
02,13,18,23,27,32,29,25,22,20,12,10,11,9,4,9,5,14,7,7,16,20,17,20,12,""
03,11,21,32,19,26,22,24,25,16,15,9,11,7,4,5,8,14,10,7,22,19,24,41,44,""
04,17,26,32,32,27,34,32,27,24,10,16,10,8,8,8,14,6,11,13,24,22,28,35,31,""
05,12,25,21,38,39,29,19,13,11,14,14,6,6,11,6,2,11,9,11,8,20,18,16,18,""
06,14,27,30,20,39,34,16,23,10,15,13,4,16,9,7,5,5,3,10,9,10,20,10,9,""
07,14,12,15,17,18,16,9,12,6,8,11,6,4,4,2,4,5,8,12,7,8,22,19,20,""
08,12,10,14,21,16,20,15,9,12,7,6,8,11,7,7,5,3,6,7,20,27,31,31,39,""
09,30,24,31,33,38,35,23,25,18,18,6,7,9,10,8,6,5,9,14,16,26,37,38,26,""
10,25,26,23,35,25,12,19,22,17,21,6,8,9,11,8,7,5,13,10,20,25,27,32,18,""
11,24,16,17,17,21,22,25,20,21,11,22,6,7,6,6,6,8,8,7,27,31,41,45,45,""
12,34,26,22,30,34,29,26,24,21,32,16,8,4,3,5,7,10,11,17,39,49,84,74,2,""
13,64,27,21,22,28,31,31,41,31,39,21,13,7,5,11,4,5,12,22,65,64,97,119,113,""
14,75,26,27,43,46,57,41,47,44,32,18,13,3,6,2,4,8,15,22,51,47,86,86,93,""
15,44,15,15,46,34,35,22,27,31,19,19,6,5,5,1,1,1,1,3,6,17,23,24,25,""
16,24,25,28,19,26,29,23,31,20,16,11,14,7,10,8,5,8,9,10,19,24,22,21,29,""
17,19,29,27,17,14,31,19,23,15,15,19,10,2,4,5,7,6,9,6,17,26,25,22,28,""
18,16,14,10,27,20,16,19,24,16,10,10,10,11,6,8,9,4,4,2,11,12,16,13,16,""
19,15,13,11,15,5,9,6,11,10,8,8,12,11,6,8,2,5,11,8,9,20,20,12,10,""
20,13,16,2,11,15,23,18,21,21,16,11,9,9,4,1,4,6,4,4,7,14,11,10,15,""
21,14,16,30,33,24,19,28,15,12,9,9,12,11,9,6,5,6,7,12,10,14,22,24,10,""
22,24,19,26,36,30,19,25,28,13,12,20,14,20,9,7,6,5,3,7,10,17,17,20,14,""
23,21,17,18,14,22,28,34,23,29,11,17,11,11,8,10,12,7,5,5,17,15,22,14,16,""
24,15,16,15,20,19,22,10,14,12,10,7,11,13,10,7,14,5,4,5,8,15,14,22,14,""
25,17,15,21,28,19,16,16,18,18,13,19,18,9,4,3,9,6,8,10,13,6,13,16,15,""
26,8,13,15,13,10,16,7,11,11,13,17,8,11,5,3,11,4,7,5,11,10,10,10,12,""
27,11,17,8,19,20,13,12,14,6,6,5,11,6,6,3,11,6,3,5,9,8,11,15,5,""
28,9,16,13,13,17,15,14,19,13,12,5,6,6,5,4,3,4,3,6,14,5,11,10,12,""
29,5,7,10,20,21,14,12,10,14,4,4,3,4,6,4,8,4,7,6,6,14,21,9,8,""
30,8,18,13,16,16,13,18,25,13,10,5,5,3,1,4,1,2,2,9,5,6,12,10,8,""
31,11,16,15,23,31,20,21,20,24,25,11,9,6,7,8,6,1,9,8,6,9,13,-1,-1,""
