dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,14,13,11,17,16,6,21,12,11,15,11,17,14,7,7,2,4,6,8,11,16,44,72,29,""
02,15,18,23,0,13,8,7,10,6,13,9,10,16,7,8,7,4,11,6,7,10,6,5,10,""
03,8,16,17,21,15,15,10,13,13,16,11,12,17,12,10,6,8,8,8,8,11,3,9,11,""
04,18,10,17,12,19,12,13,17,11,15,8,9,9,10,10,6,25,11,3,3,7,6,1,4,""
05,4,13,6,9,0,12,7,9,10,8,8,12,12,12,8,7,6,1,0,5,6,10,9,8,""
06,8,12,15,18,17,18,19,15,19,16,7,9,9,10,10,9,14,3,6,6,8,8,6,8,""
07,11,11,24,15,20,24,12,13,10,12,6,11,16,3,7,4,3,3,2,3,5,4,1,2,""
08,4,3,2,9,9,5,2,2,8,10,7,3,2,5,8,2,3,7,0,5,8,3,3,5,""
09,3,4,2,7,6,9,1,3,5,4,4,9,6,8,5,6,2,4,5,4,3,3,5,0,""
10,1,2,2,5,5,4,2,6,9,4,4,6,3,3,0,2,4,5,0,5,4,4,3,3,""
11,0,1,8,7,7,7,4,5,7,5,1,4,4,2,2,2,2,0,4,7,8,7,11,7,""
12,3,5,7,12,9,13,10,13,10,8,4,9,5,6,3,6,2,7,8,11,9,11,15,6,""
13,2,7,8,21,20,22,24,22,13,15,10,2,10,9,6,7,4,5,4,13,11,14,15,4,""
14,1,6,15,28,33,-1,67,26,13,15,10,3,5,2,4,2,2,7,15,14,22,18,17,7,""
15,3,5,19,29,24,22,24,17,12,12,5,6,4,6,4,3,4,4,4,4,4,7,7,4,""
16,3,1,4,1,0,4,0,4,1,4,8,5,13,2,4,2,5,4,4,-1,5,2,1,1,""
17,0,1,3,2,4,4,6,5,4,2,3,7,1,8,2,2,4,2,3,3,4,2,5,1,""
18,4,7,3,3,4,4,7,8,3,5,7,1,1,3,3,4,1,6,0,2,4,3,2,4,""
19,6,2,2,2,4,5,5,4,7,4,7,5,2,1,4,4,4,2,2,4,4,4,2,4,""
20,4,2,3,7,8,4,7,10,4,3,3,5,8,7,2,2,5,6,2,6,9,5,10,2,""
21,3,7,7,4,7,9,6,8,7,5,6,5,6,7,2,2,2,2,1,5,3,1,1,1,""
22,0,2,2,3,3,6,5,6,1,1,2,13,17,8,4,2,6,3,1,1,4,3,3,0,""
23,1,3,1,2,5,6,3,3,5,5,13,4,3,3,3,0,4,0,3,4,2,3,1,0,""
24,3,0,3,3,1,3,2,2,1,1,3,4,5,4,1,2,0,3,0,2,1,2,1,0,""
25,1,2,0,2,1,4,3,0,5,3,8,2,4,0,1,0,1,0,1,3,5,2,5,3,""
26,4,1,4,7,6,2,7,2,7,11,6,6,10,4,7,3,0,0,2,1,0,3,2,5,""
27,3,5,5,2,2,7,4,5,4,6,13,7,11,12,6,3,3,4,2,0,3,1,3,2,""
28,3,2,1,1,1,2,0,3,3,2,1,5,1,1,0,1,0,0,1,1,2,2,0,2,""
29,3,5,4,3,4,3,4,2,2,6,9,7,10,11,7,3,6,4,5,3,4,3,3,4,""
30,5,10,11,10,7,14,8,9,11,7,9,7,9,8,7,4,3,5,5,2,4,5,4,4,""
31,10,8,13,15,12,9,8,12,14,9,1,6,5,5,2,2,4,1,1,3,4,2,-1,-1,""
