dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,070,087,079,088,075,101,081,066,092,064,062,069,070,067,066,065,062,065,048,061,060,065,078,078
02,074,083,088,099,113,114,117,137,085,082,086,078,084,068,076,060,057,060,066,053,076,073,068,067
03,070,074,070,078,096,095,087,094,088,079,092,099,082,085,061,042,070,059,058,061,063,065,069,081
04,090,086,081,093,096,100,093,109,087,079,071,068,070,071,063,046,054,058,065,078,065,091,077,086
05,089,097,086,109,091,103,086,086,084,081,071,072,070,060,055,051,060,059,067,062,057,064,075,053
06,090,069,086,101,087,109,097,089,074,083,070,079,072,061,069,054,037,058,052,064,061,059,065,067
07,072,070,056,089,104,097,099,089,084,083,059,081,077,070,061,045,037,054,055,076,064,083,084,073
08,065,092,075,080,086,065,070,065,051,049,052,053,052,049,058,066,052,063,071,078,081,084,093,105
09,097,094,086,108,106,111,092,094,088,072,093,057,049,054,026,047,048,027,038,055,066,043,068,074
10,059,075,056,066,087,105,114,090,076,092,074,095,069,076,074,067,053,059,099,079,079,085,100,095
11,085,089,091,089,128,110,136,100,082,086,095,080,076,085,064,059,060,062,087,079,076,097,094,097
12,102,089,077,085,101,119,120,099,110,072,080,067,080,071,074,069,061,074,091,115,131,144,134,133
13,134,132,107,133,152,165,139,147,125,081,072,075,070,068,049,060,042,067,091,098,144,168,198,195
14,209,182,177,178,194,239,240,196,109,109,072,089,062,053,069,059,061,073,101,116,151,154,226,221
15,200,173,147,177,179,172,138,127,116,108,093,083,079,072,056,052,042,051,057,058,063,067,074,086
16,084,069,079,081,085,083,090,093,094,084,069,067,066,057,055,039,038,049,042,053,061,065,054,065
17,063,071,078,083,056,059,076,067,057,058,081,053,076,072,065,045,043,056,051,063,055,068,067,069
18,088,090,082,084,069,087,093,081,084,096,079,063,097,053,044,052,052,054,046,066,074,070,069,074
19,076,085,078,094,092,089,088,074,071,082,064,072,071,055,061,040,046,043,049,058,053,053,064,059
20,058,076,073,063,052,062,048,042,053,058,050,042,061,049,042,055,058,044,056,058,047,058,054,063
21,089,090,082,066,091,110,099,107,075,092,094,066,057,064,047,045,044,044,040,061,064,042,060,077
22,075,070,061,071,067,091,070,065,070,057,086,066,069,068,057,044,052,041,040,047,057,059,076,068
23,054,072,075,109,091,076,082,081,080,071,068,061,062,058,053,046,042,040,046,042,058,054,047,055
24,067,061,066,076,081,088,079,075,086,078,068,083,077,071,055,048,040,042,059,049,071,058,069,057
25,063,067,066,076,073,083,091,084,071,079,074,061,068,063,052,049,048,037,047,047,055,050,064,050
26,052,053,061,080,078,091,083,079,061,064,063,070,059,062,044,060,038,043,050,053,050,056,067,061
27,058,058,073,088,081,079,078,079,067,072,074,064,049,049,046,046,044,040,042,042,044,043,065,060
28,057,071,068,066,073,080,089,083,061,070,069,062,072,056,056,044,047,032,041,044,063,065,063,059
29,074,063,066,072,071,074,069,086,083,083,081,074,061,058,054,034,045,048,057,042,060,066,059,063
30,056,063,072,074,088,082,087,087,082,067,068,067,074,059,050,042,051,048,047,056,052,059,065,061
31,056,051,065,074,058,061,079,088,056,053,066,065,063,056,050,045,063,043,042,045,050,055,026,-1,-1
