dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,17,16,18,22,15,13,16,16,16,7,4,12,9,11,3,8,16,13,15,17,21,18,10,""
02,11,15,21,19,25,9,18,26,15,15,11,9,6,7,8,11,8,5,12,13,16,9,10,7,""
03,8,10,14,14,10,14,16,12,15,13,22,6,10,10,10,6,8,8,7,15,14,7,16,16,""
04,13,13,21,12,19,9,21,12,19,9,11,7,9,6,8,10,6,4,12,15,10,17,22,17,""
05,9,22,4,16,14,18,10,17,15,8,14,12,11,10,5,5,10,6,10,17,11,16,25,5,""
06,13,10,12,16,10,18,18,17,20,10,14,15,9,10,7,5,8,4,8,11,13,16,13,21,""
07,9,17,17,10,11,14,18,14,13,14,6,11,8,8,11,9,5,7,13,14,12,13,12,15,""
08,22,13,17,9,15,17,13,14,13,16,16,8,8,6,5,6,7,11,13,15,16,19,16,12,""
09,10,10,20,12,17,20,14,15,7,7,7,11,6,7,3,7,8,4,11,8,14,9,23,19,""
10,16,10,18,11,13,14,19,8,14,8,14,13,11,15,4,7,6,7,9,14,16,20,19,18,""
11,10,9,16,23,20,11,18,13,11,7,6,13,10,11,7,8,4,5,9,16,25,19,21,17,""
12,18,16,21,29,19,13,21,17,19,9,7,11,5,14,10,6,4,8,18,24,25,30,31,38,""
13,33,13,20,37,32,28,24,19,21,14,11,9,7,8,8,4,4,15,17,39,61,53,76,75,""
14,55,25,40,41,41,30,34,35,48,23,10,8,8,5,5,10,6,20,27,34,52,73,111,121,""
15,87,54,39,49,39,38,26,25,23,16,9,11,7,3,6,7,8,7,12,17,25,11,8,18,""
16,21,16,22,9,12,16,23,11,15,13,14,9,19,6,5,4,8,6,4,13,15,16,17,9,""
17,7,19,13,13,16,13,13,11,11,14,16,10,7,10,7,7,4,6,10,8,7,5,10,12,""
18,14,8,11,15,11,17,12,12,8,22,8,9,14,10,7,11,3,8,9,6,10,14,10,9,""
19,18,21,10,12,8,9,8,8,11,7,8,20,11,7,9,2,8,6,10,7,11,12,11,14,""
20,9,11,11,13,12,11,10,14,8,12,15,7,10,7,6,5,11,3,4,12,6,12,9,14,""
21,8,12,8,15,17,18,13,9,13,11,11,10,12,9,4,5,6,10,14,10,11,13,11,14,""
22,8,11,8,8,9,16,9,8,13,15,12,13,13,5,5,11,5,7,5,12,16,9,9,10,""
23,7,5,11,17,15,15,21,17,12,15,7,9,8,6,5,6,2,10,12,8,8,10,8,11,""
24,11,9,10,11,11,8,9,12,7,5,14,12,9,10,5,7,8,3,14,9,13,10,13,7,""
25,11,11,16,20,12,15,8,10,14,4,7,8,7,10,7,5,8,2,5,5,10,5,12,6,""
26,7,9,8,12,8,14,10,13,20,11,10,10,8,7,5,6,8,5,8,6,7,10,10,15,""
27,8,13,15,3,15,7,19,8,10,12,7,10,11,6,5,10,6,3,4,4,10,7,12,12,""
28,9,12,5,10,16,17,11,12,13,15,6,7,5,6,9,4,8,8,11,6,11,14,12,18,""
29,8,11,8,9,16,10,15,12,8,9,10,4,10,10,11,6,5,7,8,14,15,7,12,9,""
30,11,11,13,13,14,7,12,11,10,11,12,8,4,11,7,9,5,6,5,8,14,14,8,19,""
31,15,13,14,11,16,10,14,14,8,11,11,10,13,10,9,8,10,6,8,6,9,15,-1,-1,""
