dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,27,20,19,15,19,20,29,22,16,26,19,28,28,25,25,22,23,21,18,24,25,28,21,24,""
02,32,40,24,26,28,14,20,25,26,28,28,31,27,26,34,11,19,23,23,14,16,17,16,24,""
03,24,31,21,24,20,24,26,20,31,30,34,28,32,35,33,22,28,39,13,33,27,30,36,27,""
04,41,24,31,28,20,31,23,22,16,18,21,16,24,23,11,34,24,27,18,25,16,21,26,21,""
05,26,21,26,26,18,20,27,26,20,18,20,20,25,27,15,17,13,15,21,16,24,22,25,16,""
06,15,15,19,26,21,25,20,24,25,19,17,9,12,11,14,13,12,30,31,15,15,23,20,21,""
07,22,20,19,15,15,21,43,14,16,16,16,20,16,19,21,8,17,22,6,20,24,20,21,15,""
08,14,25,22,12,25,24,25,21,13,11,13,15,27,10,30,22,11,18,30,33,18,20,21,17,""
09,16,17,18,11,25,26,18,21,19,23,14,31,25,21,24,20,15,18,21,21,22,26,26,34,""
10,24,19,-1,-1,-1,-1,-1,4,28,11,14,21,15,19,18,13,10,15,16,15,22,18,26,15,""
11,16,13,17,13,12,24,14,24,33,27,16,29,23,14,31,23,15,14,27,30,27,33,33,34,""
12,23,21,23,23,22,21,38,33,31,9,14,13,19,15,10,17,7,12,26,40,30,35,33,37,""
13,23,22,14,27,20,32,37,49,32,25,20,15,14,10,9,6,19,21,36,45,34,57,60,46,""
14,39,36,21,23,34,49,61,59,50,41,21,23,21,17,19,13,18,46,69,66,60,69,98,81,""
15,51,51,32,34,36,37,37,36,34,26,15,18,24,25,22,17,18,16,22,25,18,25,23,12,""
16,18,12,16,25,17,13,21,13,21,12,26,17,19,19,23,26,14,22,11,24,25,16,23,12,""
17,17,22,17,10,23,16,17,27,18,13,22,22,15,15,8,19,17,19,10,18,9,16,13,11,""
18,13,14,26,11,17,13,25,18,24,16,22,11,55,20,19,18,16,18,9,14,13,19,17,19,""
19,13,18,12,5,17,11,10,23,11,14,14,15,16,10,11,12,13,8,14,17,18,15,12,16,""
20,13,10,14,13,17,11,14,21,19,12,19,12,13,19,11,10,8,10,9,9,13,16,6,11,""
21,8,9,10,13,10,12,11,14,7,10,14,15,12,4,11,6,13,16,17,20,16,19,14,10,""
22,14,17,22,9,17,17,17,15,18,11,14,13,4,9,12,15,13,7,15,12,13,21,19,9,""
23,21,10,10,13,9,13,26,12,13,9,10,7,12,11,14,12,8,12,9,11,7,8,7,9,""
24,19,16,6,15,18,16,10,17,21,8,11,9,8,7,21,7,3,14,5,8,14,10,10,7,""
25,15,8,9,8,10,14,18,10,8,6,15,16,11,6,4,12,10,8,19,6,9,8,19,9,""
26,11,9,9,7,9,12,9,12,12,47,25,10,31,20,28,7,4,4,6,12,10,18,12,13,""
27,6,6,6,6,5,8,12,33,12,12,6,5,6,7,3,7,7,4,6,5,7,13,10,11,""
28,11,4,5,3,4,3,7,10,3,17,8,7,4,5,5,7,6,13,19,11,14,16,16,19,""
29,8,12,5,12,14,5,7,6,6,7,10,8,9,11,6,8,6,8,4,2,2,2,5,5,""
30,7,6,6,2,6,6,8,9,11,12,9,12,14,13,6,8,9,10,9,7,8,5,9,8,""
31,9,8,13,8,10,8,23,19,12,14,15,13,18,6,11,6,10,10,11,2,12,12,-1,-1,""
