dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,32,31,28,56,73,122,124,108,151,178,216,224,216,243,197,208,183,133,119,100,81,63,46,22,""
02,22,33,42,56,98,136,121,142,194,247,268,287,277,249,217,215,122,117,90,108,85,73,36,29,""
03,36,27,45,58,67,95,152,142,174,179,232,241,210,218,215,193,155,139,125,73,78,49,39,41,""
04,18,24,-1,-1,102,122,126,132,162,151,237,262,215,244,178,180,151,124,72,95,62,71,42,21,""
05,20,22,48,62,79,121,134,156,167,194,228,233,237,257,237,187,167,133,123,112,104,61,53,38,""
06,15,7,19,31,53,39,118,157,165,205,230,249,260,246,229,174,143,152,98,95,86,70,36,31,""
07,10,15,-1,-1,33,40,141,235,181,238,255,244,238,244,228,185,159,128,103,102,80,94,98,56,""
08,11,12,20,30,47,59,134,184,170,210,236,247,264,283,263,209,181,181,147,149,102,71,52,33,""
09,17,6,9,22,34,72,179,173,162,185,236,271,260,297,255,242,161,149,103,108,85,85,36,34,""
10,11,12,14,24,63,57,139,170,143,206,228,251,218,243,183,192,164,137,116,91,72,55,48,19,""
11,14,8,15,49,63,91,204,192,160,167,190,213,182,211,206,160,120,88,106,85,67,61,30,25,""
12,17,10,28,66,101,163,320,305,178,181,237,299,282,284,243,204,137,128,127,99,69,58,24,23,""
13,9,7,31,64,134,225,327,399,253,201,185,246,418,449,364,319,274,200,171,187,135,81,48,33,""
14,11,10,42,125,129,203,423,480,342,209,305,422,436,408,341,326,233,168,113,101,114,58,39,27,""
15,20,11,43,80,113,139,249,299,266,180,235,247,252,236,215,206,168,117,113,95,70,96,48,22,""
16,16,10,9,26,30,34,85,112,103,108,146,150,141,143,123,111,140,101,85,83,77,56,32,20,""
17,7,8,12,26,28,28,75,86,96,126,130,140,141,146,126,141,128,134,89,84,106,63,42,27,""
18,11,5,5,19,14,36,70,92,100,117,150,144,134,150,157,166,149,131,111,73,56,65,47,19,""
19,6,5,12,17,17,26,78,79,76,136,134,157,109,130,125,177,122,107,92,77,84,54,38,13,""
20,11,5,8,9,25,31,67,98,88,82,99,114,70,67,38,56,49,38,25,32,64,78,48,17,""
21,13,5,11,10,24,28,58,93,91,127,130,117,76,69,40,40,24,26,30,40,73,52,33,28,""
22,8,3,10,13,20,27,67,76,80,48,54,42,36,20,10,24,22,14,14,28,17,14,14,7,""
23,5,5,9,19,17,60,68,66,104,101,111,104,103,106,104,71,73,184,131,92,79,45,36,17,""
24,6,5,1,14,14,16,58,69,85,135,157,132,133,138,173,135,125,124,86,85,44,36,19,12,""
25,5,8,8,7,9,19,59,88,111,134,139,129,140,105,122,115,100,100,78,99,68,58,38,16,""
26,5,7,5,15,30,25,55,68,84,78,90,49,38,21,19,10,10,11,17,16,18,10,5,4,""
27,0,1,4,4,5,5,11,19,28,28,27,22,17,19,6,10,10,12,9,10,17,19,15,17,""
28,19,5,12,10,22,13,48,74,104,136,109,117,152,153,126,127,112,120,99,75,71,42,33,12,""
29,17,5,6,12,12,31,64,78,97,150,160,142,131,134,152,154,149,145,94,100,74,61,34,22,""
30,13,3,6,12,19,18,74,75,85,97,101,94,111,129,135,135,102,115,107,106,77,63,36,20,""
31,15,4,11,12,11,24,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,""
