dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,8,7,10,13,13,7,3,4,5,11,6,13,11,10,3,10,8,7,4,8,8,9,6,""
02,3,6,14,14,12,10,6,10,9,10,12,6,6,9,11,10,5,6,5,6,5,2,5,4,""
03,16,11,8,10,13,9,10,14,7,9,12,9,10,8,15,3,10,10,5,4,8,3,6,6,""
04,5,10,8,13,6,11,13,8,6,14,11,10,7,6,6,4,9,3,4,7,9,7,6,13,""
05,7,17,12,12,11,10,9,7,3,7,9,10,9,9,9,5,6,4,9,2,5,5,5,6,""
06,7,10,7,14,8,13,12,4,7,8,12,5,7,6,14,9,1,5,8,8,3,5,6,6,""
07,7,9,8,13,11,7,6,7,14,15,13,18,8,6,9,8,4,9,7,4,3,1,7,7,""
08,3,13,12,14,6,16,15,7,5,12,6,9,12,15,13,8,7,6,8,10,8,8,7,9,""
09,12,5,12,13,13,16,7,4,5,12,9,6,10,6,9,7,3,3,12,6,10,11,11,8,""
10,6,10,12,14,11,9,19,14,6,9,4,14,6,6,7,3,7,10,1,8,8,8,7,4,""
11,5,5,8,12,19,15,12,12,8,9,9,8,16,14,13,8,9,6,9,5,13,9,7,10,""
12,4,9,12,22,26,24,25,14,6,9,4,14,7,9,3,3,6,5,7,5,12,17,10,7,""
13,4,11,17,28,26,33,20,20,14,12,7,6,15,8,5,9,8,7,14,12,21,18,10,12,""
14,11,22,42,43,39,62,45,30,19,13,8,14,9,7,11,5,15,17,14,16,17,26,36,21,""
15,12,21,30,31,28,36,10,15,16,9,8,14,13,10,6,7,11,2,13,6,8,9,7,12,""
16,6,6,7,11,11,21,12,8,7,7,7,9,10,6,10,11,8,5,4,6,10,5,3,7,""
17,9,13,8,18,13,3,5,5,4,8,13,6,3,11,6,5,10,8,1,11,4,6,7,6,""
18,11,9,7,15,12,9,11,13,7,13,10,7,11,13,11,8,10,5,8,3,10,8,7,9,""
19,8,14,10,12,11,9,8,7,9,13,15,13,11,12,7,11,4,14,4,5,4,10,13,3,""
20,8,4,6,14,12,7,16,10,11,13,13,11,18,11,15,4,3,4,8,8,10,5,4,9,""
21,5,7,7,12,13,10,11,6,3,8,13,16,8,10,9,6,5,10,7,8,7,10,5,9,""
22,2,11,8,12,13,10,10,9,11,9,13,5,10,18,10,7,4,7,7,5,8,3,15,6,""
23,10,8,12,16,12,16,11,9,5,9,10,14,14,11,5,6,8,8,6,6,8,6,7,9,""
24,6,5,4,16,12,11,8,6,10,10,12,12,9,9,10,8,6,3,9,4,6,4,2,9,""
25,5,7,9,8,11,12,11,8,4,4,4,7,12,5,10,6,6,4,6,4,7,7,4,9,""
26,7,5,7,11,11,12,9,5,9,9,13,7,16,11,6,5,6,6,7,6,4,5,4,7,""
27,13,4,11,9,11,8,9,6,8,16,9,7,18,14,8,11,4,9,2,4,10,6,4,6,""
28,8,2,5,9,5,11,15,12,10,13,11,19,11,8,9,6,5,3,2,4,7,6,3,6,""
29,6,7,13,6,8,10,8,2,7,9,11,7,16,9,14,2,6,8,5,6,2,4,4,7,""
30,6,7,9,5,8,14,7,7,5,11,10,13,6,14,11,12,6,5,5,6,7,10,6,8,""
31,8,5,6,4,5,4,10,10,6,11,12,14,6,8,16,10,3,7,2,4,3,11,3,-1,""
