aug,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,23,38,36,46,46,14,35,39,32,16,16,13,23,16,7,9,22,3,9,10,19,10,14,9
02,26,34,43,28,43,41,12,19,50,-1,42,25,59,33,4,8,11,3,3,6,5,13,10,18
03,22,25,40,41,21,26,18,18,-1,-1,-1,16,17,-1,-1,2,5,35,15,29,13,11,12,12
04,44,19,40,41,25,38,39,49,-1,-1,-1,-1,-1,-1,9,3,8,24,12,31,14,27,17,15
05,18,24,28,40,41,28,27,25,42,31,15,18,48,8,13,-1,-1,8,18,21,18,8,23,18
06,30,17,25,24,24,17,23,17,18,19,37,25,16,31,34,5,47,-1,42,7,22,5,12,16
07,24,44,27,57,61,99,63,19,25,25,22,8,11,-1,37,13,13,22,6,8,81,9,11,10
08,12,27,22,27,42,29,27,20,66,32,32,16,7,-1,18,3,13,8,24,19,9,8,6,14
09,13,56,17,26,39,67,11,85,14,24,28,12,15,37,11,9,6,20,13,25,17,24,12,15
10,14,42,43,27,28,65,24,29,25,20,46,54,53,10,9,10,-1,35,21,19,31,24,13,23
11,18,19,18,79,48,26,28,39,31,65,49,52,18,85,15,15,29,26,74,45,39,24,15,35
12,42,70,32,88,99,41,92,66,129,221,117,139,131,108,79,41,33,44,105,80,64,46,30,33
13,36,86,47,75,46,65,98,60,115,55,84,63,54,23,49,42,120,26,54,33,79,51,17,18
14,55,21,39,33,25,11,14,23,6,16,29,11,39,16,9,15,5,6,18,11,27,6,14,13
15,5,11,34,22,23,17,40,9,16,14,20,26,18,51,19,5,10,7,13,29,14,5,10,8
16,9,14,16,25,28,56,42,24,19,94,50,32,28,17,9,18,24,8,11,7,29,26,10,5
17,15,11,19,22,49,14,34,15,32,35,26,18,43,-1,18,8,6,6,5,14,13,11,7,10
18,14,33,14,50,24,32,64,25,16,71,23,32,40,9,11,4,11,9,33,11,18,10,13,18
19,12,16,27,46,59,23,27,35,21,70,31,-1,34,21,75,15,48,12,31,19,14,33,11,9
20,39,18,21,49,38,37,26,43,31,26,22,20,8,18,22,23,5,4,9,17,-1,-1,39,19
21,22,21,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,6,12,17,24,9,8,11
22,12,25,42,35,32,14,11,17,20,21,-1,23,18,23,25,-1,-1,-1,4,11,8,13,12,10
23,26,22,75,33,20,17,32,41,5,22,20,15,19,8,5,6,7,9,6,7,18,13,8,11
24,14,21,33,38,35,37,19,25,34,25,25,15,14,15,4,5,4,8,6,14,20,10,14,32
25,18,20,34,40,48,38,22,57,13,35,27,22,24,14,4,11,10,5,6,7,12,17,6,10
26,17,28,27,44,42,16,16,21,33,17,24,20,27,6,14,18,11,17,-1,-1,13,11,10,11
27,15,18,24,30,35,30,26,20,37,23,21,25,8,10,4,18,4,5,8,13,26,14,5,7
28,6,16,22,41,61,33,44,38,33,14,16,25,71,11,9,12,18,4,4,8,16,13,6,8
29,9,12,20,32,32,38,24,40,50,22,10,48,9,8,8,5,7,3,8,-1,-1,-1,6,2
30,9,11,20,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,12,5,4,7,4,13,11,10,5
31,27,13,55,30,38,-1,30,23,27,23,16,23,16,8,11,17,10,9,7,8,22,-1,5,7
