aug,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,31,17,33,25,43,33,43,40,59,55,67,61,62,57,-1,-1,57,50,35,27,31,24,25,30
02,30,34,30,38,35,29,46,33,49,51,47,58,51,61,54,55,65,27,42,28,21,21,29,22
03,28,36,30,54,39,53,62,52,56,60,50,76,64,50,53,53,61,35,30,31,40,23,40,30
04,35,34,18,24,24,24,30,73,85,74,59,39,67,49,50,63,58,60,65,5,1,3,2,4
05,12,16,21,17,26,38,40,54,45,60,38,38,42,38,26,39,20,29,23,21,6,-1,-1,-1,-1
06,6,14,13,20,32,31,36,37,39,51,37,47,44,33,40,36,29,27,36,17,17,-1,-1,-1,-1
07,61,13,5,10,12,35,74,30,36,36,28,39,24,41,35,26,26,32,22,25,11,14,36,7
08,9,7,14,17,24,29,28,26,32,30,34,44,27,21,37,39,33,27,26,23,15,36,12,16
09,10,4,17,16,28,29,43,31,48,39,34,49,40,21,23,27,27,33,24,20,11,24,31,15
10,18,47,8,20,35,27,29,46,43,31,33,42,40,32,34,21,29,31,32,29,43,32,22,14
11,19,11,36,46,24,30,39,44,37,36,38,42,40,39,29,39,44,54,74,39,24,22,24,40
12,35,14,14,30,32,42,40,53,56,31,35,42,37,46,55,69,78,63,51,42,32,26,23,16
13,4,13,16,16,26,41,46,34,32,26,32,39,43,30,37,30,66,54,44,36,28,33,22,19
14,9,18,14,17,33,39,41,44,83,45,37,40,34,46,35,38,36,36,31,30,21,17,19,17
15,11,9,25,24,26,38,39,40,34,32,28,45,49,44,33,55,32,28,36,25,18,18,19,9
16,13,10,17,15,24,27,19,39,38,33,36,33,30,42,31,31,36,29,29,26,45,17,20,20
17,11,10,10,19,29,24,30,34,33,36,32,26,48,28,26,29,11,34,13,13,18,9,12,7
18,11,99,-1,-1,66,53,11,28,23,18,26,20,24,29,39,24,26,15,22,18,11,17,10,7
19,2,6,8,11,24,18,25,21,19,33,18,23,26,24,32,20,22,20,11,12,14,6,2,3
20,10,10,12,11,19,25,14,24,22,24,18,29,19,28,30,30,26,18,18,10,15,14,12,12
21,8,7,6,12,11,15,18,16,15,18,25,23,33,25,26,31,21,16,16,7,11,15,8,9
22,16,5,9,12,13,16,12,15,12,31,21,29,22,19,14,26,23,11,13,5,10,30,9,10
23,7,-1,10,11,13,14,25,20,17,28,22,27,21,22,31,28,17,19,15,4,8,-1,-1,-1,-1
24,-1,-1,39,11,15,7,10,9,10,8,14,14,16,23,53,-1,-1,65,20,15,18,12,12,4
25,9,3,10,37,20,21,17,14,20,36,26,29,26,28,19,23,20,14,12,12,17,13,14,11
26,13,8,7,8,20,15,18,18,21,21,17,24,27,19,20,25,22,13,18,10,11,20,13,8
27,17,9,9,16,13,19,19,6,29,12,15,16,20,27,31,17,26,20,16,10,7,23,14,13
28,10,7,7,15,5,13,10,10,9,30,13,24,17,21,26,22,21,31,19,21,16,21,10,10
29,10,14,13,8,9,12,12,19,13,13,11,15,23,19,25,20,21,11,13,8,15,20,13,9
30,5,5,6,7,11,10,11,12,11,17,11,14,20,29,24,17,23,14,9,15,12,35,11,6
31,6,7,8,16,12,19,17,14,18,24,25,23,31,29,37,22,24,-1,11,16,10,8,13,7
