apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,14,20,22,18,25,25,19,6,-1,0,2,0,2,8,2,2,2,3,6,7,10,10,12,15,""
02,23,4,19,24,27,10,7,5,3,2,3,3,1,2,3,1,2,3,2,9,8,18,24,20,""
03,24,19,29,21,26,16,7,17,9,4,6,1,7,2,2,3,4,2,10,11,11,14,16,19,""
04,15,23,23,22,19,20,7,6,6,0,0,1,8,4,1,1,2,0,9,8,10,21,17,22,""
05,21,21,40,26,21,24,5,5,7,3,3,0,10,0,2,3,3,6,6,7,7,16,13,23,""
06,22,17,31,32,23,16,3,5,6,2,2,6,5,1,2,2,5,1,4,7,10,13,19,23,""
07,29,33,16,29,19,8,3,11,2,5,5,2,2,6,2,4,1,5,4,4,11,19,14,15,""
08,26,17,23,18,17,10,4,3,4,4,5,5,2,0,2,0,5,1,7,22,11,16,14,25,""
09,17,22,23,21,20,7,3,4,5,2,1,4,1,2,2,1,4,2,6,7,8,10,16,19,""
10,20,32,16,20,32,2,5,4,3,5,3,3,4,1,0,3,1,5,1,12,7,17,13,14,""
11,21,17,21,17,15,5,7,8,7,8,2,4,3,5,2,2,3,2,10,9,10,14,17,18,""
12,17,32,24,34,24,10,13,9,2,3,4,3,5,4,2,0,1,2,8,6,11,13,20,21,""
13,32,21,19,16,16,6,2,7,3,7,3,6,8,2,5,1,3,1,5,9,8,22,17,30,""
14,14,30,21,22,12,12,10,5,4,3,2,3,4,5,2,0,2,0,8,2,4,3,6,11,""
15,14,17,25,22,24,7,3,7,7,2,3,2,5,4,1,5,2,0,4,3,6,12,16,18,""
16,16,26,17,20,19,5,6,2,2,3,7,5,3,6,5,2,5,7,2,9,6,10,12,10,""
17,13,14,9,20,8,5,2,4,4,2,4,5,5,4,4,3,3,1,4,6,7,15,21,14,""
18,18,22,16,15,18,3,4,2,3,2,4,6,4,4,2,2,4,5,6,7,7,11,16,18,""
19,24,23,28,24,22,5,6,6,1,2,3,5,10,3,1,1,1,3,4,7,2,13,11,17,""
20,17,28,22,18,19,4,3,4,4,5,3,8,3,4,2,1,2,2,1,5,2,18,15,13,""
21,22,13,23,29,29,12,11,5,6,3,3,2,2,3,0,2,0,2,6,6,10,13,15,27,""
22,24,17,17,23,24,15,3,2,6,1,5,1,2,7,6,2,6,10,12,6,16,16,30,18,""
23,22,31,23,17,20,10,6,13,8,6,8,0,2,6,3,3,3,2,3,16,7,19,19,15,""
24,18,26,19,24,23,9,14,3,6,3,4,3,6,5,3,2,1,0,2,8,11,14,17,17,""
25,26,25,19,22,18,5,9,13,5,7,3,7,3,3,3,2,0,0,2,5,8,25,23,19,""
26,21,23,22,17,21,8,7,4,3,5,4,7,7,0,1,0,2,4,2,9,12,15,14,22,""
27,12,23,21,25,22,4,2,14,3,4,6,4,5,2,8,7,2,3,11,9,11,10,19,21,""
28,15,26,13,23,22,24,22,28,12,10,4,1,0,6,4,2,2,5,1,6,3,8,13,9,""
29,24,25,22,33,29,13,16,6,4,6,1,5,1,3,1,4,1,4,5,97,3,8,9,9,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
