apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,57,79,81,89,68,62,52,70,49,26,26,19,49,56,42,10,3,5,7,9,23,9,24,35,""
02,51,53,76,60,71,72,73,78,61,99,107,96,79,87,61,47,19,10,22,5,13,25,21,16,""
03,64,80,87,72,81,62,63,80,38,149,125,131,109,87,73,79,56,5,16,15,22,13,16,53,""
04,71,77,84,123,71,51,46,53,32,57,103,72,67,97,85,62,27,16,12,11,11,24,20,20,""
05,42,77,82,48,31,29,15,16,19,22,45,42,23,32,51,23,7,10,13,12,6,19,28,25,""
06,31,18,35,33,34,31,27,27,26,26,35,39,124,109,93,49,30,14,9,14,14,12,33,42,""
07,55,78,63,73,75,75,73,66,28,67,120,94,124,111,78,45,27,28,9,13,18,32,17,44,""
08,-1,-1,-1,-1,-1,-1,3,65,75,-1,199,77,71,55,31,24,23,20,15,18,13,15,12,26,""
09,42,60,69,65,60,64,55,73,85,102,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,124,146,131,52,42,22,13,12,17,37,22,43,""
17,57,79,97,109,114,100,105,79,101,144,154,138,142,117,111,64,32,16,12,10,12,18,38,42,""
18,52,50,77,76,87,106,80,120,143,72,152,142,156,129,111,61,45,16,13,16,15,26,29,52,""
19,98,102,102,132,109,105,91,102,134,90,142,182,140,137,123,74,54,30,14,15,10,23,27,43,""
20,66,80,81,104,104,97,95,96,139,156,162,174,142,158,114,51,9,0,13,7,1,15,25,34,""
21,58,54,61,75,80,75,111,91,91,86,35,105,92,76,76,40,21,15,3,0,3,11,38,43,""
22,50,82,72,101,92,108,90,92,117,107,137,146,114,129,63,43,49,23,15,23,12,18,39,72,""
23,98,105,117,133,116,122,42,91,131,133,136,121,131,107,102,71,37,22,8,8,9,14,17,36,""
24,51,68,90,82,83,79,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,21,15,27,28,""
25,58,72,55,62,59,75,33,13,45,114,56,91,108,130,104,37,31,9,10,9,12,5,14,26,""
26,52,53,58,63,70,60,79,88,119,99,91,97,108,112,90,56,32,12,13,13,6,24,21,20,""
27,43,51,75,73,72,76,78,92,107,96,89,102,93,113,85,47,48,9,17,20,17,25,23,34,""
28,43,63,55,77,73,78,75,109,105,131,126,103,127,108,89,61,35,33,20,16,9,14,29,53,""
29,67,80,85,92,102,126,111,84,137,150,124,129,129,146,113,66,37,27,23,15,13,15,21,29,""
30,53,83,70,86,98,98,97,117,143,115,65,126,133,130,115,73,30,17,10,7,8,14,22,30,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]hgmpI}lel`z`fg'o0'jf',"b"
