apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,22,17,22,20,27,31,16,25,21,25,37,17,28,31,32,28,16,14,8,16,16,17,16,8,""
02,7,14,14,30,31,15,23,13,18,27,35,23,30,30,20,30,23,8,17,20,31,28,13,12,""
03,10,11,13,13,25,28,21,19,20,22,26,23,20,32,21,27,20,29,21,22,13,23,13,14,""
04,13,10,16,17,16,22,17,25,16,23,24,27,30,31,27,35,18,18,15,2,0,0,23,21,""
05,2,10,20,24,17,19,25,18,22,25,30,27,23,32,33,25,21,16,16,12,18,11,12,13,""
06,9,14,12,20,25,24,14,28,26,32,23,28,27,33,32,35,34,18,11,5,24,19,13,16,""
07,13,15,16,22,16,16,7,18,22,30,28,26,33,39,38,24,14,11,12,23,12,20,17,19,""
08,7,8,12,22,22,19,23,25,30,28,29,28,37,37,32,35,17,22,11,27,25,27,17,12,""
09,10,15,20,16,16,18,18,19,22,23,31,32,35,36,39,22,25,29,26,22,24,25,19,16,""
10,7,15,17,24,26,22,17,34,29,41,40,49,52,49,33,26,16,11,19,24,21,25,20,15,""
11,10,12,8,21,22,21,13,23,27,29,28,29,37,37,30,23,36,17,11,12,22,12,27,12,""
12,9,18,16,20,19,28,18,19,29,26,27,30,41,42,40,27,28,23,12,21,22,17,27,23,""
13,19,14,23,11,42,35,25,33,37,44,40,38,45,51,46,36,34,14,17,16,26,18,20,10,""
14,6,10,13,23,14,17,11,18,20,28,22,36,24,39,36,24,13,13,16,21,18,15,26,10,""
15,22,20,18,22,37,28,23,19,32,34,21,39,36,54,44,29,25,16,8,19,27,22,21,10,""
16,9,12,14,19,21,15,17,26,32,32,19,36,39,33,40,41,16,19,18,19,15,25,19,15,""
17,8,13,18,16,18,26,17,24,28,33,35,34,38,46,39,25,26,21,21,24,32,25,26,12,""
18,25,11,15,22,19,18,13,14,34,28,33,16,20,37,41,31,23,18,17,18,17,30,25,20,""
19,17,9,11,30,28,21,25,20,24,19,27,54,36,48,39,32,13,14,15,18,24,25,19,12,""
20,16,5,1,0,23,20,14,20,27,20,35,35,33,46,47,28,28,12,17,19,27,22,19,13,""
21,2,19,13,21,19,14,13,24,28,31,28,28,35,35,44,31,18,12,14,16,25,31,15,19,""
22,6,14,16,18,25,14,19,18,31,25,23,38,37,40,34,36,25,16,23,26,28,28,26,19,""
23,20,13,25,23,17,22,32,23,32,46,42,47,52,46,47,46,37,21,22,35,34,25,23,18,""
24,16,15,14,22,25,18,22,28,38,34,38,50,50,48,44,38,39,26,22,25,22,28,20,17,""
25,6,15,18,22,26,33,22,36,36,37,46,42,53,58,51,38,29,15,17,19,36,30,24,28,""
26,19,15,25,26,33,23,17,34,42,41,27,44,47,46,48,27,25,14,18,24,28,37,42,21,""
27,20,12,24,12,30,34,18,31,33,30,37,51,51,61,57,27,18,17,17,30,46,35,29,25,""
28,22,14,32,28,36,24,27,29,33,28,35,23,40,51,28,26,11,1,16,7,27,36,16,23,""
29,16,18,14,11,17,24,15,27,22,22,33,27,37,42,40,26,18,22,21,20,26,27,22,15,""
30,16,0,0,0,0,19,13,15,15,19,40,36,39,34,35,25,25,16,15,18,21,20,20,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
