apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,11,14,8,12,7,6,12,13,8,16,17,14,11,9,9,11,5,3,9,6,4,3,7,9,""
02,10,9,9,7,5,14,9,13,18,13,14,10,11,5,11,2,6,1,3,2,9,9,9,7,""
03,12,9,4,5,17,8,8,9,20,19,13,12,14,6,9,5,6,2,4,3,4,5,7,9,""
04,3,9,6,7,9,13,18,25,13,14,10,8,10,5,8,10,7,5,4,6,5,9,7,7,""
05,6,10,4,9,13,11,7,10,20,13,14,13,11,5,7,7,4,4,4,2,6,7,4,9,""
06,9,11,10,4,5,8,12,6,-1,-1,-1,5,12,12,11,8,7,7,3,6,6,5,8,8,""
07,9,7,11,8,8,17,10,14,11,20,19,13,11,13,8,8,7,7,3,4,8,2,3,7,""
08,3,10,6,7,12,15,5,10,13,21,16,9,12,13,10,4,7,4,1,4,6,8,8,9,""
09,12,4,10,9,5,12,20,20,18,16,21,8,9,10,11,15,5,12,5,8,4,8,11,11,""
10,15,10,10,9,7,14,14,11,22,14,25,13,16,13,12,16,9,5,5,6,9,11,6,13,""
11,11,5,7,8,11,10,12,16,17,12,12,18,7,9,9,14,4,5,4,7,7,7,11,8,""
12,6,15,6,10,20,15,10,15,17,16,17,17,11,11,14,8,6,6,6,4,10,5,10,8,""
13,16,10,12,15,10,23,15,26,11,18,12,16,7,13,12,36,7,22,5,7,3,6,16,9,""
14,12,9,9,9,11,30,14,18,17,14,24,18,15,16,11,12,5,8,4,8,10,9,11,13,""
15,10,8,12,13,12,13,16,20,19,17,13,14,46,29,10,5,4,31,24,29,8,11,7,6,""
16,8,10,6,14,13,18,29,19,25,30,12,12,14,14,13,11,7,3,3,10,2,9,11,12,""
17,10,13,11,6,9,15,21,17,26,22,19,12,12,19,10,6,3,5,5,7,7,6,15,6,""
18,14,15,11,11,6,21,13,15,18,15,19,11,6,45,12,12,7,4,9,3,4,9,12,13,""
19,7,9,7,16,20,36,20,19,11,20,25,10,2,24,13,9,8,3,6,3,5,10,16,9,""
20,9,7,11,15,11,12,21,21,21,23,20,10,12,15,9,16,3,5,7,7,6,8,18,10,""
21,12,3,9,17,11,13,22,15,23,32,21,13,15,10,6,9,4,5,4,3,7,9,12,13,""
22,9,14,8,11,19,24,27,21,33,16,11,12,13,11,12,5,10,4,2,2,4,6,10,14,""
23,11,14,17,14,7,16,17,17,22,17,13,14,6,8,9,9,7,4,4,2,6,5,6,7,""
24,14,16,12,11,12,10,17,12,9,14,8,12,6,8,19,9,6,4,5,3,2,7,4,7,""
25,6,7,12,8,9,13,10,13,10,18,7,9,16,9,14,2,5,5,4,2,9,12,4,11,""
26,10,9,6,11,11,13,14,17,22,12,8,12,11,6,6,6,2,3,6,2,4,5,5,7,""
27,8,14,11,2,10,11,10,10,21,13,15,11,8,13,7,4,3,4,5,2,3,4,5,11,""
28,5,6,7,9,9,12,8,14,18,19,20,6,27,13,5,7,3,2,6,3,2,4,4,10,""
29,6,16,7,9,14,18,14,17,19,16,7,12,12,16,14,6,2,5,2,-1,7,2,6,4,""
30,9,8,5,12,12,17,11,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
