apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,27,32,48,27,43,30,15,20,10,14,10,10,11,8,8,8,4,9,10,9,5,7,16,13,""
02,18,16,33,15,15,24,29,34,15,15,6,14,9,4,4,3,4,12,13,6,5,11,12,19,""
03,19,20,19,21,27,26,13,12,17,8,14,15,6,2,2,4,4,6,7,6,6,18,19,29,""
04,30,17,15,18,25,11,17,15,10,13,11,5,16,12,9,12,17,8,3,8,8,5,11,7,""
05,9,15,10,8,7,9,3,9,11,12,10,12,13,9,4,3,3,2,6,6,4,8,13,10,""
06,12,6,15,13,7,11,12,14,15,8,23,6,5,4,3,4,4,10,6,5,5,4,10,8,""
07,10,17,8,13,12,18,8,20,18,18,10,20,2,6,8,5,9,4,7,6,7,10,13,8,""
08,12,11,13,11,20,14,14,14,17,17,10,8,11,5,2,7,9,10,4,3,3,5,10,19,""
09,12,14,15,8,14,20,9,20,8,13,9,5,2,5,1,4,6,0,1,4,4,5,10,5,""
10,13,6,7,13,18,13,15,18,9,10,12,8,2,3,3,4,2,4,5,4,5,9,7,17,""
11,6,9,13,7,7,6,15,8,8,9,5,8,6,3,4,3,6,2,4,5,5,6,13,7,""
12,5,12,17,8,22,16,9,5,15,10,9,4,5,8,3,1,2,1,0,8,7,8,8,7,""
13,15,5,13,11,14,14,17,10,19,16,12,2,6,4,0,0,0,1,3,3,0,1,3,7,""
14,4,3,4,7,3,5,6,3,4,5,1,5,0,1,2,1,7,10,5,8,10,9,15,7,""
15,8,9,7,11,15,7,8,9,10,7,6,5,3,1,5,7,6,11,3,2,9,5,4,10,""
16,12,6,13,5,5,7,3,7,7,8,4,9,1,3,1,4,4,5,3,4,4,4,9,15,""
17,2,9,2,10,10,12,11,16,10,9,13,8,5,4,2,5,2,5,4,8,2,7,13,5,""
18,6,11,4,6,10,13,18,6,9,7,10,6,7,4,5,0,4,4,4,6,3,7,9,9,""
19,11,8,9,13,13,8,8,11,9,8,7,11,6,3,2,2,7,5,6,8,8,6,12,6,""
20,16,14,14,19,10,18,13,11,11,10,5,9,4,2,4,4,3,4,3,3,8,15,10,8,""
21,14,17,21,23,17,15,7,14,13,13,5,7,7,3,2,3,2,3,5,5,6,10,10,19,""
22,12,25,11,8,17,15,24,16,12,11,12,12,4,1,3,3,4,5,9,8,10,12,13,12,""
23,20,30,43,20,22,18,16,11,12,15,10,8,6,1,1,2,2,6,4,13,6,10,10,12,""
24,11,12,19,16,13,11,13,15,14,12,11,11,5,12,8,3,0,1,3,4,7,6,5,6,""
25,9,4,8,8,17,29,19,16,12,22,10,7,5,2,2,2,0,2,4,1,4,4,7,8,""
26,4,5,9,7,10,19,21,12,9,9,6,9,10,6,1,0,2,2,3,5,3,5,5,8,""
27,5,9,8,9,10,12,9,14,13,12,11,6,7,1,4,1,3,5,6,1,7,6,6,10,""
28,11,13,8,6,12,34,15,10,15,7,12,6,3,6,4,4,2,4,4,6,6,5,10,18,""
29,15,10,22,16,17,16,12,15,13,13,14,13,7,3,3,4,6,4,2,3,6,5,8,7,""
30,13,18,22,20,15,12,10,8,18,32,8,9,9,5,7,4,2,3,2,5,6,6,9,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
